QGPIORecord, QRC v6.1.0, 15-12-2021 @ 19:07:26, Windows 10 Version 2009, 10.0.19042, x86_64,,,,,,,
Time, VoltageA, eA, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
28490,-0.296545,0,-0.00180015,1.94,0.0911623,0,0,0.249098,-0.2491,2.79E-05,-1.81E-05,0.0003635
28500,-0.303675,0,-0.00179991,1.95,0.0911623,0,0,0.249098,-0.2491,2.79E-05,-1.95E-05,0.0003635
28511,-0.0331137,0,-0.00179988,1.96,0.0911623,-0.347118,0,0.249098,-0.2491,2.79E-05,-1.96E-05,0.0003635
28521,0.110662,0,0.00243658,1.97,0.087656,-0.350624,-0.350624,0.251411,-0.251218,2.79E-05,0.00229263,0.0003635
28531,0.0691204,0,-0.00145149,1.98,0.0841498,-0.347118,-0.347118,0.249098,-0.249274,2.79E-05,-0.00209551,0.0003635
28540,-0.0739728,0,0.00246525,1.99,0.0841498,0,0,0.251411,-0.251233,2.79E-05,0.00212193,0.0003635
28551,-0.0563929,0,0.00278735,2,0.0841498,0,0,0.251411,-0.251394,2.79E-05,0.000202715,0.0003635
28561,-0.147405,0,-0.00142261,2.01,0.0841498,0,0,0.249098,-0.249289,2.79E-05,-0.00226741,0.0003635
28571,-1.86764,0,-0.0721496,2.02,0.0841498,0,0,0.210684,-0.213925,2.79E-05,-0.0386186,0.0003635
28580,-0.588423,0,-0.00758559,2.03,0.0841498,0,0,0.249098,-0.246207,2.79E-05,0.0344517,0.0003635
28591,0.348928,0,-0.00227571,2.04,0.0736311,-1.04837,-1.04486,0.249098,-0.248862,2.79E-05,0.00281534,0.0003635
28601,0.309824,0,0.00239748,2.05,0.0666186,-0.697742,-0.697742,0.251411,-0.251199,2.79E-05,0.00252579,0.0003635
28611,-0.240988,0,-0.00145468,2.06,0.0666186,0,0,0.249098,-0.249273,2.79E-05,-0.00207637,0.0003635
28620,-0.534934,0,-0.00177151,2.07,0.0666186,0.350624,0,0.249098,-0.249114,2.79E-05,-0.000188798,0.0003635
28631,-0.307949,0,-0.00179756,2.08,0.0666186,0,0,0.249098,-0.249101,2.79E-05,-3.36E-05,0.0003635
28641,0.385705,0,0.0156547,2.09,0.0666186,-0.347118,0,0.258625,-0.257827,2.79E-05,0.0095059,0.0003635
28651,0.922385,0,0.021674,2.1,0.0631124,-0.701248,-0.350624,0.261127,-0.260837,2.79E-05,0.00345626,0.0003635
28661,0.016754,0,0.000130653,2.11,0.0631124,0,0,0.249098,-0.250065,2.79E-05,-0.0115219,0.0003635
28670,-0.30618,0,-0.00164112,2.12,0.0631124,0.350624,0,0.249098,-0.249179,2.79E-05,-0.00096561,0.0003635
28681,0.174991,0,0.0202516,2.13,0.0666186,0.347118,0.347118,0.261127,-0.260126,2.79E-05,0.0119312,0.0003635
28691,-0.00306419,0,1.36E-05,2.14,0.0666186,0,0,0.249098,-0.250007,2.79E-05,-0.0108249,0.0003635
28701,-1.74956,0,-0.0720314,2.15,0.0666186,0,0,0.210684,-0.213984,2.79E-05,-0.0393223,0.0003635
28710,-2.10657,0,-0.0749812,2.16,0.0666186,0,0,0.212308,-0.212509,2.79E-05,-0.00239626,0.0003635
28721,-0.214585,0,-0.00781846,2.17,0.0560999,-0.701248,-1.04486,0.249098,-0.246091,2.79E-05,0.0358392,0.0003635
28731,0.541052,0,-0.00229487,2.18,0.0420749,-1.4025,-1.39899,0.249098,-0.248853,2.79E-05,0.00292945,0.0003635
28741,-0.117887,0,-0.00184059,2.19,0.0385687,-0.347118,-0.347118,0.249098,-0.24908,2.79E-05,0.000222892,0.0003635
28750,-0.356569,0,-0.00180325,2.2,0.0420749,0,0.350624,0.249098,-0.249098,2.79E-05,2.98E-07,0.0003635
28761,-0.363642,0,-0.00180018,2.21,0.0420749,0,0,0.249098,-0.2491,2.79E-05,-1.80E-05,0.0003635
28771,0.330061,0,0.0156545,2.22,0.0385687,-0.347118,-0.347118,0.258625,-0.257827,2.79E-05,0.00950718,0.0003635
28781,0.866744,0,0.021674,2.23,0.0315562,-0.701248,-0.701248,0.261127,-0.260837,2.79E-05,0.00345635,0.0003635
28791,0.661945,0,0.017585,2.24,0.0280499,-0.347118,-0.347118,0.258625,-0.258793,2.79E-05,-0.00199515,0.0003635
28801,0.210703,0,0.0172487,2.25,0.0315562,0.350624,0.350624,0.258625,-0.258624,2.79E-05,8.43E-06,0.0003635
28811,0.346471,0,0.0218051,2.26,0.0385687,0.347118,0.697742,0.261127,-0.260903,2.79E-05,0.00267518,0.0003635
28821,0.282647,0,0.0175958,2.27,0.0420749,0.350624,0.350624,0.258625,-0.258798,2.79E-05,-0.0020594,0.0003635
28831,0.409264,0,0.0218337,2.28,0.0420749,0.350624,0,0.261127,-0.260917,2.79E-05,0.00250509,0.0003635
28840,-1.42944,0,-0.0672615,2.29,0.0420749,0,0,0.212308,-0.216369,2.79E-05,-0.0483902,0.0003635
28851,-0.5173,0,-0.00718358,2.3,0.0455811,0.347118,0.347118,0.249098,-0.246408,2.79E-05,0.0320566,0.0003635
28861,0.1895,0,0.00199383,2.31,0.0420749,-0.350624,-0.350624,0.251411,-0.250997,2.79E-05,0.00493065,0.0003635
28871,0.15886,0,-0.00148788,2.32,0.0385687,-0.350624,-0.350624,0.249098,-0.249256,2.79E-05,-0.00187857,0.0003635
28880,-0.0886171,0,-0.00177422,2.33,0.0385687,0,0,0.249098,-0.249113,2.79E-05,-0.000172541,0.0003635
28891,0.438043,0,0.0202406,2.34,0.0385687,0,0,0.261127,-0.26012,2.79E-05,0.0119964,0.0003635
28901,0.451034,0,0.0174671,2.35,0.0385687,0,0,0.258625,-0.258734,2.79E-05,-0.00129279,0.0003635
28911,0.23424,0,0.0172391,2.36,0.0385687,0.350624,0,0.258625,-0.25862,2.79E-05,6.62E-05,0.0003635
28921,-0.16408,0,-0.000234097,2.37,0.0420749,0.347118,0.347118,0.249098,-0.249883,2.79E-05,-0.00934877,0.0003635
28931,0.455584,0,0.0157833,2.38,0.0455811,0,0.350624,0.258625,-0.257892,2.79E-05,0.0087398,0.0003635
28941,0.661205,0,0.0216846,2.39,0.0490874,0,0.347118,0.261127,-0.260842,2.79E-05,0.00339323,0.0003635
28951,0.224655,0,0.000131488,2.4,0.0490874,0,0,0.249098,-0.250066,2.79E-05,-0.011527,0.0003635
28961,-0.378793,0,-0.00164106,2.41,0.0490874,0.701248,0,0.249098,-0.249179,2.79E-05,-0.000966027,0.0003635
28971,-1.55362,0,-0.0691921,2.42,0.0490874,0,0,0.212308,-0.215404,2.79E-05,-0.0368875,0.0003635
28981,-0.328488,0,-0.00734237,2.43,0.0525936,0,0.347118,0.249098,-0.246329,2.79E-05,0.0330025,0.0003635
28991,-1.23981,0,-0.0784456,2.44,0.0420749,-1.05187,-1.04486,0.207514,-0.210777,2.79E-05,-0.0388886,0.0003635
29001,-0.27169,0,-0.00810337,2.45,0.0385687,-0.347118,-0.350624,0.249098,-0.245948,2.79E-05,0.0375368,0.0003635
29010,0.307781,0,0.0151361,2.46,0.0315562,-0.350624,-0.697742,0.258625,-0.257568,2.79E-05,0.0125957,0.0003635
29021,0.568292,0,0.0216314,2.47,0.0315562,-0.347118,0,0.261127,-0.260816,2.79E-05,0.00371036,0.0003635
29031,-0.099575,0,0.000127137,2.48,0.0315562,0,0,0.249098,-0.250064,2.79E-05,-0.011501,0.0003635
29041,-0.422445,0,-0.00164142,2.49,0.0350624,0.350624,0.347118,0.249098,-0.249179,2.79E-05,-0.000963882,0.0003635
29050,0.502993,0,0.0156676,2.5,0.0315562,-0.347118,-0.347118,0.258625,-0.257834,2.79E-05,0.00942938,0.0003635
29061,0.221869,0,-0.00036335,2.51,0.0280499,-0.347118,-0.347118,0.249098,-0.249818,2.79E-05,-0.0085787,0.0003635
29071,0.058878,0,0.00255471,2.52,0.0280499,0,0,0.251411,-0.251277,2.79E-05,0.00158873,0.0003635
29081,0.395257,0,0.0160127,2.53,0.0280499,0,0,0.258625,-0.258006,2.79E-05,0.00737327,0.0003635
29090,0.0624199,0,-0.000334948,2.54,0.0315562,0,0.347118,0.249098,-0.249833,2.79E-05,-0.0087478,0.0003635
29101,-1.60557,0,-0.0690847,2.55,0.0315562,0,0,0.212308,-0.215458,2.79E-05,-0.0375275,0.0003635
29111,-0.660091,0,-0.00733352,2.56,0.0315562,0.347118,0,0.249098,-0.246333,2.79E-05,0.0329499,0.0003635
29121,-1.12632,0,-0.0696603,2.57,0.0245437,-1.05187,-0.697742,0.212308,-0.21517,2.79E-05,-0.0340982,0.0003635
29131,0.107098,0,0.0100735,2.58,0.0175312,-0.350624,-0.701248,0.258625,-0.255037,2.79E-05,0.0427586,0.0003635
29140,0.351857,0,0.016631,2.59,0.0105187,-0.350624,-0.701248,0.258625,-0.258316,2.79E-05,0.00368905,0.0003635
29151,0.473907,0,0.0171703,2.6,0.0105187,-0.347118,0,0.258625,-0.258585,2.79E-05,0.000475883,0.0003635
29161,0.310747,0,0.0172147,2.61,0.014025,0,0.350624,0.258625,-0.258607,2.79E-05,0.000211626,0.0003635
29171,0.0985686,0,0.0172183,2.62,0.014025,0.350624,0,0.258625,-0.258609,2.79E-05,0.0001899,0.0003635
29180,0.679155,0,0.0172186,2.63,0.014025,-0.347118,0,0.258625,-0.258609,2.79E-05,0.000188112,0.0003635
29191,0.515113,0,0.0172186,2.64,0.0105187,0,-0.350624,0.258625,-0.258609,2.79E-05,0.000187993,0.0003635
29201,0.694488,0,0.0218026,2.65,0.0105187,0,0,0.261127,-0.260901,2.79E-05,0.00268993,0.0003635
29211,0.51235,0,0.0221796,2.66,0.0175312,0.347118,0.697742,0.261127,-0.26109,2.79E-05,0.000443786,0.0003635
29220,0.44168,0,0.0176266,2.67,0.0210375,0.350624,0.350624,0.258625,-0.258813,2.79E-05,-0.00224292,0.0003635
29231,0.287233,0,0.0218362,2.68,0.0245437,0.701248,0.350624,0.261127,-0.260918,2.79E-05,0.00249001,0.0003635
29241,0.462631,0,0.0175984,2.69,0.0280499,0.347118,0.347118,0.258625,-0.258799,2.79E-05,-0.00207463,0.0003635
29251,0.475728,0,0.0172499,2.7,0.0315562,0.350624,0.350624,0.258625,-0.258625,2.79E-05,1.88E-06,0.0003635
29261,0.608671,0,0.0218052,2.71,0.0385687,0.350624,0.701248,0.261127,-0.260903,2.79E-05,0.00267461,0.0003635
29271,-0.15364,0,0.000141442,2.72,0.0420749,0.697742,0.347118,0.249098,-0.250071,2.79E-05,-0.0115861,0.0003635
29281,-0.00703651,0,-0.00164023,2.73,0.0455811,0.347118,0.347118,0.249098,-0.24918,2.79E-05,-0.000970915,0.0003635
29291,-0.345798,0,-0.00178677,2.74,0.0490874,0.701248,0.350624,0.249098,-0.249107,2.79E-05,-9.79E-05,0.0003635
29301,0.116104,0,-0.00179881,2.75,0.0490874,0,0,0.249098,-0.249101,2.79E-05,-2.61E-05,0.0003635
29310,0.211653,0,0.0024367,2.76,0.0525936,0,0.350624,0.251411,-0.251218,2.79E-05,0.00229211,0.0003635
29321,-0.153447,0,-0.00145146,2.77,0.0525936,0.350624,0,0.249098,-0.249274,2.79E-05,-0.00209557,0.0003635
29331,0.170389,0,0.00246525,2.78,0.0560999,0,0.350624,0.251411,-0.251233,2.79E-05,0.00212191,0.0003635
29341,0.187968,0,0.00278735,2.79,0.0560999,0,0,0.251411,-0.251394,2.79E-05,0.000202715,0.0003635
29350,0.0969568,0,-0.00142261,2.8,0.0560999,0,0,0.249098,-0.249289,2.79E-05,-0.00226741,0.0003635
29361,-1.55114,0,-0.0691741,2.81,0.0560999,0,0,0.212308,-0.215413,2.79E-05,-0.0369946,0.0003635
29371,-0.326336,0,-0.00734088,2.82,0.0560999,0,0,0.249098,-0.24633,2.79E-05,0.0329937,0.0003635
29381,0.328846,0,-0.00225559,2.83,0.0455811,-0.701248,-1.04486,0.249098,-0.248872,2.79E-05,0.00269544,0.0003635
29390,0.141268,0,-0.00183737,2.84,0.0420749,-0.350624,-0.350624,0.249098,-0.249081,2.79E-05,0.000203639,0.0003635
29401,-0.0998187,0,-0.00180298,2.85,0.0455811,0,0.350624,0.249098,-0.249099,2.79E-05,-1.28E-06,0.0003635
29411,-0.106896,0,-0.00180015,2.86,0.0490874,0,0.347118,0.249098,-0.2491,2.79E-05,-1.81E-05,0.0003635
29421,-0.114026,0,-0.00179991,2.87,0.0455811,0,-0.350624,0.249098,-0.2491,2.79E-05,-1.95E-05,0.0003635
29431,0.582477,0,0.0156545,2.88,0.0420749,-0.350624,-0.347118,0.258625,-0.257827,2.79E-05,0.00950705,0.0003635
29441,0.833509,0,0.021674,2.89,0.0385687,-0.347118,-0.347118,0.261127,-0.260837,2.79E-05,0.00345635,0.0003635
29451,-0.115637,0,0.000130653,2.9,0.0420749,0.350624,0.350624,0.249098,-0.250065,2.79E-05,-0.0115218,0.0003635
29461,-0.203933,0,-0.00164112,2.91,0.0455811,0.350624,0.347118,0.249098,-0.249179,2.79E-05,-0.00096561,0.0003635
29471,0.12337,0,0.00244963,2.92,0.0490874,0,0.350624,0.251411,-0.251225,2.79E-05,0.00221485,0.0003635
29480,0.461671,0,0.016004,2.93,0.0490874,0,0,0.258625,-0.258002,2.79E-05,0.00742477,0.0003635
29491,0.385562,0,0.0217028,2.94,0.0490874,0.347118,0,0.261127,-0.260851,2.79E-05,0.00328508,0.0003635
29501,-1.4531,0,-0.0672723,2.95,0.0525936,0,0.350624,0.212308,-0.216364,2.79E-05,-0.048326,0.0003635
29511,-0.117621,0,0.0102699,2.96,0.0560999,0.347118,0.347118,0.258625,-0.255135,2.79E-05,0.0415885,0.0003635
29520,0.701602,0,0.0212312,2.97,0.0490874,-0.350624,-0.701248,0.261127,-0.260616,2.79E-05,0.00609478,0.0003635
29531,0.0387067,0,9.42E-05,2.98,0.0455811,0,-0.350624,0.249098,-0.250047,2.79E-05,-0.0113049,0.0003635
29541,-0.283561,0,-0.0016441,2.99,0.0525936,0.350624,0.697742,0.249098,-0.249178,2.79E-05,-0.000947759,0.0003635
29551,-0.3366,0,-0.00178707,3,0.0560999,0.347118,0.347118,0.249098,-0.249106,2.79E-05,-9.60E-05,0.0003635
29560,-0.111677,0,-0.00179884,3.01,0.0560999,0,0,0.249098,-0.249101,2.79E-05,-2.59E-05,0.0003635
29571,0.161669,0,-0.00179979,3.02,0.0525936,-0.350624,-0.347118,0.249098,-0.2491,2.79E-05,-2.02E-05,0.0003635
29581,0.343032,0,0.0156545,3.03,0.0525936,0,0,0.258625,-0.257827,2.79E-05,0.00950699,0.0003635
29591,0.717576,0,0.01709,3.04,0.0490874,-0.347118,-0.347118,0.258625,-0.258545,2.79E-05,0.00095439,0.0003635
29601,0.386512,0,0.0217921,3.05,0.0525936,0.350624,0.350624,0.261127,-0.260896,2.79E-05,0.00275293,0.0003635
29611,-0.0950578,0,0.000140369,3.06,0.0560999,0.347118,0.347118,0.249098,-0.25007,2.79E-05,-0.0115797,0.0003635
29621,0.197324,0,0.00259614,3.07,0.0560999,0,0,0.251411,-0.251298,2.79E-05,0.00134191,0.0003635
29631,-1.59639,0,-0.0718191,3.08,0.0560999,0,0,0.210684,-0.21409,2.79E-05,-0.0405878,0.0003635
29641,-0.323221,0,-0.00755841,3.09,0.0560999,0,0,0.249098,-0.246221,2.79E-05,0.0342897,0.0003635
29650,-1.44124,0,-0.0755821,3.1,0.0490874,-0.701248,-0.697742,0.209086,-0.212209,2.79E-05,-0.0372101,0.0003635
29661,-0.290845,0,-0.00786787,3.11,0.0455811,-0.347118,-0.347118,0.249098,-0.246066,2.79E-05,0.0361336,0.0003635
29671,0.56482,0,0.0151555,3.12,0.0385687,-0.701248,-0.701248,0.258625,-0.257578,2.79E-05,0.0124803,0.0003635
29681,0.482016,0,0.017049,3.13,0.0350624,-0.350624,-0.350624,0.258625,-0.258524,2.79E-05,0.00119889,0.0003635
29690,-0.382102,0,-0.000249743,3.14,0.0350624,0.347118,0,0.249098,-0.249875,2.79E-05,-0.00925557,0.0003635
29701,-0.18529,0,-0.00167242,3.15,0.0385687,0,0.350624,0.249098,-0.249164,2.79E-05,-0.000779226,0.0003635
29711,0.0829393,0,-0.00178942,3.16,0.0385687,-0.347118,0,0.249098,-0.249105,2.79E-05,-8.21E-05,0.0003635
29721,0.546959,0,0.0156554,3.17,0.0350624,-0.350624,-0.350624,0.258625,-0.257828,2.79E-05,0.0095019,0.0003635
29730,0.520282,0,0.0216741,3.18,0.0315562,0,-0.350624,0.261127,-0.260837,2.79E-05,0.00345591,0.0003635
29741,0.0839248,0,0.000130653,3.19,0.0315562,0,0,0.249098,-0.250065,2.79E-05,-0.0115219,0.0003635
29751,-0.236204,0,-0.00164112,3.2,0.0385687,0.347118,0.697742,0.249098,-0.249179,2.79E-05,-0.00096561,0.0003635
29761,0.587087,0,0.0345765,3.21,0.0385687,0.350624,0,0.268946,-0.267288,2.79E-05,0.0197499,0.0003635
29770,0.572583,0,0.0186462,3.22,0.0385687,0,0,0.258625,-0.259323,2.79E-05,-0.00831741,0.0003635
29780,-1.42232,0,-0.0551218,3.23,0.0420749,0.350624,0.347118,0.219077,-0.222439,2.79E-05,-0.0400593,0.0003635
29791,0.0367433,0,0.0158532,3.24,0.0490874,0.347118,0.697742,0.261127,-0.257927,2.79E-05,0.0381367,0.0003635
29801,0.219612,0,-0.000348061,3.25,0.0420749,-0.350624,-0.701248,0.249098,-0.249826,2.79E-05,-0.00866969,0.0003635
29811,0.228988,0,-0.00168049,3.26,0.0385687,-0.347118,-0.347118,0.249098,-0.24916,2.79E-05,-0.000731051,0.0003635
29820,0.410516,0,0.0156643,3.27,0.0385687,0,0,0.258625,-0.257832,2.79E-05,0.00944853,0.0003635
29831,0.618312,0,0.0216748,3.28,0.0420749,0,0.347118,0.261127,-0.260837,2.79E-05,0.00345153,0.0003635
29841,0.438512,0,0.0221691,3.29,0.0420749,0.347118,0,0.261127,-0.261085,2.79E-05,0.000506401,0.0003635
29851,-0.0551044,0,0.000171363,3.3,0.0455811,0.350624,0.350624,0.249098,-0.250086,2.79E-05,-0.0117645,0.0003635
29860,-0.321942,0,0.0025987,3.31,0.0490874,0.701248,0.350624,0.251411,-0.251299,2.79E-05,0.00132671,0.0003635
29871,0.482908,0,0.0160162,3.32,0.0525936,0,0.350624,0.258625,-0.258008,2.79E-05,0.00735173,0.0003635
29881,0.427699,0,-0.00033465,3.33,0.0525936,-0.347118,0,0.249098,-0.249833,2.79E-05,-0.00874956,0.0003635
29891,-0.0163146,0,0.0025571,3.34,0.0525936,0.350624,0,0.251411,-0.251279,2.79E-05,0.00157467,0.0003635
29900,-0.148978,0,-0.00144157,3.35,0.0525936,0.350624,0,0.249098,-0.249279,2.79E-05,-0.00215457,0.0003635
29911,-1.83979,0,-0.0691757,3.36,0.0525936,0.347118,0,0.212308,-0.215412,2.79E-05,-0.0369853,0.0003635
29921,-0.382661,0,-0.007341,3.37,0.0525936,0,0,0.249098,-0.24633,2.79E-05,0.0329945,0.0003635
29931,0.833522,0,-0.00225559,3.38,0.0420749,-1.4025,-1.04486,0.249098,-0.248872,2.79E-05,0.0026955,0.0003635
29941,0.173864,0,-0.00183737,3.39,0.0420749,-0.347118,0,0.249098,-0.249081,2.79E-05,0.000203639,0.0003635
29950,-0.345376,0,-0.00180298,3.4,0.0420749,0.350624,0,0.249098,-0.249099,2.79E-05,-1.28E-06,0.0003635
29961,-0.39551,0,-0.00180015,3.41,0.0455811,0.347118,0.347118,0.249098,-0.2491,2.79E-05,-1.81E-05,0.0003635
29971,0.110151,0,-0.00179991,3.42,0.0455811,-0.350624,0,0.249098,-0.2491,2.79E-05,-1.95E-05,0.0003635
29981,0.148879,0,-0.00179988,3.43,0.0420749,-0.350624,-0.350624,0.249098,-0.2491,2.79E-05,-1.96E-05,0.0003635
29990,0.290309,0,0.00243658,3.44,0.0420749,-0.350624,0,0.251411,-0.251218,2.79E-05,0.00229263,0.0003635
30001,0.505337,0,0.0205869,3.45,0.0420749,0,0,0.261127,-0.260293,2.79E-05,0.00993314,0.0003635
30011,0.088859,0,4.12E-05,3.46,0.0420749,0,0,0.249098,-0.250021,2.79E-05,-0.0109892,0.0003635
30021,-0.129737,0,0.00258803,3.47,0.0420749,0.350624,0,0.251411,-0.251294,2.79E-05,0.00139049,0.0003635
30030,-0.26016,0,-0.00143901,3.48,0.0455811,0.347118,0.347118,0.249098,-0.24928,2.79E-05,-0.00216974,0.0003635
30041,-0.0416016,0,-0.0017702,3.49,0.0455811,0,0,0.249098,-0.249115,2.79E-05,-0.000196487,0.0003635
30051,-0.0492784,0,-0.00179744,3.5,0.0455811,0,0,0.249098,-0.249101,2.79E-05,-3.42E-05,0.0003635
30061,-0.0564577,0,-0.0017997,3.51,0.0455811,0,0,0.249098,-0.2491,2.79E-05,-2.08E-05,0.0003635
30070,0.0391067,0,0.00243658,3.52,0.0455811,0,0,0.251411,-0.251218,2.79E-05,0.00229254,0.0003635
30081,0.377646,0,0.016003,3.53,0.0455811,0,0,0.258625,-0.258001,2.79E-05,0.00743118,0.0003635
30091,0.0449862,0,-0.000335753,3.54,0.0455811,0,0,0.249098,-0.249832,2.79E-05,-0.00874303,0.0003635
30101,0.0110802,0,-0.00167948,3.55,0.0455811,0,0,0.249098,-0.24916,2.79E-05,-0.000737071,0.0003635
30110,0.424881,0,0.0156644,3.56,0.0455811,0,0,0.258625,-0.257832,2.79E-05,0.00944804,0.0003635
30120,0.632676,0,0.0216748,3.57,0.0455811,0,0,0.261127,-0.260837,2.79E-05,0.0034515,0.0003635
30131,-0.0813884,0,0.000130713,3.58,0.0490874,0.347118,0.347118,0.249098,-0.250065,2.79E-05,-0.0115222,0.0003635
30141,-0.172032,0,-0.00164112,3.59,0.0525936,0.350624,0.350624,0.249098,-0.249179,2.79E-05,-0.00096564,0.0003635
30151,-0.125229,0,0.00244963,3.6,0.0525936,0.350624,0,0.251411,-0.251225,2.79E-05,0.00221485,0.0003635
30160,0.0245726,0,-0.00145039,3.61,0.0560999,0,0.350624,0.249098,-0.249275,2.79E-05,-0.00210191,0.0003635
30171,0.0110477,0,-0.00177115,3.62,0.0560999,0,0,0.249098,-0.249114,2.79E-05,-0.000190899,0.0003635
30181,0.106091,0,0.00243896,3.63,0.0560999,0,0,0.251411,-0.251219,2.79E-05,0.00227855,0.0003635
30191,0.444586,0,0.0160031,3.64,0.0560999,0,0,0.258625,-0.258002,2.79E-05,0.00742999,0.0003635
30200,0.535061,0,0.0171187,3.65,0.0560999,0,0,0.258625,-0.258559,2.79E-05,0.000783563,0.0003635
30211,-0.0956947,0,-0.000243992,3.66,0.0560999,0.347118,0,0.249098,-0.249878,2.79E-05,-0.00928976,0.0003635
30221,0.101013,0,-0.00167194,3.67,0.0596061,0,0.350624,0.249098,-0.249164,2.79E-05,-0.000782043,0.0003635
30231,-0.18896,0,-0.00178936,3.68,0.0596061,0.350624,0,0.249098,-0.249105,2.79E-05,-8.23E-05,0.0003635
30240,0.461488,0,0.0156554,3.69,0.0596061,0,0,0.258625,-0.257828,2.79E-05,0.00950187,0.0003635
30251,0.558321,0,0.0170901,3.7,0.0596061,0,0,0.258625,-0.258545,2.79E-05,0.000953943,0.0003635
30261,0.308485,0,0.00399011,3.71,0.0631124,0,0.347118,0.251411,-0.251995,2.79E-05,-0.00696346,0.0003635
30271,-0.0850189,0,-0.0013237,3.72,0.0666186,0.350624,0.347118,0.249098,-0.249338,2.79E-05,-0.00285675,0.0003635
30281,0.23648,0,0.00247574,3.73,0.0666186,0,0,0.251411,-0.251238,2.79E-05,0.00205931,0.0003635
30290,-1.55503,0,-0.071829,3.74,0.0666186,0,0,0.210684,-0.214086,2.79E-05,-0.0405288,0.0003635
30301,-0.281683,0,-0.00755921,3.75,0.0666186,0,0,0.249098,-0.24622,2.79E-05,0.0342946,0.0003635
30311,-1.25658,0,-0.0696788,3.76,0.0560999,-0.701248,-1.04486,0.212308,-0.215161,2.79E-05,-0.0339877,0.0003635
30321,0.0691822,0,-0.00738239,3.77,0.0525936,-0.701248,-0.350624,0.249098,-0.246309,2.79E-05,0.033241,0.0003635
30330,0.255847,0,-0.00225902,3.78,0.0455811,-0.701248,-0.701248,0.249098,-0.24887,2.79E-05,0.00271578,0.0003635
30341,-0.212167,0,-0.00183764,3.79,0.0420749,0,-0.350624,0.249098,-0.249081,2.79E-05,0.000205323,0.0003635
30351,-0.218611,0,-0.00180301,3.8,0.0420749,0,0,0.249098,-0.249098,2.79E-05,-1.15E-06,0.0003635
30361,-0.225688,0,-0.00180015,3.81,0.0420749,0,0,0.249098,-0.2491,2.79E-05,-1.81E-05,0.0003635
30370,0.470819,0,0.0156545,3.82,0.0420749,-0.350624,0,0.258625,-0.257827,2.79E-05,0.00950716,0.0003635
30381,0.187587,0,-0.000364423,3.83,0.0385687,-0.347118,-0.347118,0.249098,-0.249818,2.79E-05,-0.0085723,0.0003635
30391,0.0246168,0,0.00255466,3.84,0.0385687,0,0,0.251411,-0.251277,2.79E-05,0.00158925,0.0003635
30401,-0.0621406,0,-0.00144178,3.85,0.0385687,0,0,0.249098,-0.249279,2.79E-05,-0.00215338,0.0003635
30411,0.0268792,0,0.00246602,3.86,0.0385687,0,0,0.251411,-0.251233,2.79E-05,0.00211716,0.0003635
30420,-1.39167,0,-0.0564525,3.87,0.0385687,0,0,0.219077,-0.221774,2.79E-05,-0.032131,0.0003635
30431,-0.399482,0,-0.00629461,3.88,0.0385687,0,0,0.249098,-0.246853,2.79E-05,0.0267601,0.0003635
30441,-1.3975,0,-0.0695748,3.89,0.0315562,-0.701248,-0.697742,0.212308,-0.215213,2.79E-05,-0.0346073,0.0003635
30451,-0.356946,0,-0.00737381,3.9,0.0280499,-0.347118,-0.350624,0.249098,-0.246313,2.79E-05,0.0331901,0.0003635
30460,0.486878,0,0.0151961,3.91,0.0210375,-0.697742,-0.701248,0.258625,-0.257598,2.79E-05,0.0122383,0.0003635
30471,0.405679,0,0.0170523,3.92,0.0175312,-0.350624,-0.350624,0.258625,-0.258526,2.79E-05,0.00117901,0.0003635
30481,-0.0353631,0,0.0172049,3.93,0.0175312,0.347118,0,0.258625,-0.258602,2.79E-05,0.000269473,0.0003635
30491,0.265427,0,0.0172175,3.94,0.0210375,0,0.350624,0.258625,-0.258609,2.79E-05,0.000194669,0.0003635
30500,0.61139,0,0.0172185,3.95,0.0210375,-0.347118,-0.347118,0.258625,-0.258609,2.79E-05,0.0001885,0.0003635
30511,0.44735,0,0.0172186,3.96,0.0175312,0,0,0.258625,-0.258609,2.79E-05,0.000188023,0.0003635
30521,0.626724,0,0.0218026,3.97,0.0175312,0,0,0.261127,-0.260901,2.79E-05,0.00268993,0.0003635
30531,0.611155,0,0.0175956,3.98,0.0210375,0,0.350624,0.258625,-0.258798,2.79E-05,-0.00205818,0.0003635
30541,0.111511,0,0.0172496,3.99,0.0245437,0.701248,0.347118,0.258625,-0.258625,2.79E-05,3.22E-06,0.0003635
30551,0.479096,0,0.0218052,4,0.0280499,0.350624,0.350624,0.261127,-0.260903,2.79E-05,0.00267473,0.0003635
30561,0.420422,0,0.0175958,4.01,0.0315562,0.347118,0.347118,0.258625,-0.258798,2.79E-05,-0.00205943,0.0003635
30571,-1.32299,0,-0.0552082,4.02,0.0350624,0.350624,0.350624,0.219077,-0.222396,2.79E-05,-0.0395446,0.0003635
30581,-0.399411,0,-0.0061923,4.03,0.0385687,0.350624,0.350624,0.249098,-0.246904,2.79E-05,0.0261504,0.0003635
30590,0.188908,0,-0.00216112,4.04,0.0350624,-0.350624,-0.350624,0.249098,-0.248919,2.79E-05,0.00213262,0.0003635
30601,0.231435,0,-0.00182959,4.05,0.0315562,-0.347118,-0.347118,0.249098,-0.249085,2.79E-05,0.000157356,0.0003635
