QGPIORecord, QRC v6.1.0, 16-12-2021 @ 13:29:30, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, eA, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
62431, 0, 0, 0, 0, 0.19635, 0, 0, 0.258625, -0.258625, 2.7945e-05, -1.19209e-07, 0.0003635
62441, 7.90001, 7.65313, 0.325875, 0.01, 0.19635, 0, 0, 0.258625, -0.258625, 2.7945e-05, 0, 0.0003635
62451, 9.00838, 8.76723, 0.318315, 0.02, 0.19635, 0, 0, 0.256173, -0.256105, 2.7945e-05, 0.000806361, 0.0003635
62460, 6.49715, 6.66194, 0.324439, 0.03, 0.241931, 4.90173, 4.53006, 0.258625, -0.258146, 2.7945e-05, 0.00570324, 0.0003635
62471, 2.92973, 3.26118, 0.324938, 0.04, 0.340105, 10.1821, 9.828, 0.258625, -0.258313, 2.7945e-05, 0.00372303, 0.0003635
62481, 1.50397, 1.94123, 0.324979, 0.05, 0.452305, 11.9107, 11.5355, 0.258625, -0.258326, 2.7945e-05, 0.00356182, 0.0003635
62491, 2.26849, 3.24151, 0.2988, 0.06, 0.539961, 9.82449, 8.77963, 0.249098, -0.2496, 2.7945e-05, -0.00597797, 0.0003635
62500, 5.20723, 6.22193, 0.296669, 0.07, 0.592555, 5.96061, 4.91575, 0.249098, -0.24889, 2.7945e-05, 0.00248632, 0.0003635
62511, 7.29348, 8.12845, 0.296496, 0.08, 0.624111, 3.84284, 3.13809, 0.249098, -0.248832, 2.7945e-05, 0.00317533, 0.0003635
62521, 6.98372, 6.84377, 0.302836, 0.09, 0.683717, 5.26287, 5.97464, 0.251411, -0.250945, 2.7945e-05, 0.00554372, 0.0003635
62531, 4.68132, 4.54981, 0.290764, 0.1, 0.774879, 8.41498, 9.10922, 0.24683, -0.246921, 2.7945e-05, -0.00108694, 0.0003635
62541, 2.90254, 3.27546, 0.296015, 0.11, 0.883573, 10.8623, 10.8623, 0.249098, -0.248672, 2.7945e-05, 0.00508468, 0.0003635
62551, 2.93468, 4.11406, 0.296443, 0.12, 0.974735, 10.5257, 9.47387, 0.249098, -0.248814, 2.7945e-05, 0.00338686, 0.0003635
62561, 5.26666, 5.95826, 0.296477, 0.13, 1.04837, 7.3596, 7.01248, 0.249098, -0.248826, 2.7945e-05, 0.00324865, 0.0003635
62571, 6.00792, 6.1958, 0.272238, 0.14, 1.11148, 5.96412, 6.30422, 0.240277, -0.240746, 2.7945e-05, -0.0055836, 0.0003635
62581, 4.71915, 4.9013, 0.264482, 0.15, 1.18862, 7.71373, 8.06786, 0.238173, -0.238161, 2.7945e-05, 0.000149712, 0.0003635
62590, 4.0503, 4.21913, 0.269633, 0.16, 1.27978, 8.75509, 9.09519, 0.240277, -0.239878, 2.7945e-05, 0.00476147, 0.0003635
62601, 3.71321, 3.82667, 0.247542, 0.17, 1.37094, 8.41147, 8.77612, 0.232086, -0.232514, 2.7945e-05, -0.00509501, 0.0003635
62611, 3.54495, 3.89758, 0.245744, 0.18, 1.45158, 8.41849, 8.41498, 0.232086, -0.231915, 2.7945e-05, 0.00204785, 0.0003635
62621, 4.13048, 4.72216, 0.251073, 0.19, 1.52872, 7.68919, 7.34908, 0.234079, -0.233691, 2.7945e-05, 0.00462168, 0.0003635
62630, 3.61204, 3.72604, 0.220057, 0.2, 1.60586, 7.38415, 7.73828, 0.222635, -0.223352, 2.7945e-05, -0.00854491, 0.0003635
62641, 3.82041, 3.34606, 0.243506, 0.21, 1.69001, 7.71724, 8.75859, 0.232086, -0.231169, 2.7945e-05, 0.0109346, 0.0003635
62651, 0.45151, 0.74374, 0.117009, 0.22, 1.77416, 8.03981, 8.05033, 0.185364, -0.189003, 2.7945e-05, -0.0433703, 0.0003635
62661, 1.16371, 1.96556, 0.171908, 0.23, 1.84779, 8.07838, 7.37713, 0.209086, -0.207303, 2.7945e-05, 0.0212533, 0.0003635
62671, 2.87149, 3.1565, 0.176377, 0.24, 1.90389, 5.60999, 5.60999, 0.209086, -0.208792, 2.7945e-05, 0.00350267, 0.0003635
62681, 3.68712, 3.67382, 0.176741, 0.25, 1.95298, 4.55811, 4.90874, 0.209086, -0.208914, 2.7945e-05, 0.00205772, 0.0003635
62691, 3.23678, 2.65149, 0.17677, 0.26, 2.01609, 5.25235, 6.30422, 0.209086, -0.208923, 2.7945e-05, 0.0019401, 0.0003635
62701, 1.82468, 1.96699, 0.164009, 0.27, 2.08271, 6.64783, 6.64082, 0.204442, -0.20467, 2.7945e-05, -0.00271374, 0.0003635
