QGPIORecord, QRC v6.1.0, 16-12-2021 @ 20:43:09, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, eA, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
18031, 0, 0, 0, 0, -3.16263, 0, 0, 0.249098, -0.249099, 3.02058e-05, -2.2456e-05, 0.00311121
18040, 5.89894, 5.7146, 0.243331, 0.01, -3.16263, 0, 0, 0.251411, -0.251388, 3.02058e-05, 0.00231206, 0.00311121
18051, 6.73012, 6.54994, 0.237833, 0.02, -3.16263, 0, 0, 0.249098, -0.249097, 3.02058e-05, 0.000143707, 0.00311121
18061, 4.74147, 4.9355, 0.23239, 0.03, -3.13107, 3.49923, 3.13458, 0.24683, -0.246829, 3.02058e-05, 0.00011149, 0.00311121
18071, 2.65287, 3.23793, 0.266314, 0.04, -3.06095, 7.71724, 7.01248, 0.261127, -0.260964, 3.02058e-05, 0.0166219, 0.00311121
18081, 1.1696, 1.89192, 0.238053, 0.05, -2.98031, 8.77262, 8.07137, 0.249098, -0.249189, 3.02058e-05, -0.00920253, 0.00311121
18091, 0.265682, 1.10432, 0.162316, 0.06, -2.91719, 7.35259, 6.64783, 0.217343, -0.217632, 3.02058e-05, -0.0294653, 0.00311121
18101, 3.99201, 4.79372, 0.237058, 0.07, -2.87512, 4.56162, 3.86037, 0.249098, -0.248774, 3.02058e-05, 0.0330899, 0.00311121
18111, 6.60191, 6.61473, 0.237773, 0.08, -2.85408, 1.74961, 2.09323, 0.249098, -0.249072, 3.02058e-05, 0.00269502, 0.00311121
18121, 5.62426, 5.63139, 0.23778, 0.09, -2.81551, 3.86388, 4.22502, 0.249098, -0.249075, 3.02058e-05, 0.00240415, 0.00311121
18130, 3.41458, 4.00609, 0.232389, 0.1, -2.74539, 7.00898, 6.66186, 0.24683, -0.246829, 3.02058e-05, 0.000133112, 0.00311121
18141, 2.14584, 2.83069, 0.237728, 0.11, -2.66474, 8.7621, 8.40446, 0.249098, -0.249053, 3.02058e-05, 0.00459346, 0.00311121
18151, 2.22657, 3.48191, 0.237779, 0.12, -2.58761, 8.40797, 7.36311, 0.249098, -0.249075, 3.02058e-05, 0.00242232, 0.00311121
18161, 3.23568, 4.32493, 0.216817, 0.13, -2.53151, 6.31474, 5.61349, 0.240277, -0.24034, 3.02058e-05, -0.00641946, 0.00311121
18170, 4.79022, 4.83944, 0.22171, 0.14, -2.48242, 4.56162, 5.25936, 0.242421, -0.242379, 3.02058e-05, 0.00424865, 0.00311121
18181, 4.27618, 4.5226, 0.211663, 0.15, -2.42281, 5.25235, 5.60999, 0.238173, -0.238193, 3.02058e-05, -0.00198875, 0.00311121
18191, 3.41941, 3.92774, 0.216567, 0.16, -2.35619, 6.66186, 6.66186, 0.240277, -0.240236, 3.02058e-05, 0.0042012, 0.00311121
18201, 1.05241, 1.63974, 0.142489, 0.17, -2.28607, 7.3596, 7.35259, 0.209086, -0.20937, 3.02058e-05, -0.0289842, 0.00311121
18211, 2.52063, 3.03698, 0.196439, 0.18, -2.21594, 6.66186, 6.67238, 0.232086, -0.23185, 3.02058e-05, 0.0241409, 0.00311121
18221, 3.84289, 3.77832, 0.196956, 0.19, -2.16335, 4.90874, 5.60999, 0.232086, -0.232065, 3.02058e-05, 0.0022011, 0.00311121
18231, 3.70952, 4.37693, 0.196961, 0.2, -2.11076, 5.24884, 4.89822, 0.232086, -0.232067, 3.02058e-05, 0.00199114, 0.00311121
18241, 2.50598, 2.99079, 0.178838, 0.21, -2.04765, 6.32175, 6.31825, 0.22446, -0.224516, 3.02058e-05, -0.00563693, 0.00311121
18251, 1.83676, 2.06208, 0.178664, 0.22, -1.97401, 7.00547, 7.3596, 0.22446, -0.224443, 3.02058e-05, 0.00173311, 0.00311121
18260, 2.18676, 2.0793, 0.178663, 0.23, -1.90389, 6.30773, 7.00898, 0.22446, -0.224443, 3.02058e-05, 0.00180364, 0.00311121
18271, 2.91416, 2.96033, 0.178663, 0.24, -1.84779, 5.25235, 5.60297, 0.22446, -0.224443, 3.02058e-05, 0.00180431, 0.00311121
18281, 2.51684, 3.34814, 0.161748, 0.25, -1.80221, 5.26287, 4.55811, 0.217343, -0.217395, 3.02058e-05, -0.00531334, 0.00311121
18291, 2.36736, 3.01687, 0.157532, 0.26, -1.75312, 5.26287, 4.91575, 0.215637, -0.215638, 3.02058e-05, -0.000140503, 0.00311121
18300, 2.12859, 2.28822, 0.161545, 0.27, -1.69351, 5.60297, 5.9536, 0.217343, -0.217311, 3.02058e-05, 0.00327983, 0.00311121
18311, 2.20875, 1.77365, 0.14576, 0.28, -1.63391, 4.90874, 5.96061, 0.210684, -0.210733, 3.02058e-05, -0.00501083, 0.00311121
18321, 1.771, 1.75346, 0.141812, 0.29, -1.57781, 5.25586, 5.60648, 0.209086, -0.209088, 3.02058e-05, -0.000189558, 0.00311121
18331, 2.01447, 2.75474, 0.145571, 0.3, -1.53573, 4.90874, 4.20749, 0.210684, -0.210655, 3.02058e-05, 0.00301428, 0.00311121
18341, 2.41921, 2.96478, 0.14181, 0.31, -1.49717, 4.20749, 3.85687, 0.209086, -0.209087, 3.02058e-05, -0.000112772, 0.00311121
18351, 2.52775, 2.5727, 0.145571, 0.32, -1.45509, 4.20048, 4.5511, 0.210684, -0.210655, 3.02058e-05, 0.00301503, 0.00311121
