QGPIORecord, QRC v6.1.0, 16-12-2021 @ 00:12:01, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, eA, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
20451, 0, 0, 0, 0, -3.07147, 0, 0, 0.249098, -0.246411, 2.90179e-06, 0.00296982, 3.37118e-05
20461, 4.68687, 4.54041, 0.193333, 0.01, -3.07147, 0, 0, 0.249098, -0.246667, 2.90179e-06, 0.00268732, 3.37118e-05
20470, 5.37957, 5.2354, 0.190297, 0.02, -3.07147, 0, 0, 0.249098, -0.245149, 2.90179e-06, 0.00436503, 3.37118e-05
20481, 4.10507, 3.76616, 0.187605, 0.03, -3.04342, 2.45437, 2.78746, 0.249098, -0.243802, 2.90179e-06, 0.00585277, 3.37118e-05
20491, 1.95368, 1.63804, 0.185217, 0.04, -2.98381, 5.59947, 5.95009, 0.249098, -0.242609, 2.90179e-06, 0.00717206, 3.37118e-05
20501, 1.05416, 0.989844, 0.1831, 0.05, -2.91719, 6.66186, 6.66537, 0.249098, -0.24155, 2.90179e-06, 0.008342, 3.37118e-05
20511, 2.55442, 2.44365, 0.181222, 0.06, -2.87161, 4.5476, 4.54409, 0.249098, -0.240611, 2.90179e-06, 0.00937946, 3.37118e-05
20520, 4.30651, 4.13986, 0.179557, 0.07, -2.84707, 2.46138, 2.46489, 0.249098, -0.239779, 2.90179e-06, 0.0102995, 3.37118e-05
20531, 4.39118, 4.23633, 0.178081, 0.08, -2.81902, 2.79798, 2.79798, 0.249098, -0.23904, 2.90179e-06, 0.0111153, 3.37118e-05
20541, 3.86007, 3.46342, 0.177211, 0.09, -2.77694, 3.86037, 4.20749, 0.251411, -0.238606, 2.90179e-06, 0.0141511, 3.37118e-05
20551, 2.6369, 2.77728, 0.176001, 0.1, -2.72435, 5.59947, 5.25235, 0.249098, -0.238, 2.90179e-06, 0.0122648, 3.37118e-05
20560, 2.29501, 2.4931, 0.175367, 0.11, -2.67176, 5.96412, 5.61349, 0.251411, -0.237683, 2.90179e-06, 0.0151704, 3.37118e-05
20571, 2.7495, 3.24562, 0.174365, 0.12, -2.62267, 5.25936, 4.56162, 0.249098, -0.237182, 2.90179e-06, 0.0131687, 3.37118e-05
