QGPIORecord, QRC v6.1.0, x86_64, Windows 10 Version 2009,, 22-12-2021 @ 11:14:12, 10.0.19042,,,,,,
Time, trajectoryV, P11, P12, P13, P22, P23, P33, x1, x2, x3, y1, y2
130905,0.550975,1.01E-05,0,4.33E-05,2.32E-05,0,0.000386342,0.230777,0.436639,0.759817,0.210361,0.414575
130915,0.528017,1.01E-05,0,4.33E-05,2.32E-05,0,0.000386342,0.246741,0.441919,0.729542,0.227251,0.420591
130924,0.505058,1.01E-05,0,4.33E-05,2.32E-05,0,0.000386342,0.262767,0.446969,0.699707,0.244141,0.426492
130934,0.4821,1.01E-05,0,4.33E-05,2.33E-05,0,0.000386342,0.277781,0.45179,0.666845,0.259496,0.432162
130945,0.459142,1.01E-05,0,4.33E-05,2.33E-05,0,0.000386342,0.293311,0.456382,0.636575,0.276386,0.437716
130954,0.436184,1.01E-05,0,4.33E-05,2.33E-05,0,0.000386342,0.309204,0.460743,0.607728,0.293277,0.442691
130964,0.413225,1.01E-05,0,4.33E-05,2.33E-05,0,0.000386342,0.324256,0.464876,0.576156,0.308632,0.447551
130974,0.390267,1.01E-05,0,4.33E-05,2.34E-05,0,0.000386342,0.337768,0.468778,0.540438,0.322451,0.452179
130984,0.367309,1.01E-05,0,4.33E-05,2.34E-05,0,0.000386342,0.35048,0.472451,0.504059,0.33627,0.456692
130994,0.344351,1.01E-05,0,4.33E-05,2.34E-05,0,0.000386342,0.361828,0.475895,0.465507,0.348554,0.461088
131004,0.321392,1.01E-05,0,4.33E-05,2.35E-05,0,0.000386342,0.372588,0.479109,0.427866,0.360838,0.465022
131014,0.298434,1.01E-05,0,4.33E-05,2.35E-05,0,0.000386342,0.382173,0.482093,0.389146,0.371586,0.468725
131024,0.275476,1.01E-05,0,4.33E-05,2.35E-05,0,0.000386342,0.389182,0.484848,0.345354,0.379264,0.472312
131034,0.252518,1.01E-05,0,4.33E-05,2.35E-05,0,0.000386342,0.396066,0.487373,0.305646,0.388477,0.475783
131044,0.229559,1.01E-05,0,4.33E-05,2.36E-05,0,0.000386342,0.401105,0.489669,0.263657,0.394618,0.478907
131054,0.206601,1.01E-05,0,4.33E-05,2.36E-05,0,0.000386342,0.405398,0.491735,0.223562,0.40076,0.4818
131064,0.183666,1.01E-05,0,4.33E-05,2.36E-05,0,0.000386342,0.407479,0.493571,0.180401,0.403831,0.484345
131074,0.160708,1.01E-05,0,4.33E-05,2.36E-05,0,0.000386342,0.408643,0.495179,0.139177,0.406902,0.486775
131084,0.137749,1.01E-05,0,4.33E-05,2.37E-05,0,0.000386342,0.408614,0.496556,0.0986448,0.408438,0.488973
131094,0.114791,1.01E-05,0,4.33E-05,2.37E-05,0,0.000386342,0.408275,0.497704,0.0615038,0.409973,0.49094
131104,0.091833,1.01E-05,0,4.33E-05,2.37E-05,0,0.000386342,0.405979,0.498622,0.0218047,0.408438,0.492676
131115,0.0688747,1.01E-05,0,4.33E-05,2.38E-05,0,0.000386342,0.401815,0.499311,-0.0193476,0.405367,0.49418
131124,0.0459165,1.01E-05,0,4.33E-05,2.38E-05,0,0.000386342,0.395899,0.49977,-0.0610507,0.40076,0.495453
131134,0.0229582,1.01E-05,0,4.33E-05,2.38E-05,0,0.000386342,0.389403,0.5,-0.099337,0.396154,0.496494
131144,0,1.01E-05,0,4.33E-05,2.38E-05,0,0.000386342,0.38087,0.5,-0.139545,0.388477,0.497304
131153,0,1.01E-05,0,4.33E-05,2.39E-05,0,0.000386342,0.369737,0.5,-0.177061,0.380799,0.497883
131164,-0.0229582,1.01E-05,0,4.33E-05,2.39E-05,0,0.000386342,0.35878,0.49977,-0.209327,0.371586,0.49823
131174,-0.0459165,1.01E-05,0,4.33E-05,2.39E-05,0,0.000386342,0.348295,0.499311,-0.236742,0.362373,0.498577
131184,-0.0688747,1.01E-05,0,4.33E-05,2.40E-05,0,0.000386342,0.336207,0.498622,-0.267023,0.35009,0.498693
131194,-0.091833,1.01E-05,0,4.33E-05,2.40E-05,0,0.000386342,0.323402,0.497704,-0.296543,0.337806,0.498577
131204,-0.114791,1.01E-05,0,4.33E-05,2.40E-05,0,0.000386342,0.308306,0.496556,-0.330328,0.322451,0.498346
131214,-0.137749,1.01E-05,0,4.33E-05,2.40E-05,0,0.000386342,0.29217,0.495179,-0.363192,0.307096,0.497883
131224,-0.160708,1.01E-05,0,4.33E-05,2.41E-05,0,0.000386342,0.274724,0.493571,-0.396108,0.290206,0.497189
131234,-0.183666,1.01E-05,0,4.33E-05,2.41E-05,0,0.000386342,0.255807,0.491735,-0.429434,0.27178,0.496379
131244,-0.206601,1.01E-05,0,4.33E-05,2.41E-05,0,0.000386342,0.237471,0.489669,-0.456514,0.25489,0.495222
131254,-0.229559,1.01E-05,0,4.33E-05,2.42E-05,0,0.000386342,0.219811,0.487373,-0.478666,0.237999,0.493949
131264,-0.252518,1.01E-05,0,4.33E-05,2.42E-05,0,0.000386342,0.20275,0.484848,-0.497418,0.221109,0.492329
131274,-0.275476,1.01E-05,0,4.33E-05,2.42E-05,0,0.000386342,0.186141,0.482093,-0.514126,0.204219,0.490478
131284,-0.298434,1.01E-05,0,4.33E-05,2.42E-05,0,0.000386342,0.169833,0.479109,-0.529814,0.187329,0.488395
131294,-0.321392,1.01E-05,0,4.33E-05,2.43E-05,0,0.000386342,0.153699,0.475895,-0.545164,0.170438,0.486081
131304,-0.344351,1.01E-05,0,4.33E-05,2.43E-05,0,0.000386342,0.13871,0.472451,-0.557243,0.155084,0.483535
131314,-0.367309,1.01E-05,0,4.33E-05,2.43E-05,0,0.000386342,0.124331,0.468778,-0.568643,0.139729,0.480758
131324,-0.390267,1.01E-05,0,4.33E-05,2.43E-05,0,0.000386342,0.111258,0.464876,-0.577421,0.125909,0.47775
131334,-0.413225,1.01E-05,0,4.33E-05,2.44E-05,0,0.000386342,0.0987939,0.460743,-0.586534,0.11209,0.47451
131344,-0.436184,1.01E-05,0,4.33E-05,2.44E-05,0,0.000386342,0.0886202,0.456382,-0.590708,0.101342,0.471039
131354,-0.459142,1.01E-05,0,4.33E-05,2.44E-05,0,0.000386342,0.0795397,0.45179,-0.595128,0.0905933,0.467336
131364,-0.4821,1.01E-05,0,4.33E-05,2.45E-05,0,0.000386342,0.0718397,0.446969,-0.598944,0.0813805,0.463402
131375,-0.505058,1.01E-05,0,4.33E-05,2.45E-05,0,0.000386342,0.0656759,0.441919,-0.601956,0.0737031,0.459237
131384,-0.528017,1.01E-05,0,4.33E-05,2.45E-05,0,0.000386342,0.0611115,0.436639,-0.604316,0.0675611,0.45484
131394,-0.550975,1.01E-05,0,4.33E-05,2.45E-05,0,0.000386342,0.0581541,0.431129,-0.606319,0.0629547,0.450096
131404,-0.57391,1.01E-05,0,4.33E-05,2.46E-05,0,0.000386342,0.0557147,0.42539,-0.611603,0.0583483,0.445237
131415,-0.596868,1.01E-05,0,4.33E-05,2.46E-05,0,0.000386342,0.0553065,0.419421,-0.61469,0.0568128,0.440146
131424,-0.619826,1.01E-05,0,4.33E-05,2.46E-05,0,0.000386342,0.0567599,0.413223,-0.616854,0.0568128,0.434823
131434,-0.642785,1.01E-05,0,4.33E-05,2.47E-05,0,0.000386342,0.0588562,0.406795,-0.622307,0.0568128,0.429269
131444,-0.665743,1.01E-05,0,4.33E-05,2.47E-05,0,0.000386342,0.0630194,0.400137,-0.625856,0.0598837,0.423368
131454,-0.688701,1.01E-05,0,4.33E-05,2.47E-05,0,0.000386342,0.0679662,0.39325,-0.632178,0.0629547,0.417351
131465,-0.711659,1.01E-05,0,4.33E-05,2.47E-05,0,0.000386342,0.0739981,0.386134,-0.639723,0.0675611,0.411103
131474,-0.734618,1.01E-05,0,4.33E-05,2.48E-05,0,0.000386342,0.0802649,0.378788,-0.650947,0.0721676,0.40474
131484,-0.757576,1.01E-05,0,4.33E-05,2.48E-05,0,0.000386342,0.087377,0.371212,-0.663055,0.0783095,0.397913
131494,-0.757576,1.01E-05,0,4.33E-05,2.48E-05,0,0.000386342,0.0939197,0.363636,-0.674638,0.0859869,0.390971
131505,-0.757576,1.01E-05,0,4.33E-05,2.48E-05,0,0.000386342,0.101396,0.35606,-0.681079,0.0951998,0.383681
131514,-0.757576,1.01E-05,0,4.33E-05,2.49E-05,0,0.000386342,0.109566,0.348485,-0.684492,0.104413,0.376276
131524,-0.757576,1.01E-05,0,4.33E-05,2.49E-05,0,0.000386342,0.118189,0.340909,-0.686448,0.113626,0.368871
131534,-0.757576,1.01E-05,0,4.33E-05,2.49E-05,0,0.000386342,0.128131,0.333333,-0.684646,0.124374,0.361581
131545,-0.757576,1.01E-05,0,4.33E-05,2.50E-05,0,0.000386342,0.138776,0.325757,-0.682074,0.135122,0.354176
131554,-0.757576,1.01E-05,0,4.33E-05,2.50E-05,0,0.000386342,0.148632,0.318182,-0.683649,0.144335,0.346539
131564,-0.757576,1.01E-05,0,4.33E-05,2.50E-05,0,0.000386342,0.15685,0.310606,-0.690907,0.152013,0.338787
131574,-0.757576,1.01E-05,0,4.33E-05,2.50E-05,0,0.000386342,0.164117,0.30303,-0.700143,0.15969,0.331266
131585,-0.757576,1.01E-05,0,4.33E-05,2.51E-05,0,0.000386342,0.169869,0.295454,-0.712528,0.165832,0.323745
131595,-0.757576,1.01E-05,0,4.33E-05,2.51E-05,0,0.000386342,0.174908,0.287879,-0.724634,0.171974,0.316224
131604,-0.757576,1.01E-05,0,4.33E-05,2.51E-05,0,0.000386342,0.177619,0.280303,-0.741496,0.175045,0.308704
131614,-0.757576,1.01E-05,0,4.33E-05,2.52E-05,0,0.000386342,0.179241,0.272727,-0.757845,0.178116,0.300951
131624,-0.757576,1.01E-05,0,4.33E-05,2.52E-05,0,0.000386342,0.178439,0.265151,-0.777866,0.178116,0.293315
131635,-0.757576,1.01E-05,0,4.33E-05,2.52E-05,0,0.000386342,0.175537,0.257576,-0.799396,0.17658,0.285562
131644,-0.757576,1.01E-05,0,4.33E-05,2.52E-05,0,0.000386342,0.171874,0.25,-0.817682,0.175045,0.278041
131654,-0.757576,1.01E-05,0,4.33E-05,2.53E-05,0,0.000386342,0.167169,0.242424,-0.834326,0.171974,0.270405
131664,-0.757576,1.01E-05,0,4.33E-05,2.53E-05,0,0.000386342,0.161211,0.234848,-0.850296,0.167367,0.262884
131675,-0.757576,1.01E-05,0,4.33E-05,2.53E-05,0,0.000386342,0.153856,0.227273,-0.866079,0.161225,0.255247
131684,-0.757576,1.01E-05,0,4.33E-05,2.54E-05,0,0.000386342,0.145024,0.219697,-0.881839,0.153548,0.247611
131694,-0.757576,1.01E-05,0,4.33E-05,2.54E-05,0,0.000386342,0.135742,0.212121,-0.894233,0.145871,0.24009
131704,-0.757576,1.01E-05,0,4.33E-05,2.54E-05,0,0.000386342,0.125523,0.204545,-0.905565,0.136658,0.232685
131715,-0.757576,1.01E-05,0,4.33E-05,2.54E-05,0,0.000386342,0.115102,0.19697,-0.913717,0.127445,0.225048
131724,-0.757576,1.01E-05,0,4.33E-05,2.55E-05,0,0.000386342,0.103807,0.189394,-0.921556,0.116697,0.217527
131734,-0.757576,1.01E-05,0,4.33E-05,2.55E-05,0,0.000386342,0.0912027,0.181818,-0.930427,0.104413,0.209775
131744,-0.757576,1.01E-05,0,4.33E-05,2.55E-05,0,0.000386342,0.0770505,0.174242,-0.940694,0.0905933,0.202138
131755,-0.757576,1.01E-05,0,4.33E-05,2.55E-05,0,0.000386342,0.0633796,0.166667,-0.945526,0.0783095,0.194617
131765,-0.757576,1.01E-05,0,4.33E-05,2.56E-05,0,0.000386342,0.0502877,0.159091,-0.946013,0.0660257,0.186981
131774,-0.757576,1.01E-05,0,4.33E-05,2.56E-05,0,0.000386342,0.0366522,0.151515,-0.946791,0.0522063,0.17946
131784,-0.757576,1.01E-05,0,4.33E-05,2.56E-05,0,0.000386342,0.0228273,0.143939,-0.946629,0.038387,0.171823
131794,-0.757576,1.01E-05,0,4.33E-05,2.57E-05,0,0.000386342,0.00795341,0.136364,-0.948424,0.0230322,0.164187
131805,-0.757576,1.01E-05,0,4.33E-05,2.57E-05,0,0.000386342,-0.00633115,0.128788,-0.946477,0.00921288,0.15655
131814,-0.757576,1.01E-05,0,4.33E-05,2.57E-05,0,0.000386342,-0.0212039,0.121212,-0.945446,-0.00614192,0.148914
131824,-0.734618,1.01E-05,0,4.33E-05,2.57E-05,0,0.000386342,-0.0370871,0.113866,-0.940675,-0.0199612,0.141393
131834,-0.711659,1.01E-05,0,4.33E-05,2.58E-05,0,0.000386342,-0.0529823,0.106749,-0.929875,-0.0337806,0.133872
131845,-0.688701,1.01E-05,0,4.33E-05,2.58E-05,0,0.000386342,-0.0684025,0.0998624,-0.91302,-0.0475999,0.126351
131854,-0.665743,1.01E-05,0,4.33E-05,2.58E-05,0,0.000386342,-0.0821305,0.0932049,-0.88786,-0.0598837,0.118946
131864,-0.642785,1.01E-05,0,4.33E-05,2.59E-05,0,0.000386342,-0.095747,0.0867771,-0.86155,-0.0737031,0.111888
131874,-0.619826,1.01E-05,0,4.33E-05,2.59E-05,0,0.000386342,-0.108172,0.0805788,-0.831019,-0.0859869,0.105061
131885,-0.596868,1.01E-05,0,4.33E-05,2.59E-05,0,0.000386342,-0.120964,0.0746101,-0.802288,-0.0998062,0.0983501
131894,-0.57391,1.01E-05,0,4.33E-05,2.59E-05,0,0.000386342,-0.13401,0.068871,-0.774528,-0.113626,0.0918705
131904,-0.550975,1.01E-05,0,4.33E-05,2.60E-05,0,0.000386342,-0.148275,0.0633613,-0.750489,-0.12898,0.0856224
131914,-0.528017,1.01E-05,0,4.33E-05,2.60E-05,0,0.000386342,-0.163211,0.0580811,-0.727409,-0.144335,0.0796057
131924,-0.505058,1.01E-05,0,4.33E-05,2.60E-05,0,0.000386342,-0.177362,0.0530305,-0.700446,-0.158154,0.0738204
131935,-0.4821,1.01E-05,0,4.33E-05,2.60E-05,0,0.000386342,-0.192031,0.0482095,-0.674702,-0.173509,0.0682665
131944,-0.459142,1.01E-05,0,4.33E-05,2.61E-05,0,0.000386342,-0.206954,0.0436181,-0.649005,-0.188864,0.0628283
131954,-0.436184,1.01E-05,0,4.33E-05,2.61E-05,0,0.000386342,-0.22196,0.0392563,-0.622779,-0.204219,0.0577373
131964,-0.413225,1.01E-05,0,4.33E-05,2.61E-05,0,0.000386342,-0.235882,0.035124,-0.592511,-0.218038,0.0528776
131975,-0.390267,1.01E-05,0,4.33E-05,2.62E-05,0,0.000386342,-0.250218,0.0312214,-0.56398,-0.233393,0.0482494
131984,-0.367309,1.01E-05,0,4.33E-05,2.62E-05,0,0.000386342,-0.263753,0.0275483,-0.532923,-0.247212,0.0436212
131994,-0.344351,1.01E-05,0,4.33E-05,2.62E-05,0,0.000386342,-0.276842,0.0241048,-0.501154,-0.261032,0.0394557
132004,-0.321392,1.01E-05,0,4.33E-05,2.62E-05,0,0.000386342,-0.288673,0.0208909,-0.466358,-0.273316,0.0356374
132015,-0.298434,1.01E-05,0,4.33E-05,2.63E-05,0,0.000386342,-0.299877,0.0179065,-0.431383,-0.285599,0.0319348
132024,-0.275476,1.01E-05,0,4.33E-05,2.63E-05,0,0.000386342,-0.309811,0.0151518,-0.394321,-0.296348,0.0282323
132034,-0.252518,1.01E-05,0,4.33E-05,2.63E-05,0,0.000386342,-0.31919,0.0126266,-0.358048,-0.307096,0.0247611
132044,-0.229559,1.01E-05,0,4.33E-05,2.64E-05,0,0.000386342,-0.32633,0.010331,-0.317171,-0.314773,0.021637
132055,-0.206601,1.01E-05,0,4.33E-05,2.64E-05,0,0.000386342,-0.33242,0.00826498,-0.276756,-0.322451,0.0187444
132064,-0.183666,1.01E-05,0,4.33E-05,2.64E-05,0,0.000386342,-0.338223,0.00642832,-0.239183,-0.330128,0.0163145
132074,-0.160708,1.01E-05,0,4.33E-05,2.64E-05,0,0.000386342,-0.342035,0.00482124,-0.198447,-0.334735,0.0140004
132084,-0.137749,1.01E-05,0,4.33E-05,2.65E-05,0,0.000386342,-0.344986,0.00344375,-0.159059,-0.339341,0.0116863
132094,-0.114791,1.01E-05,0,4.33E-05,2.65E-05,0,0.000386342,-0.347781,0.00229584,-0.122966,-0.343948,0.00948789
132104,-0.091833,1.01E-05,0,4.33E-05,2.65E-05,0,0.000386342,-0.348659,0.00137751,-0.0838711,-0.345483,0.0077523
132114,-0.0688747,1.01E-05,0,4.33E-05,2.65E-05,0,0.000386342,-0.347646,0.000688759,-0.0427892,-0.345483,0.00624812
132124,-0.0459165,1.01E-05,0,4.33E-05,2.66E-05,0,0.000386342,-0.345896,0.000229594,-0.00400111,-0.345483,0.00520677
132134,-0.0229582,1.01E-05,0,4.33E-05,2.66E-05,0,0.000386342,-0.344104,1.16E-08,0.0308263,-0.345483,0.00416542
132144,0,1.01E-05,0,4.33E-05,2.66E-05,0,0.000386342,-0.340481,1.16E-08,0.0682466,-0.342412,0.00335547
132154,0,1.01E-05,0,4.33E-05,2.67E-05,0,0.000386342,-0.334269,1.16E-08,0.104117,-0.339341,0.00266124
132164,0,1.01E-05,0,4.33E-05,2.67E-05,0,0.000386342,-0.326323,1.16E-08,0.1359,-0.334735,0.00231412
132174,0,1.01E-05,0,4.33E-05,2.67E-05,0,0.000386342,-0.31817,1.16E-08,0.15967,-0.330128,0.001967
132184,0,1.01E-05,0,4.33E-05,2.67E-05,0,0.000386342,-0.309525,1.16E-08,0.178285,-0.323986,0.00173559
132194,0,1.01E-05,0,4.33E-05,2.68E-05,0,0.000386342,-0.301138,1.16E-08,0.19063,-0.317844,0.00138847
132204,0,1.01E-05,0,4.33E-05,2.68E-05,0,0.000386342,-0.292264,1.16E-08,0.200618,-0.310167,0.00104135
132214,0,1.01E-05,0,4.33E-05,2.68E-05,0,0.000386342,-0.282361,1.16E-08,0.210467,-0.300954,0.000809942
132224,0,1.01E-05,0,4.33E-05,2.69E-05,0,0.000386342,-0.272155,1.16E-08,0.21785,-0.291741,0.000694236
132234,0,1.01E-05,0,4.33E-05,2.69E-05,0,0.000386342,-0.25992,1.16E-08,0.228732,-0.279457,0.000694236
132244,0,1.01E-05,0,4.33E-05,2.69E-05,0,0.000386342,-0.246787,1.16E-08,0.238521,-0.267174,0.00057853
132254,0,1.01E-05,0,4.33E-05,2.69E-05,0,0.000386342,-0.231334,1.16E-08,0.251832,-0.251819,0.00057853
132263,0,1.01E-05,0,4.33E-05,2.70E-05,0,0.000386342,-0.212761,1.16E-08,0.270067,-0.233393,0.00057853
132274,0,1.01E-05,0,4.33E-05,2.70E-05,0,0.000386342,-0.192841,1.16E-08,0.28616,-0.214967,0.00057853
132284,0,1.01E-05,0,4.33E-05,2.70E-05,0,0.000386342,-0.171615,1.16E-08,0.300389,-0.195006,0.00057853
132294,0,1.01E-05,0,4.33E-05,2.71E-05,0,0.000386342,-0.14907,1.16E-08,0.313121,-0.173509,0.000694236
132303,0,1.01E-05,0,4.33E-05,2.71E-05,0,0.000386342,-0.12411,1.16E-08,0.328024,-0.148942,0.000694236
132314,0,1.01E-05,0,4.33E-05,2.71E-05,0,0.000386342,-0.0993047,1.16E-08,0.336303,-0.125909,0.000694236
132324,0,1.01E-05,0,4.33E-05,2.71E-05,0,0.000386342,-0.0729409,1.16E-08,0.344958,-0.0998062,0.000694236
132334,0,1.01E-05,0,4.33E-05,2.72E-05,0,0.000386342,-0.0460705,1.16E-08,0.350463,-0.0737031,0.000694236
132343,0,1.01E-05,0,4.33E-05,2.72E-05,0,0.000386342,-0.0182297,1.16E-08,0.354996,-0.0460644,0.000694236
132354,0,1.01E-05,0,4.33E-05,2.72E-05,0,0.000386342,0.00876513,1.16E-08,0.353034,-0.0199612,0.000694236
132364,0,1.01E-05,0,4.33E-05,2.72E-05,0,0.000386342,0.0349852,1.16E-08,0.346493,0.00614192,0.000694236
132374,0,1.01E-05,0,4.33E-05,2.73E-05,0,0.000386342,0.0616703,1.16E-08,0.340452,0.0337806,0.000694236
132384,0,1.01E-05,0,4.33E-05,2.73E-05,0,0.000386342,0.0874717,1.16E-08,0.330532,0.0598837,0.000809942
132393,0,1.01E-05,0,4.33E-05,2.73E-05,0,0.000386342,0.111629,1.16E-08,0.31541,0.0844514,0.000809942
132404,0,1.01E-05,0,4.33E-05,2.74E-05,0,0.000386342,0.13487,1.16E-08,0.298807,0.109019,0.000809942
132414,0,1.01E-05,0,4.33E-05,2.74E-05,0,0.000386342,0.157713,1.16E-08,0.282797,0.133587,0.000809942
132424,0,1.01E-05,0,4.33E-05,2.74E-05,0,0.000386342,0.179416,1.16E-08,0.264956,0.156619,0.000809942
132433,0,1.01E-05,0,4.33E-05,2.74E-05,0,0.000386342,0.199558,1.16E-08,0.24454,0.178116,0.000809942
132444,0,1.01E-05,0,4.33E-05,2.75E-05,0,0.000386342,0.216888,1.16E-08,0.218429,0.196541,0.000809942
132454,0,1.01E-05,0,4.33E-05,2.75E-05,0,0.000386342,0.232904,1.16E-08,0.192993,0.214967,0.000809942
132464,0,1.01E-05,0,4.33E-05,2.75E-05,0,0.000386342,0.247507,1.16E-08,0.167878,0.231858,0.000809942
132473,0,1.01E-05,0,4.33E-05,2.76E-05,0,0.000386342,0.259571,1.16E-08,0.139635,0.245677,0.000809942
132484,0,1.01E-05,0,4.33E-05,2.76E-05,0,0.000386342,0.269544,1.16E-08,0.110683,0.257961,0.000809942
132494,0,1.01E-05,0,4.33E-05,2.76E-05,0,0.000386342,0.277756,1.16E-08,0.0824322,0.268709,0.000809942
132504,0,1.01E-05,0,4.33E-05,2.76E-05,0,0.000386342,0.284419,1.16E-08,0.055544,0.277922,0.000809942
132513,0,1.01E-05,0,4.33E-05,2.77E-05,0,0.000386342,0.288584,1.16E-08,0.0268743,0.284064,0.000809942
132524,0,1.01E-05,0,4.33E-05,2.77E-05,0,0.000386342,0.289713,1.16E-08,-0.00457471,0.287135,0.000809942
132534,0,1.01E-05,0,4.33E-05,2.77E-05,0,0.000386342,0.288626,1.16E-08,-0.0352533,0.28867,0.000809942
132544,0,1.01E-05,0,4.33E-05,2.77E-05,0,0.000386342,0.285857,1.16E-08,-0.0634712,0.28867,0.000809942
132553,0,1.01E-05,0,4.33E-05,2.78E-05,0,0.000386342,0.280637,1.16E-08,-0.0920709,0.285599,0.000809942
132563,0,1.01E-05,0,4.33E-05,2.78E-05,0,0.000386342,0.273571,1.16E-08,-0.11883,0.280993,0.000809942
132574,0,1.01E-05,0,4.33E-05,2.78E-05,0,0.000386342,0.263955,1.16E-08,-0.14622,0.273316,0.000809942
132584,0,1.01E-05,0,4.33E-05,2.79E-05,0,0.000386342,0.253509,1.16E-08,-0.168469,0.265638,0.000809942
132594,0,1.01E-05,0,4.33E-05,2.79E-05,0,0.000386342,0.241086,1.16E-08,-0.190349,0.25489,0.000809942
132603,0,1.01E-05,0,4.33E-05,2.79E-05,0,0.000386342,0.227022,1.16E-08,-0.210708,0.242606,0.000809942
132614,0,1.01E-05,0,4.33E-05,2.79E-05,0,0.000386342,0.210445,1.16E-08,-0.232483,0.227251,0.000809942
132624,0,1.01E-05,0,4.33E-05,2.80E-05,0,0.000386342,0.192987,1.16E-08,-0.249984,0.211896,0.000809942
132634,0,1.01E-05,0,4.33E-05,2.80E-05,0,0.000386342,0.174533,1.16E-08,-0.264542,0.195006,0.000809942
132643,0,1.01E-05,0,4.33E-05,2.80E-05,0,0.000386342,0.154942,1.16E-08,-0.277229,0.17658,0.000809942
132654,0,1.01E-05,0,4.33E-05,2.81E-05,0,0.000386342,0.134086,1.16E-08,-0.288796,0.156619,0.000809942
132664,0,1.01E-05,0,4.33E-05,2.81E-05,0,0.000386342,0.112933,1.16E-08,-0.29638,0.136658,0.000809942
132674,0,1.01E-05,0,4.33E-05,2.81E-05,0,0.000386342,0.0909384,1.16E-08,-0.302632,0.115161,0.000809942
132683,0,1.01E-05,0,4.33E-05,2.81E-05,0,0.000386342,0.0687929,1.16E-08,-0.30565,0.0936643,0.000809942
132694,0,1.01E-05,0,4.33E-05,2.82E-05,0,0.000386342,0.0457923,1.16E-08,-0.308415,0.0706321,0.000809942
132704,0,1.01E-05,0,4.33E-05,2.82E-05,0,0.000386342,0.0225501,1.16E-08,-0.308992,0.0475999,0.000809942
132714,0,1.01E-05,0,4.33E-05,2.82E-05,0,0.000386342,-0.000592174,1.16E-08,-0.306835,0.0245677,0.000809942
132724,0,1.01E-05,0,4.33E-05,2.82E-05,0,0.000386342,-0.0234867,1.16E-08,-0.302168,0.00153548,0.000809942
132733,0,1.01E-05,0,4.33E-05,2.83E-05,0,0.000386342,-0.0461061,1.16E-08,-0.295554,-0.0214967,0.000809942
132744,0,1.01E-05,0,4.33E-05,2.83E-05,0,0.000386342,-0.067421,1.16E-08,-0.28429,-0.0429934,0.000809942
132754,0,1.01E-05,0,4.33E-05,2.83E-05,0,0.000386342,-0.0879674,1.16E-08,-0.271328,-0.0644902,0.000809942
132764,0,1.01E-05,0,4.33E-05,2.84E-05,0,0.000386342,-0.108144,1.16E-08,-0.258409,-0.0859869,0.000809942
132773,0,1.01E-05,0,4.33E-05,2.84E-05,0,0.000386342,-0.127145,1.16E-08,-0.243045,-0.105948,0.000809942
132784,0,1.01E-05,0,4.33E-05,2.84E-05,0,0.000386342,-0.144526,1.16E-08,-0.224571,-0.124374,0.000809942
132794,0,1.01E-05,0,4.33E-05,2.84E-05,0,0.000386342,-0.161165,1.16E-08,-0.206653,-0.1428,0.000809942
132804,0,1.01E-05,0,4.33E-05,2.85E-05,0,0.000386342,-0.176555,1.16E-08,-0.187648,-0.15969,0.000809942
132813,0,1.01E-05,0,4.33E-05,2.85E-05,0,0.000386342,-0.189346,1.16E-08,-0.163731,-0.173509,0.000809942
132824,0,1.01E-05,0,4.33E-05,2.85E-05,0,0.000386342,-0.200951,1.16E-08,-0.140788,-0.187329,0.000809942
132834,0,1.01E-05,0,4.33E-05,2.86E-05,0,0.000386342,-0.211204,1.16E-08,-0.118177,-0.199612,0.000809942
132844,0,1.01E-05,0,4.33E-05,2.86E-05,0,0.000386342,-0.21894,1.16E-08,-0.0923051,-0.208825,0.000809942
132853,0,1.01E-05,0,4.33E-05,2.86E-05,0,0.000386342,-0.225646,1.16E-08,-0.0688748,-0.218038,0.000809942
132864,0,1.01E-05,0,4.33E-05,2.86E-05,0,0.000386342,-0.230099,1.16E-08,-0.0435651,-0.22418,0.000809942
132874,0,1.01E-05,0,4.33E-05,2.87E-05,0,0.000386342,-0.232648,1.16E-08,-0.0181498,-0.228787,0.000809942
132884,0,1.01E-05,0,4.33E-05,2.87E-05,0,0.000386342,-0.232475,1.16E-08,0.00971134,-0.230322,0.000809942
132893,0,1.01E-05,0,4.33E-05,2.87E-05,0,0.000386342,-0.231275,1.16E-08,0.0338551,-0.231858,0.000809942
132903,0,1.01E-05,0,4.33E-05,2.88E-05,0,0.000386342,-0.227925,1.16E-08,0.0586075,-0.230322,0.000809942
132914,0,1.01E-05,0,4.33E-05,2.88E-05,0,0.000386342,-0.222802,1.16E-08,0.0824255,-0.227251,0.000809942
132924,0,1.01E-05,0,4.33E-05,2.88E-05,0,0.000386342,-0.216146,1.16E-08,0.104623,-0.222645,0.000809942
132934,0,1.01E-05,0,4.33E-05,2.88E-05,0,0.000386342,-0.208084,1.16E-08,0.125054,-0.216503,0.000809942
132943,0,1.01E-05,0,4.33E-05,2.89E-05,0,0.000386342,-0.1976,1.16E-08,0.147186,-0.20729,0.000809942
132954,0,1.01E-05,0,4.33E-05,2.89E-05,0,0.000386342,-0.18624,1.16E-08,0.165538,-0.198077,0.000809942
132964,0,1.01E-05,0,4.33E-05,2.89E-05,0,0.000386342,-0.173847,1.16E-08,0.181451,-0.187329,0.000809942
132974,0,1.01E-05,0,4.33E-05,2.89E-05,0,0.000386342,-0.160266,1.16E-08,0.195912,-0.175045,0.000809942
