QGPIORecord, QRC v6.1.0, 21-12-2021 @ 20:27:20, Windows 10 Version 2009, 10.0.19042, x86_64
Time, trajectoryV, P11, P12, P13, P22, P23, P33, x1, x2, x3, y1, y2
33075, -0.688701, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.119259, -0.0526321, -0.905141, 0.12612, -0.0322451
33084, -0.665743, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.112315, -0.064957, -0.879102, 0.118946, -0.0429934
33094, -0.642785, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.105602, -0.0770087, -0.851766, 0.112003, -0.0552773
33104, -0.619826, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0988021, -0.087808, -0.820424, 0.104945, -0.0660257
33115, -0.596868, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0922073, -0.100038, -0.794563, 0.0981187, -0.079845
33124, -0.57391, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0858417, -0.11314, -0.770946, 0.0915234, -0.0936643
33134, -0.550975, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0797071, -0.126686, -0.747596, 0.0851596, -0.107484
33144, -0.528017, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0739101, -0.141456, -0.726836, 0.0791429, -0.122838
33155, -0.505058, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0683534, -0.157873, -0.709217, 0.0733576, -0.139729
33164, -0.4821, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0629228, -0.173976, -0.687689, 0.067688, -0.155084
33174, -0.459142, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0577149, -0.190739, -0.666285, 0.0622498, -0.171974
33184, -0.436184, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0527376, -0.207714, -0.643512, 0.057043, -0.188864
33195, -0.413225, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0480977, -0.224645, -0.61889, 0.0521834, -0.205754
33204, -0.390267, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.043592, -0.241416, -0.59252, 0.0474395, -0.222645
33215, -0.367309, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0394156, -0.257998, -0.564763, 0.0430426, -0.239535
33224, -0.344351, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0353729, -0.273348, -0.532721, 0.0387615, -0.25489
33234, -0.321392, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0315534, -0.289045, -0.50251, 0.0347118, -0.27178
33244, -0.298434, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0280705, -0.303929, -0.470018, 0.0310092, -0.287135
33254, -0.275476, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.024722, -0.318382, -0.437086, 0.0274223, -0.30249
33264, -0.252518, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0215966, -0.331603, -0.401363, 0.0240668, -0.316309
33274, -0.229559, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0185961, -0.34316, -0.362313, 0.0208271, -0.328593
33285, -0.206601, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0159239, -0.353943, -0.323704, 0.0179344, -0.340877
33294, -0.183666, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0135971, -0.363457, -0.283962, 0.0153889, -0.351625
33304, -0.160708, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0115115, -0.372495, -0.24596, 0.0130748, -0.362373
33314, -0.137749, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.00955217, -0.379393, -0.204125, 0.0108764, -0.370051
33325, -0.114791, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.00781539, -0.385333, -0.1633, 0.00890936, -0.377728
33334, -0.091833, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.00630929, -0.389994, -0.12233, 0.00717377, -0.38387
33344, -0.0688747, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.00503453, -0.392121, -0.0774591, 0.00566959, -0.386941
33354, -0.0459165, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.00399118, -0.393163, -0.0344247, 0.00439683, -0.390012
33364, -0.0229582, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.00328524, -0.391887, 0.0109679, 0.00347118, -0.390012
33374, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.0027136, -0.389714, 0.0534718, 0.00266124, -0.390012
33384, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.00224165, -0.384608, 0.0943836, 0.00219841, -0.388477
33394, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.00177806, -0.377665, 0.130386, 0.00173559, -0.385406
33403, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.00142117, -0.369484, 0.160647, 0.00138847, -0.380799
33414, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.00117922, -0.361381, 0.182364, 0.00115706, -0.376193
33424, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000840932, -0.351848, 0.202362, 0.000809942, -0.368515
33434, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000494555, -0.342014, 0.217408, 0.000462824, -0.360838
33444, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000359491, -0.330351, 0.23347, 0.000347118, -0.35009
33454, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000348156, -0.316981, 0.249732, 0.000347118, -0.337806
33464, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347205, -0.302008, 0.265656, 0.000347118, -0.323986
33474, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347125, -0.285505, 0.280936, 0.000347118, -0.308632
33484, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347119, -0.266453, 0.298763, 0.000347118, -0.290206
33494, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, -0.245355, 0.316691, 0.000347118, -0.270245
33504, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, -0.22149, 0.336737, 0.000347118, -0.247212
33514, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, -0.195545, 0.355964, 0.000347118, -0.222645
33524, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, -0.167963, 0.372989, 0.000347118, -0.196541
33533, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, -0.13899, 0.387431, 0.000347118, -0.168903
33544, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, -0.10873, 0.399465, 0.000347118, -0.139729
33554, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, -0.0782676, 0.406179, 0.000347118, -0.110555
33564, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, -0.0471004, 0.41044, 0.000347118, -0.079845
33573, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, -0.0159123, 0.410654, 0.000347118, -0.0491354
33584, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.0149606, 0.406771, 0.000347118, -0.0184258
33594, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.0454118, 0.399506, 0.000347118, 0.0122838
33604, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.0743995, 0.386488, 0.000347118, 0.041458
33613, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.103548, 0.374356, 0.000347118, 0.0721676
33624, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.130685, 0.356093, 0.000347118, 0.0998062
33634, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.157786, 0.33958, 0.000347118, 0.12898
33644, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.182882, 0.318249, 0.000347118, 0.155084
33654, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.206983, 0.296635, 0.000347118, 0.181187
33664, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.228626, 0.270343, 0.000347118, 0.204219
33674, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.249144, 0.244938, 0.000347118, 0.227251
33684, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.267258, 0.216312, 0.000347118, 0.247212
33694, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.282249, 0.183259, 0.000347118, 0.264103
33703, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.295933, 0.152849, 0.000347118, 0.280993
33714, 0, 3.04318e-08, 0, 0, 1.01163e-05, 4.3288e-05, 0.000386342, 0.000347118, 0.30623, 0.118065, 0.000347118, 0.293277
