QGPIORecord, QRC v6.1.0, 21-12-2021 @ 19:19:04, Windows 10 Version 2009, 10.0.19042, x86_64
Time, trajectoryV, xhat1, xhat2, xhat3, Phat00, Phat10, Phat11, Phat20, Phat21, Phat22, xmeasured, thetameasured
346693, 0, 0, -0.00881367, 0.00348854, 2.79708e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346703, 0, 0, -0.00881367, 0.00348854, 2.79987e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346714, 0, 0, -0.00881367, 0.00348854, 2.80266e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346724, 0, 0, -0.00881367, 0.00348854, 2.80545e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346734, 0, 0, -0.00881367, 0.00348854, 2.80824e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346743, 0, 0, -0.00881367, 0.00348854, 2.81102e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346754, 0, 0, -0.00881367, 0.00348853, 2.81381e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346764, 0, 0, -0.00881367, 0.00348853, 2.8166e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346774, 0, 0, -0.00881367, 0.00348853, 2.81939e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346783, 0, 0, -0.00881367, 0.00348853, 2.82217e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346793, 0, 0, -0.00881367, 0.00348853, 2.82496e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346804, 0, 0, -0.00881367, 0.00348853, 2.82775e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346814, 0, 0, -0.00881367, 0.00348853, 2.83054e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346823, 0, 0, -0.00881367, 0.00348853, 2.83333e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346833, 0, 0, -0.00881367, 0.00348853, 2.83611e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346844, 0, 0, -0.00881367, 0.00348853, 2.8389e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346854, 0, 0, -0.00881367, 0.00348853, 2.84169e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346863, 0, 0, -0.00881367, 0.00348853, 2.84448e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346873, 0, 0, -0.00881367, 0.00348853, 2.84726e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346884, 0, 0, -0.00881367, 0.00348853, 2.85005e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346894, 0, 0, -0.00881367, 0.00348853, 2.85284e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346904, 0, 0, -0.00881367, 0.00348853, 2.85563e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346913, 0, 0, -0.00881367, 0.00348853, 2.85842e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346924, 0, 0, -0.00881367, 0.00348854, 2.8612e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346934, 0, 0, -0.00881367, 0.00348854, 2.86399e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346944, 0, 0, -0.00881367, 0.00348854, 2.86678e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
346953, 0, 0, -0.00881367, 0.00348854, 2.86957e-05, 0, 0, 4.3288e-05, 0, 0.000386342, 0.0230255, -0.00921288
