QGPIORecord, QRC v6.1.0, 21-12-2021 @ 18:47:55, Windows 10 Version 2009, 10.0.19042, x86_64
Time, trajectoryV, xhat1, xhat2, xhat3, Phat00, Phat10, Phat11, Phat20, Phat21, Phat22, xmeasured, thetameasured
116834, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116844, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116854, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116864, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116874, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116884, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116893, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116903, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116914, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116924, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116934, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116943, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116954, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116964, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116974, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116983, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
116994, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117004, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117014, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117023, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117033, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117044, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117054, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117063, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117073, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117084, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117094, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117104, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117113, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117124, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117134, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117144, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117153, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117164, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117174, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117184, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117193, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117203, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117214, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117224, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117233, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117243, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117254, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117264, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117274, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117283, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117294, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117304, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117314, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117323, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117334, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117344, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117354, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117363, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117373, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117384, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117394, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117404, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117413, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117424, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117434, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117444, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117453, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117464, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117474, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117484, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117493, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117504, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117514, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117524, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117533, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117543, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117554, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117564, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117574, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117583, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117594, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117604, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117614, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117623, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117634, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117644, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117654, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117663, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
117673, 0, -0.000347118, -0.00146894, 0.000581423, 3.04318e-08, 0, 0, 4.3288e-05, 0, 0.000386342, -0.000347118, -0.00153548
