QGPIORecord, QRC v6.1.0, 21-12-2021 @ 20:23:28, Windows 10 Version 2009, 10.0.19042, x86_64
Time, trajectoryV, P11, P12, P13, P22, P23, P33, x1, x2, x3, y1, y2
27943, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
27954, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
27965, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
27974, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
27983, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
27994, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28004, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28014, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28023, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28034, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28044, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28054, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28063, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28073, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28084, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28094, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28103, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28113, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28124, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28134, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28143, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28153, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28164, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28174, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28184, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28193, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28204, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28214, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28224, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
28233, 0, 0.000278783, 0, 0, 0.00812088, 0.0901672, 2.13389, 0.000115706, 0, 0, 0.000115706, 0
