QGPIORecord, QRC v6.1.0, 21-12-2021 @ 00:18:55, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
19291, 0, 0, 0, 0, -4.6037, 0, 0, 0.251411, -0.251408, 8.45082e-06, 0.00230998, 0.00847571
19301, 8.80935, 8.53406, 0.363386, 0.01, -4.6037, 0, 0, 0.251411, -0.251411, 8.45082e-06, 2.29478e-06, 0.00847571
19311, 9.60236, 9.34729, 0.336684, 0.02, -4.6037, 0, 0, 0.240277, -0.240285, 8.45082e-06, -0.00749944, 0.00847571
19321, 7.51352, 7.11001, 0.357807, 0.03, -4.55461, 4.91926, 5.24884, 0.249098, -0.249086, 8.45082e-06, 0.0121804, 0.00847571
19331, 3.66312, 3.33658, 0.363372, 0.04, -4.4389, 10.8693, 11.2305, 0.251411, -0.251405, 8.45082e-06, 0.00590251, 0.00847571
19341, 2.01565, 1.7048, 0.363377, 0.05, -4.30567, 12.9521, 13.2992, 0.251411, -0.251407, 8.45082e-06, 0.00363961, 0.00847571
19351, 3.0995, 2.43515, 0.326686, 0.06, -4.19697, 10.1681, 10.8588, 0.236107, -0.236119, 8.45082e-06, -0.0116658, 0.00847571
19361, 7.04129, 5.87971, 0.363341, 0.07, -4.12685, 6.30773, 7.36311, 0.251411, -0.251392, 8.45082e-06, 0.0185584, 0.00847571
19371, 9.19744, 8.39856, 0.357833, 0.08, -4.08127, 4.2145, 4.56162, 0.249098, -0.249097, 8.45082e-06, 0.00133963, 0.00847571
19381, 7.23911, 7.5619, 0.321817, 0.09, -4.02166, 6.65485, 5.60999, 0.234079, -0.23409, 8.45082e-06, -0.0114399, 0.00847571
19391, 4.65168, 5.21009, 0.336643, 0.1, -3.92348, 10.8448, 9.79293, 0.240277, -0.240268, 8.45082e-06, 0.0094053, 0.00847571
19401, 3.2647, 3.72424, 0.341797, 0.11, -3.80427, 12.6295, 11.9352, 0.242421, -0.242415, 8.45082e-06, 0.00551924, 0.00847571
19410, 4.10086, 4.07776, 0.341802, 0.12, -3.69207, 11.213, 11.213, 0.242421, -0.242417, 8.45082e-06, 0.00342348, 0.00847571
19421, 5.89878, 4.74265, 0.317024, 0.13, -3.60091, 8.07487, 9.45984, 0.232086, -0.232093, 8.45082e-06, -0.00691293, 0.00847571
19431, 7.35321, 6.22401, 0.321777, 0.14, -3.52027, 6.65134, 7.71724, 0.234079, -0.234074, 8.45082e-06, 0.00515573, 0.00847571
19441, 6.50971, 6.38064, 0.317005, 0.15, -3.44664, 8.06786, 7.71373, 0.232086, -0.232085, 8.45082e-06, 0.00123052, 0.00847571
19451, 5.43253, 6.20222, 0.321777, 0.16, -3.35898, 9.81046, 8.40797, 0.234079, -0.234074, 8.45082e-06, 0.00516365, 0.00847571
19461, 3.32167, 4.33509, 0.281655, 0.17, -3.26431, 11.2235, 9.828, 0.217343, -0.217356, 8.45082e-06, -0.0135132, 0.00847571
19471, 3.94657, 4.02779, 0.298681, 0.18, -3.15912, 10.5187, 10.5222, 0.22446, -0.224451, 8.45082e-06, 0.0099207, 0.00847571
19481, 5.54591, 4.49462, 0.30315, 0.19, -3.05744, 8.41498, 9.80696, 0.226317, -0.226312, 8.45082e-06, 0.00485349, 0.00847571
19491, 5.31785, 4.62465, 0.277547, 0.2, -2.97329, 8.05033, 8.75859, 0.215637, -0.215645, 8.45082e-06, -0.00764397, 0.00847571
19501, 4.12248, 4.47055, 0.261816, 0.21, -2.88564, 9.12675, 8.42199, 0.209086, -0.20909, 8.45082e-06, -0.00378273, 0.00847571
19511, 3.23148, 3.96916, 0.265632, 0.22, -2.79798, 10.1611, 9.1022, 0.210684, -0.21068, 8.45082e-06, 0.00421242, 0.00847571
19521, 3.42844, 3.73821, 0.250669, 0.23, -2.70682, 9.11623, 8.76911, 0.204442, -0.204446, 8.45082e-06, -0.00358176, 0.00847571
19531, 4.06513, 3.58443, 0.250655, 0.24, -2.62267, 8.07137, 8.76911, 0.204442, -0.20444, 8.45082e-06, 0.00250311, 0.00847571
19540, 3.67048, 3.6415, 0.236595, 0.25, -2.53852, 8.06085, 8.07137, 0.198578, -0.198581, 8.45082e-06, -0.00335491, 0.00847571
19551, 3.27307, 3.80311, 0.236582, 0.26, -2.46138, 8.41147, 7.71023, 0.198578, -0.198576, 8.45082e-06, 0.00236259, 0.00847571
19561, 3.47994, 3.55212, 0.240016, 0.27, -2.38074, 8.05384, 8.04683, 0.20001, -0.200007, 8.45082e-06, 0.00380059, 0.00847571
19571, 2.95704, 3.03514, 0.223353, 0.28, -2.30009, 8.07487, 8.07838, 0.193059, -0.193064, 8.45082e-06, -0.00454749, 0.00847571
19580, 2.7722, 2.85299, 0.21086, 0.29, -2.22296, 7.71373, 7.71373, 0.187855, -0.187858, 8.45082e-06, -0.00297467, 0.00847571
19591, 3.15972, 2.96485, 0.210848, 0.3, -2.15283, 7.01248, 7.34558, 0.187855, -0.187853, 8.45082e-06, 0.00210564, 0.00847571
19601, 3.07867, 3.08749, 0.199065, 0.31, -2.08621, 6.65485, 6.66887, 0.182941, -0.182944, 8.45082e-06, -0.00280398, 0.00847571
19611, 2.65031, 3.22248, 0.196209, 0.32, -2.0196, 7.00197, 6.30072, 0.181755, -0.181754, 8.45082e-06, 0.000801563, 0.00847571
19621, 2.85219, 2.96742, 0.187904, 0.33, -1.95648, 6.32526, 6.31825, 0.178292, -0.178293, 8.45082e-06, -0.00149973, 0.00847571
19631, 2.52746, 2.37945, 0.177336, 0.34, -1.89337, 6.30773, 6.65134, 0.173888, -0.17389, 8.45082e-06, -0.00252669, 0.00847571
19641, 2.68837, 2.74199, 0.177326, 0.35, -1.83026, 5.9536, 5.96762, 0.173888, -0.173886, 8.45082e-06, 0.00177084, 0.00847571
