QGPIORecord, QRC v6.1.0, 20-12-2021 @ 23:43:16, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
30031, 0, 0, 0, 0, -4.7159, 0, 0, 0.249098, -0.248437, 7.74894e-06, 0.00788681, 0.000100796
30041, 14.658, 14.2, 0.604644, 0.01, -4.7159, 0, 0, 0.251411, -0.251161, 7.74893e-06, 0.00297415, 0.000100796
30051, 16.6207, 16.1762, 0.586745, 0.02, -4.7159, 0, 0, 0.24683, -0.246686, 7.74894e-06, 0.0017155, 0.000100796
30061, 13.3014, 12.7915, 0.585303, 0.03, -4.64226, 7.01248, 7.32454, 0.24683, -0.246326, 7.74893e-06, 0.00601141, 0.000100796
30071, 8.46251, 8.07147, 0.593498, 0.04, -4.4915, 15.0628, 15.4205, 0.249098, -0.248375, 7.74894e-06, 0.00862576, 0.000100796
30081, 6.17072, 5.29746, 0.594158, 0.05, -4.29515, 18.4253, 19.4526, 0.249098, -0.24854, 7.74893e-06, 0.00665887, 0.000100796
30091, 5.48208, 4.46979, 0.561889, 0.06, -4.0988, 18.2395, 19.2984, 0.240277, -0.240472, 7.74894e-06, -0.00232062, 0.000100796
30101, 7.67803, 7.01614, 0.567143, 0.07, -3.94452, 15.4555, 15.7886, 0.242421, -0.241786, 7.74893e-06, 0.00756757, 0.000100796
30111, 10.3357, 10.3504, 0.559712, 0.08, -3.82531, 12.1912, 11.497, 0.240277, -0.239928, 7.74894e-06, 0.00416307, 0.000100796
30120, 11.68, 12.032, 0.559114, 0.09, -3.72363, 11.2726, 10.2312, 0.240277, -0.239778, 7.74893e-06, 0.00594649, 0.000100796
30131, 10.6474, 10.6639, 0.566919, 0.1, -3.59039, 13.7269, 13.3658, 0.242421, -0.24173, 7.74894e-06, 0.00823359, 0.000100796
30141, 7.91406, 7.55021, 0.559694, 0.11, -3.41508, 17.4891, 17.8082, 0.240277, -0.239924, 7.74893e-06, 0.00421673, 0.000100796
