QGPIORecord, QRC v6.1.0, 21-12-2021 @ 00:12:26, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
26251, 0, 0, 0, 0, -3.25379, 0, 0, 0.251411, -0.251265, 2.2852e-06, 0.000200152, 1.15899e-05
26261, 8.80315, 8.52805, 0.36313, 0.01, -3.25379, 0, 0, 0.251411, -0.251304, 2.2852e-06, 0.000146091, 1.15899e-05
26271, 10.0179, 9.74986, 0.353868, 0.02, -3.25379, 0, 0, 0.24683, -0.247445, 2.2852e-06, -0.000842616, 1.15899e-05
26280, 7.09439, 6.9778, 0.348742, 0.03, -3.2012, 5.25235, 5.23131, 0.249098, -0.245309, 2.2852e-06, 0.00519197, 1.15899e-05
26291, 3.20473, 2.67712, 0.34509, 0.04, -3.08549, 10.8729, 11.5706, 0.249098, -0.243788, 2.2852e-06, 0.00727674, 1.15899e-05
26301, 1.37989, 0.827206, 0.341018, 0.05, -2.95226, 12.9626, 13.6463, 0.24683, -0.242091, 2.2852e-06, 0.00649354, 1.15899e-05
26311, 3.86797, 2.8602, 0.341088, 0.06, -2.84356, 9.42478, 10.4661, 0.251411, -0.24212, 2.2852e-06, 0.01273, 1.15899e-05
26320, 7.54801, 5.99928, 0.339638, 0.07, -2.78045, 4.92978, 6.3498, 0.249098, -0.241516, 2.2852e-06, 0.0103895, 1.15899e-05
26331, 9.0855, 8.15368, 0.338605, 0.08, -2.73837, 3.85336, 4.20398, 0.249098, -0.241085, 2.2852e-06, 0.0109791, 1.15899e-05
26341, 7.45756, 7.37215, 0.329446, 0.09, -2.67877, 6.65835, 5.9571, 0.236107, -0.237269, 2.2852e-06, -0.00159186, 1.15899e-05
26351, 4.18143, 4.84718, 0.327016, 0.1, -2.58059, 11.2235, 9.82098, 0.242421, -0.236257, 2.2852e-06, 0.00844601, 1.15899e-05
26361, 2.8456, 3.1877, 0.325284, 0.11, -2.46138, 12.626, 11.9247, 0.242421, -0.235535, 2.2852e-06, 0.00943443, 1.15899e-05
26371, 4.10004, 3.39641, 0.322661, 0.12, -2.35269, 10.5257, 11.227, 0.240277, -0.234442, 2.2852e-06, 0.00799508, 1.15899e-05
