QGPIORecord, QRC v6.1.0, 20-12-2021 @ 23:39:22, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
53462, 0, 0, 0, 0, -4.67733, 0, 0, 0.251411, -0.251156, 7.74894e-06, 0.00303215, 0.000100796
53471, 11.0101, 10.6661, 0.454168, 0.01, -4.67733, 0, 0, 0.251411, -0.251389, 7.74893e-06, 0.000254452, 0.000100796
53481, 12.4788, 12.1451, 0.440495, 0.02, -4.67733, 0, 0, 0.24683, -0.246832, 7.74894e-06, -1.7494e-05, 0.000100796
53491, 9.27188, 9.11197, 0.445616, 0.03, -4.61772, 6.3463, 6.32175, 0.249098, -0.248539, 7.74893e-06, 0.00667173, 0.000100796
53500, 4.86319, 4.05288, 0.452387, 0.04, -4.47396, 13.2326, 14.2669, 0.251411, -0.250796, 7.74894e-06, 0.00732833, 0.000100796
53511, 3.22498, 1.80536, 0.452938, 0.05, -4.30216, 15.3749, 17.0894, 0.251411, -0.250979, 7.74893e-06, 0.00513887, 0.000100796
53521, 5.03575, 3.53777, 0.446628, 0.06, -4.1584, 12.6505, 14.0951, 0.249098, -0.248876, 7.74894e-06, 0.00264837, 0.000100796
53531, 7.66754, 6.47805, 0.421873, 0.07, -4.06373, 8.75509, 9.45633, 0.240277, -0.240624, 7.74893e-06, -0.00413248, 0.000100796
53540, 9.52853, 9.02355, 0.419857, 0.08, -3.99712, 7.02651, 6.67238, 0.240277, -0.239952, 7.74894e-06, 0.00387193, 0.000100796
53551, 8.7466, 8.88185, 0.413911, 0.09, -3.91998, 8.75509, 7.6962, 0.238173, -0.23797, 7.74893e-06, 0.00241941, 0.000100796
53561, 6.72156, 7.60395, 0.437218, 0.1, -3.81479, 12.612, 10.8693, 0.24683, -0.245739, 7.74894e-06, 0.012999, 0.000100796
53571, 4.44927, 5.09517, 0.398596, 0.11, -3.67805, 14.3861, 13.3377, 0.232086, -0.232865, 7.74893e-06, -0.00928062, 0.000100796
53581, 4.37137, 4.06591, 0.395452, 0.12, -3.5378, 14.0109, 14.3581, 0.232086, -0.231817, 7.74894e-06, 0.00320712, 0.000100796
53591, 6.73757, 5.48383, 0.400672, 0.13, -3.41157, 10.8799, 12.2859, 0.234079, -0.233557, 7.74893e-06, 0.00621605, 0.000100796
53601, 8.75487, 7.27021, 0.395621, 0.14, -3.3134, 8.41147, 9.80345, 0.232086, -0.231874, 7.74894e-06, 0.00253597, 0.000100796
53611, 8.63776, 8.06809, 0.39521, 0.15, -3.22224, 9.13025, 9.13025, 0.232086, -0.231737, 7.74893e-06, 0.00416903, 0.000100796
53621, 6.68375, 6.73025, 0.379321, 0.16, -3.11705, 11.5566, 10.8553, 0.226317, -0.22644, 7.74894e-06, -0.00146732, 0.000100796
53630, 4.82636, 5.57399, 0.372925, 0.17, -2.99433, 13.6743, 12.2613, 0.22446, -0.224308, 7.74893e-06, 0.00181329, 0.000100796
53641, 4.9187, 5.27608, 0.377507, 0.18, -2.86811, 13.3097, 12.6225, 0.226317, -0.225836, 7.74894e-06, 0.0057382, 0.000100796
53651, 5.74858, 5.09164, 0.353216, 0.19, -2.74889, 11.2305, 11.9247, 0.217343, -0.217739, 7.74893e-06, -0.0047178, 0.000100796
53661, 6.31572, 5.53722, 0.33294, 0.2, -2.6402, 9.82098, 10.5292, 0.210684, -0.21098, 7.74894e-06, -0.0035222, 0.000100796
53670, 5.75819, 5.7262, 0.331289, 0.21, -2.54203, 10.5117, 10.1611, 0.210684, -0.21043, 7.74893e-06, 0.00303382, 0.000100796
53681, 4.89678, 5.19923, 0.309877, 0.22, -2.44034, 10.8623, 10.1716, 0.202942, -0.203292, 7.74894e-06, -0.00417489, 0.000100796
53691, 4.76752, 4.90019, 0.312256, 0.23, -2.33165, 10.8553, 10.4977, 0.204442, -0.204085, 7.74893e-06, 0.0042485, 0.000100796
53701, 4.18811, 4.36639, 0.296335, 0.24, -2.22646, 10.8693, 10.5292, 0.198578, -0.198778, 7.74894e-06, -0.00238486, 0.000100796
53711, 4.09723, 4.05153, 0.279871, 0.25, -2.12478, 10.1751, 10.1751, 0.193059, -0.19329, 7.74893e-06, -0.00275582, 0.000100796
53721, 4.40975, 4.07562, 0.278531, 0.26, -2.02661, 9.46685, 9.81748, 0.193059, -0.192844, 7.74894e-06, 0.00256744, 0.000100796
53731, 3.92615, 3.83968, 0.264121, 0.27, -1.93194, 9.46685, 9.45283, 0.187855, -0.18804, 7.74893e-06, -0.00220288, 0.000100796
53741, 3.0956, 3.5581, 0.249441, 0.28, -1.84078, 9.82098, 9.12675, 0.182941, -0.183147, 7.74894e-06, -0.00245823, 0.000100796
53751, 3.33174, 3.33854, 0.248246, 0.29, -1.74961, 9.11973, 9.10922, 0.182941, -0.182749, 7.74893e-06, 0.00228812, 0.000100796
53761, 3.02202, 3.29421, 0.232286, 0.3, -1.66546, 8.7621, 8.41498, 0.177169, -0.177429, 7.74894e-06, -0.00309767, 0.000100796
53771, 3.40378, 3.43067, 0.234074, 0.31, -1.58482, 8.05734, 8.06085, 0.178292, -0.178025, 7.74893e-06, 0.00318614, 0.000100796
53781, 3.32333, 3.3592, 0.225081, 0.32, -1.50768, 7.72776, 7.71724, 0.174967, -0.175027, 7.74894e-06, -0.00071694, 0.000100796
53791, 2.8647, 2.89899, 0.2099, 0.33, -1.43055, 7.69269, 7.69971, 0.169709, -0.169967, 7.74893e-06, -0.00306691, 0.000100796
53800, 2.46428, 2.51015, 0.189925, 0.34, -1.36042, 7.37012, 7.37012, 0.162891, -0.163308, 7.74894e-06, -0.00497706, 0.000100796
53811, 2.9813, 3.00985, 0.196129, 0.35, -1.2903, 6.64783, 6.64082, 0.16574, -0.165376, 7.74893e-06, 0.0043308, 0.000100796
53821, 3.15945, 3.18862, 0.196634, 0.36, -1.23069, 6.32526, 6.30773, 0.16574, -0.165545, 7.74894e-06, 0.00232473, 0.000100796
53831, 2.93668, 3.21546, 0.188845, 0.37, -1.16758, 6.30773, 5.97814, 0.162891, -0.162948, 7.74893e-06, -0.000687808, 0.000100796
53840, 2.53785, 2.88882, 0.175782, 0.38, -1.10797, 6.31474, 5.96061, 0.158368, -0.158594, 7.74894e-06, -0.00269188, 0.000100796
53851, 2.45568, 2.57434, 0.177145, 0.39, -1.04486, 6.29721, 6.30072, 0.159251, -0.159048, 7.74893e-06, 0.00241476, 0.000100796
53861, 2.59655, 2.43753, 0.165406, 0.4, -0.985254, 5.61349, 5.96412, 0.154939, -0.155135, 7.74894e-06, -0.00233752, 0.000100796
53871, 2.56, 2.3538, 0.155456, 0.41, -0.93266, 5.25936, 5.60999, 0.151666, -0.151819, 7.74893e-06, -0.00181502, 0.000100796
53881, 2.51658, 2.80982, 0.156856, 0.42, -0.880067, 5.26638, 4.91224, 0.152471, -0.152285, 7.74894e-06, 0.00220644, 0.000100796
53891, 2.19589, 2.53794, 0.146165, 0.43, -0.830979, 5.25936, 4.91224, 0.148539, -0.148722, 7.74893e-06, -0.00217792, 0.000100796
53901, 2.12865, 2.24579, 0.147407, 0.44, -0.778386, 5.24534, 5.24534, 0.149308, -0.149136, 7.74894e-06, 0.00204763, 0.000100796
53911, 1.71065, 1.84039, 0.135175, 0.45, -0.729298, 5.26988, 5.26638, 0.14482, -0.145058, 7.74893e-06, -0.00284198, 0.000100796
53921, 2.1024, 2.21285, 0.134179, 0.46, -0.680211, 4.55811, 4.55811, 0.14482, -0.144726, 7.74894e-06, 0.00111325, 0.000100796
53931, 2.31657, 2.15201, 0.134098, 0.47, -0.638136, 4.20749, 4.5511, 0.14482, -0.144699, 7.74893e-06, 0.00143522, 0.000100796
53941, 2.11161, 2.1715, 0.126304, 0.48, -0.596061, 4.20398, 4.20749, 0.141986, -0.142101, 7.74894e-06, -0.00137219, 0.000100796
53951, 1.90773, 1.98287, 0.120042, 0.49, -0.553986, 4.20749, 4.19697, 0.139938, -0.140014, 7.74893e-06, -0.000899851, 0.000100796
53961, 1.54034, 2.15317, 0.119532, 0.5, -0.511911, 4.55811, 3.86738, 0.139938, -0.139844, 7.74894e-06, 0.0011249, 0.000100796
53970, 1.48487, 1.65064, 0.110492, 0.51, -0.469836, 4.20048, 4.20048, 0.136664, -0.136831, 7.74893e-06, -0.00198458, 0.000100796
53981, 1.9565, 1.83231, 0.111519, 0.52, -0.431268, 3.50274, 3.85336, 0.137306, -0.137173, 7.74894e-06, 0.00157987, 0.000100796
53991, 2.05449, 1.60643, 0.104656, 0.53, -0.396205, 3.15211, 3.85687, 0.134778, -0.134885, 7.74893e-06, -0.00127973, 0.000100796
54001, 1.47967, 2.05255, 0.104098, 0.54, -0.361143, 3.85687, 3.14861, 0.134778, -0.134699, 7.74894e-06, 0.000939175, 0.000100796
54010, 1.42535, 1.80982, 0.105763, 0.55, -0.326081, 3.86037, 3.51325, 0.1354, -0.135254, 7.74893e-06, 0.00174214, 0.000100796
54021, 1.70346, 1.58121, 0.0975141, 0.56, -0.291018, 3.15562, 3.50624, 0.13235, -0.132505, 7.74894e-06, -0.00184689, 0.000100796
54031, 1.66094, 1.49605, 0.0968427, 0.57, -0.255956, 3.15562, 3.50274, 0.13235, -0.132281, 7.74893e-06, 0.00082016, 0.000100796
54041, 1.47514, 1.53877, 0.090371, 0.58, -0.227906, 3.15562, 3.15562, 0.130015, -0.130124, 7.74894e-06, -0.00129773, 0.000100796
54051, 1.26092, 1.60127, 0.0836693, 0.59, -0.19635, 3.15211, 2.80149, 0.127768, -0.12789, 7.74893e-06, -0.00145206, 0.000100796
54061, 1.16143, 1.55094, 0.0831237, 0.6, -0.171806, 3.15912, 2.80499, 0.127768, -0.127708, 7.74894e-06, 0.000714824, 0.000100796
54071, 1.64602, 1.51791, 0.0830793, 0.61, -0.143756, 2.44736, 2.79798, 0.127768, -0.127693, 7.74893e-06, 0.000891224, 0.000100796
54081, 1.50255, 1.60509, 0.0771294, 0.62, -0.115706, 2.45788, 2.45788, 0.125604, -0.12571, 7.74894e-06, -0.00125806, 0.000100796
54091, 1.23568, 1.34334, 0.078111, 0.63, -0.087656, 2.80149, 2.80499, 0.126138, -0.126037, 7.74893e-06, 0.00119909, 0.000100796
54100, 1.28404, 1.39339, 0.070995, 0.64, -0.0631124, 2.45437, 2.45086, 0.123519, -0.123665, 7.74894e-06, -0.0017366, 0.000100796
54111, 0.995332, 1.38194, 0.0718286, 0.65, -0.0385687, 2.79097, 2.44034, 0.124033, -0.123943, 7.74893e-06, 0.00107832, 0.000100796
54121, 1.21486, 1.36351, 0.0733223, 0.66, -0.014025, 2.46138, 2.46489, 0.124552, -0.124441, 7.74894e-06, 0.0013276, 0.000100796
54131, 1.55032, 1.1463, 0.0650799, 0.67, 0.00701248, 1.75312, 2.45437, 0.121509, -0.121693, 7.74893e-06, -0.00219878, 0.000100796
54140, 1.18484, 1.24488, 0.0603927, 0.68, 0.0315562, 2.10374, 2.10374, 0.120047, -0.120131, 7.74894e-06, -0.0009951, 0.000100796
54151, 0.8621, 1.20284, 0.0600112, 0.69, 0.0525936, 2.45086, 2.10024, 0.120047, -0.120004, 7.74893e-06, 0.000520423, 0.000100796
54161, 0.775832, 1.43428, 0.0599801, 0.7, 0.0701248, 2.45437, 1.75312, 0.120047, -0.119993, 7.74894e-06, 0.00064379, 0.000100796
54171, 1.25348, 1.17092, 0.0599776, 0.71, 0.0911623, 1.75312, 2.10374, 0.120047, -0.119993, 7.74893e-06, 0.000653826, 0.000100796
54180, 1.41651, 1.28597, 0.0547847, 0.72, 0.108693, 1.4025, 1.74961, 0.118158, -0.118262, 7.74894e-06, -0.00123481, 0.000100796
54191, 1.16227, 0.992608, 0.054362, 0.73, 0.129731, 1.74961, 2.10024, 0.118158, -0.118121, 7.74893e-06, 0.000444226, 0.000100796
54201, 0.867555, 1.20429, 0.0543276, 0.74, 0.147262, 2.10024, 1.74961, 0.118158, -0.118109, 7.74894e-06, 0.000580899, 0.000100796
54211, 0.964206, 1.34193, 0.0493088, 0.75, 0.161287, 1.75312, 1.4025, 0.116333, -0.116436, 7.74893e-06, -0.00123312, 0.000100796
54221, 0.923242, 1.34705, 0.0489003, 0.76, 0.175312, 1.74961, 1.39899, 0.116333, -0.1163, 7.74894e-06, 0.000389606, 0.000100796
54231, 0.884604, 1.08265, 0.0488671, 0.77, 0.192843, 1.75312, 1.75312, 0.116333, -0.116289, 7.74893e-06, 0.000521697, 0.000100796
54241, 1.13223, 1.04969, 0.0488643, 0.78, 0.210375, 1.39899, 1.74961, 0.116333, -0.116288, 7.74894e-06, 0.000532448, 0.000100796
54251, 0.881089, 1.03261, 0.0381796, 0.79, 0.224399, 1.4025, 1.4025, 0.112445, -0.112727, 7.74893e-06, -0.00335445, 0.000100796
54261, 0.972184, 1.11985, 0.0431463, 0.8, 0.238424, 1.39899, 1.39899, 0.114569, -0.114382, 7.74894e-06, 0.00222402, 0.000100796
54270, 0.689514, 1.11466, 0.0435506, 0.81, 0.252449, 1.74961, 1.4025, 0.114569, -0.114517, 7.74893e-06, 0.0006181, 0.000100796
54281, 0.770284, 1.24198, 0.037747, 0.82, 0.262968, 1.4025, 1.04837, 0.112445, -0.112582, 7.74894e-06, -0.00163635, 0.000100796
54291, 1.0083, 0.971645, 0.0372746, 0.83, 0.276993, 1.04837, 1.39899, 0.112445, -0.112425, 7.74893e-06, 0.000240147, 0.000100796
54301, 1.04302, 0.959742, 0.0383842, 0.84, 0.291018, 1.05187, 1.4025, 0.112863, -0.112795, 7.74894e-06, 0.000810653, 0.000100796
54310, 0.642346, 1.06965, 0.0328268, 0.85, 0.301537, 1.4025, 1.05187, 0.110808, -0.110942, 7.74893e-06, -0.0016032, 0.000100796
54321, 0.58085, 1.05427, 0.0323744, 0.86, 0.312056, 1.39899, 1.04837, 0.110808, -0.110791, 7.74894e-06, 0.000193723, 0.000100796
54331, 1.11323, 1.0707, 0.0334488, 0.87, 0.322574, 0.697742, 1.04837, 0.111212, -0.11115, 7.74893e-06, 0.000744358, 0.000100796
54341, 0.846419, 1.03939, 0.032425, 0.88, 0.333093, 1.05187, 1.05187, 0.110808, -0.110808, 7.74894e-06, -7.40588e-06, 0.000100796
54351, 0.581775, 1.05447, 0.0334529, 0.89, 0.343612, 1.4025, 1.05187, 0.111212, -0.111151, 7.74893e-06, 0.000727989, 0.000100796
54361, 0.553486, 0.52787, 0.022813, 0.9, 0.357637, 1.05187, 1.4025, 0.10731, -0.107604, 7.74894e-06, -0.00350635, 0.000100796
54371, 0.896035, 0.812379, 0.0272023, 0.91, 0.364649, 0.697742, 1.04837, 0.109222, -0.109067, 7.74893e-06, 0.00184616, 0.000100796
54381, 0.664037, 1.08575, 0.0286358, 0.92, 0.375168, 1.05187, 0.701248, 0.109614, -0.109545, 7.74894e-06, 0.000818543, 0.000100796
54391, 0.897193, 1.085, 0.0276763, 0.93, 0.38218, 0.701248, 0.701248, 0.109222, -0.109225, 7.74893e-06, -3.65451e-05, 0.000100796
54401, 0.658865, 0.854681, 0.0286744, 0.94, 0.392699, 1.05187, 1.05187, 0.109614, -0.109558, 7.74894e-06, 0.000665292, 0.000100796
54411, 0.536578, 0.735468, 0.0245015, 0.95, 0.399712, 1.04837, 1.04837, 0.108066, -0.108167, 7.74893e-06, -0.00120538, 0.000100796
54421, 0.460247, 0.932005, 0.023119, 0.96, 0.41023, 1.05187, 0.701248, 0.107687, -0.107706, 7.74894e-06, -0.00023558, 0.000100796
54431, 0.720154, 0.953764, 0.0240492, 0.97, 0.417243, 0.697742, 0.701248, 0.108066, -0.108016, 7.74893e-06, 0.000590861, 0.000100796
54440, 0.697963, 0.934652, 0.0230822, 0.98, 0.424255, 0.701248, 0.701248, 0.107687, -0.107694, 7.74894e-06, -8.93623e-05, 0.000100796
54451, 0.7211, 0.957059, 0.0240462, 0.99, 0.431268, 0.701248, 0.701248, 0.108066, -0.108015, 7.74893e-06, 0.000602752, 0.000100796
54461, 0.752068, 0.718155, 0.0251757, 1, 0.441786, 0.701248, 1.04837, 0.108448, -0.108392, 7.74894e-06, 0.000673458, 0.000100796
54471, 0.639741, 0.833204, 0.0200939, 1.01, 0.448799, 0.697742, 0.697742, 0.106566, -0.106698, 7.74893e-06, -0.00157429, 0.000100796
54480, 0.615288, 1.08089, 0.0196802, 1.02, 0.452305, 0.701248, 0.350624, 0.106566, -0.10656, 7.74894e-06, 6.88285e-05, 0.000100796
54491, 0.603559, 0.843222, 0.0196465, 1.03, 0.459318, 0.697742, 0.697742, 0.106566, -0.106549, 7.74893e-06, 0.000202574, 0.000100796
54501, 0.565593, 0.806025, 0.0186329, 1.04, 0.46633, 0.697742, 0.697742, 0.106198, -0.106211, 7.74894e-06, -0.000154361, 0.000100796
54511, 0.567884, 0.807699, 0.0195613, 1.05, 0.473343, 0.701248, 0.701248, 0.106566, -0.10652, 7.74893e-06, 0.000541203, 0.000100796
