QGPIORecord, QRC v6.1.0, 21-12-2021 @ 00:21:45, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
46281, 0, 0, 0, 0, -4.62123, 0, 0, 0.249098, -0.249101, 8.45082e-06, -0.00231229, 0.00847571
46290, 8.80922, 8.53393, 0.36338, 0.01, -4.62123, 0, 0, 0.251411, -0.251408, 8.45082e-06, 0.00230998, 0.00847571
46301, 9.98321, 9.71624, 0.352395, 0.02, -4.62123, 0, 0, 0.24683, -0.246831, 8.45082e-06, -0.00094445, 0.00847571
46311, 7.44992, 6.78947, 0.352384, 0.03, -4.56863, 4.91224, 5.57843, 0.24683, -0.246827, 8.45082e-06, 0.00352301, 0.00847571
46321, 3.1605, 3.07867, 0.363366, 0.04, -4.45293, 11.5496, 11.5601, 0.251411, -0.251403, 8.45082e-06, 0.0081079, 0.00847571
46331, 1.81149, 1.50738, 0.357833, 0.05, -4.31618, 12.9801, 13.3272, 0.249098, -0.249097, 8.45082e-06, 0.00132948, 0.00847571
46341, 3.92431, 3.21471, 0.363372, 0.06, -4.211, 10.1576, 10.8729, 0.251411, -0.251405, 8.45082e-06, 0.00589195, 0.00847571
46351, 7.67698, 6.49918, 0.363377, 0.07, -4.14087, 5.60648, 6.65835, 0.251411, -0.251407, 8.45082e-06, 0.00363959, 0.00847571
46361, 8.28942, 7.79219, 0.336684, 0.08, -4.09178, 4.91575, 4.91575, 0.240277, -0.240285, 8.45082e-06, -0.0074959, 0.00847571
46371, 6.87491, 7.25598, 0.341797, 0.09, -4.02517, 7.70321, 6.65485, 0.242421, -0.242415, 8.45082e-06, 0.00550279, 0.00847571
46381, 3.81935, 4.4466, 0.317024, 0.1, -3.92699, 11.2059, 10.1541, 0.232086, -0.232093, 8.45082e-06, -0.00691089, 0.00847571
46391, 3.22175, 3.4634, 0.336639, 0.11, -3.80778, 12.2859, 11.9247, 0.240277, -0.240266, 8.45082e-06, 0.0113543, 0.00847571
46401, 4.77675, 4.72592, 0.341797, 0.12, -3.70259, 10.1576, 10.1611, 0.242421, -0.242415, 8.45082e-06, 0.00552113, 0.00847571
46411, 6.44634, 6.08283, 0.317024, 0.13, -3.62545, 7.35259, 7.69269, 0.232086, -0.232093, 8.45082e-06, -0.00691088, 0.00847571
46420, 7.40058, 6.95296, 0.321777, 0.14, -3.55533, 6.67238, 7.03703, 0.234079, -0.234074, 8.45082e-06, 0.00515573, 0.00847571
46431, 6.29907, 5.86706, 0.317005, 0.15, -3.47118, 8.40797, 8.75158, 0.232086, -0.232085, 8.45082e-06, 0.00123052, 0.00847571
46441, 4.59311, 4.44338, 0.298716, 0.16, -3.36599, 10.1821, 10.1786, 0.22446, -0.224465, 8.45082e-06, -0.00445479, 0.00847571
46451, 4.01141, 3.87027, 0.30315, 0.17, -3.2608, 10.8588, 10.8623, 0.226317, -0.226312, 8.45082e-06, 0.00483949, 0.00847571
46460, 4.51792, 4.6281, 0.298702, 0.18, -3.16614, 9.81748, 9.46685, 0.22446, -0.224459, 8.45082e-06, 0.00117955, 0.00847571
46471, 5.12312, 4.97996, 0.281633, 0.19, -3.08199, 8.41849, 8.4255, 0.217343, -0.217347, 8.45082e-06, -0.00412944, 0.00847571
46481, 4.86298, 5.00467, 0.281616, 0.2, -2.99433, 8.7621, 8.41147, 0.217343, -0.21734, 8.45082e-06, 0.00281219, 0.00847571
46491, 4.16841, 4.11315, 0.265652, 0.21, -2.90667, 9.10922, 9.0987, 0.210684, -0.210688, 8.45082e-06, -0.00383948, 0.00847571
46501, 3.20472, 3.42933, 0.243532, 0.22, -2.81201, 9.47036, 9.13376, 0.201465, -0.201472, 8.45082e-06, -0.00656669, 0.00847571
46511, 3.12903, 3.41051, 0.250648, 0.23, -2.72435, 9.4388, 9.07766, 0.204442, -0.204437, 8.45082e-06, 0.00540584, 0.00847571
46521, 3.88081, 3.89861, 0.247058, 0.24, -2.64371, 8.0889, 8.0889, 0.202942, -0.202941, 8.45082e-06, 0.00101179, 0.00847571
46531, 4.19768, 4.19497, 0.250651, 0.25, -2.56306, 7.70321, 7.71373, 0.204442, -0.204438, 8.45082e-06, 0.00397168, 0.00847571
46541, 3.55113, 3.57767, 0.236595, 0.26, -2.48593, 8.06786, 8.06436, 0.198578, -0.198581, 8.45082e-06, -0.00335349, 0.00847571
46551, 3.16402, 3.19673, 0.236582, 0.27, -2.40178, 8.40446, 8.40446, 0.198578, -0.198576, 8.45082e-06, 0.00236259, 0.00847571
46561, 2.59035, 2.91855, 0.220162, 0.28, -2.32113, 8.42199, 8.05734, 0.19173, -0.191734, 8.45082e-06, -0.00448027, 0.00847571
46571, 2.98574, 3.05408, 0.210857, 0.29, -2.2475, 7.3596, 7.36661, 0.187855, -0.187857, 8.45082e-06, -0.0016771, 0.00847571
46581, 3.13634, 3.46683, 0.210848, 0.3, -2.17738, 7.01248, 6.66887, 0.187855, -0.187853, 8.45082e-06, 0.0021069, 0.00847571
46590, 3.04687, 2.88995, 0.199065, 0.31, -2.11076, 6.66537, 7.00898, 0.182941, -0.182944, 8.45082e-06, -0.00280398, 0.00847571
46601, 2.97781, 3.03638, 0.199053, 0.32, -2.04063, 6.64783, 6.65485, 0.182941, -0.182939, 8.45082e-06, 0.00198784, 0.00847571
46611, 2.6074, 2.69585, 0.187907, 0.33, -1.97752, 6.67238, 6.65134, 0.178292, -0.178295, 8.45082e-06, -0.0026564, 0.00847571
46621, 2.7709, 3.10028, 0.187896, 0.34, -1.91441, 6.30773, 5.96762, 0.178292, -0.17829, 8.45082e-06, 0.00187641, 0.00847571
46630, 2.6906, 3.0699, 0.187896, 0.35, -1.8548, 6.30773, 5.96061, 0.178292, -0.17829, 8.45082e-06, 0.00188084, 0.00847571
46641, 2.9097, 2.79516, 0.177336, 0.36, -1.7952, 5.61349, 5.95009, 0.173888, -0.17389, 8.45082e-06, -0.00252339, 0.00847571
46651, 2.36877, 2.47612, 0.167308, 0.37, -1.73559, 5.94659, 5.96061, 0.169709, -0.169712, 8.45082e-06, -0.00240754, 0.00847571
46661, 2.57988, 2.68609, 0.169754, 0.38, -1.67949, 5.61349, 5.61349, 0.170734, -0.170731, 8.45082e-06, 0.00269505, 0.00847571
46671, 2.22828, 2.61529, 0.157784, 0.39, -1.6269, 5.61349, 5.26287, 0.16574, -0.165743, 8.45082e-06, -0.00329359, 0.00847571
46681, 2.40806, 2.5629, 0.157772, 0.4, -1.5743, 5.25235, 5.24884, 0.16574, -0.165738, 8.45082e-06, 0.00157455, 0.00847571
46691, 2.403, 2.54837, 0.160106, 0.41, -1.52171, 5.25235, 5.25936, 0.166713, -0.166711, 8.45082e-06, 0.00255293, 0.00847571
46701, 2.34667, 2.49941, 0.148721, 0.42, -1.47262, 4.91224, 4.90874, 0.161964, -0.161967, 8.45082e-06, -0.00314584, 0.00847571
46711, 2.35283, 2.49873, 0.150932, 0.43, -1.42353, 4.90523, 4.90874, 0.162891, -0.162888, 8.45082e-06, 0.00241065, 0.00847571
46721, 1.84174, 2.00452, 0.13187, 0.44, -1.37445, 4.91224, 4.91224, 0.154939, -0.154946, 8.45082e-06, -0.00643964, 0.00847571
46731, 2.00476, 1.8924, 0.131851, 0.45, -1.32536, 4.55811, 4.90173, 0.154939, -0.154938, 8.45082e-06, 0.00131227, 0.00847571
46741, 1.92836, 2.0456, 0.131851, 0.46, -1.28328, 4.56162, 4.5511, 0.154939, -0.154938, 8.45082e-06, 0.00131983, 0.00847571
46751, 2.14322, 2.50824, 0.131851, 0.47, -1.24121, 4.20048, 3.86037, 0.154939, -0.154938, 8.45082e-06, 0.00131983, 0.00847571
46760, 2.1108, 2.25689, 0.131851, 0.48, -1.20264, 4.20749, 4.20749, 0.154939, -0.154938, 8.45082e-06, 0.00131983, 0.00847571
46771, 1.89283, 2.04759, 0.124004, 0.49, -1.15706, 4.20749, 4.20398, 0.151666, -0.151668, 8.45082e-06, -0.0019531, 0.00847571
46781, 1.65204, 1.54392, 0.116498, 0.5, -1.11498, 4.20749, 4.5511, 0.148539, -0.148541, 8.45082e-06, -0.00188935, 0.00847571
46791, 1.61076, 1.99154, 0.118334, 0.51, -1.07291, 4.20398, 3.85687, 0.149308, -0.149306, 8.45082e-06, 0.00193183, 0.00847571
46800, 1.99928, 1.86732, 0.11467, 0.52, -1.03785, 3.50624, 3.86037, 0.147779, -0.147779, 8.45082e-06, -0.00034377, 0.00847571
46811, 1.71458, 2.09398, 0.114666, 0.53, -1.00279, 3.85687, 3.50274, 0.147779, -0.147777, 8.45082e-06, 0.00114635, 0.00847571
46821, 1.98929, 2.12769, 0.116489, 0.54, -0.964217, 3.50624, 3.50975, 0.148539, -0.148537, 8.45082e-06, 0.00190808, 0.00847571
46831, 1.50418, 1.6601, 0.107574, 0.55, -0.929154, 3.84635, 3.84635, 0.14482, -0.144822, 8.45082e-06, -0.00255235, 0.00847571
46841, 1.69372, 1.5723, 0.107565, 0.56, -0.890585, 3.51325, 3.86037, 0.14482, -0.144819, 8.45082e-06, 0.00107318, 0.00847571
46851, 1.54197, 1.91688, 0.102442, 0.57, -0.855523, 3.50624, 3.15912, 0.142683, -0.142684, 8.45082e-06, -0.0010598, 0.00847571
