QGPIORecord, QRC v6.1.0, 21-12-2021 @ 00:29:12, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
18621, 0, 0, 0, 0, -4.46695, 0, 0, 0.251411, -0.251165, 2.2852e-06, 0.000337183, 1.15899e-05
18631, 8.7989, 8.52394, 0.362955, 0.01, -4.46695, 0, 0, 0.251411, -0.251231, 2.2852e-06, 0.000246078, 1.15899e-05
18640, 9.91123, 9.64645, 0.349495, 0.02, -4.46695, 0, 0, 0.240277, -0.245623, 2.2852e-06, -0.00732416, 1.15899e-05
18651, 6.96519, 6.85479, 0.344156, 0.03, -4.41786, 5.25235, 5.22781, 0.24683, -0.243398, 2.2852e-06, 0.00470221, 1.15899e-05
18661, 3.12849, 2.87704, 0.343323, 0.04, -4.30216, 10.8693, 11.213, 0.251411, -0.243051, 2.2852e-06, 0.011454, 1.15899e-05
18671, 1.77303, 1.2372, 0.33551, 0.05, -4.17243, 12.2508, 12.9556, 0.240277, -0.239796, 2.2852e-06, 0.00065954, 1.15899e-05
18681, 4.03981, 2.79169, 0.337164, 0.06, -4.06724, 9.12675, 10.5292, 0.251411, -0.240485, 2.2852e-06, 0.0149698, 1.15899e-05
18691, 7.26574, 6.00956, 0.336843, 0.07, -4.00413, 5.26287, 6.31474, 0.249098, -0.240351, 2.2852e-06, 0.0119849, 1.15899e-05
18701, 8.621, 7.75128, 0.330895, 0.08, -3.95855, 4.19697, 4.54409, 0.240277, -0.237873, 2.2852e-06, 0.00329456, 1.15899e-05
18711, 7.05093, 7.57009, 0.328048, 0.09, -3.90245, 7.02651, 5.617, 0.242421, -0.236687, 2.2852e-06, 0.00785689, 1.15899e-05
18721, 4.28341, 5.34075, 0.32463, 0.1, -3.81479, 10.8588, 9.11973, 0.240277, -0.235262, 2.2852e-06, 0.00687136, 1.15899e-05
18731, 2.98843, 3.78238, 0.323585, 0.11, -3.70259, 12.2789, 11.22, 0.242421, -0.234827, 2.2852e-06, 0.0104047, 1.15899e-05
18741, 4.36074, 3.59892, 0.32284, 0.12, -3.59039, 10.1365, 11.1954, 0.242421, -0.234517, 2.2852e-06, 0.0108297, 1.15899e-05
