QGPIORecord, QRC v6.1.0, 21-12-2021 @ 00:26:18, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
33371, 0, 0, 0, 0, -1.66897, 0, 0, 0.251411, -0.251406, 7.74893e-06, 5.9247e-05, 0.000100796
33381, 8.68608, 8.41464, 0.358301, 0.01, -1.66897, 0, 0, 0.249098, -0.249292, 7.74894e-06, -0.00230731, 0.000100796
33391, 10.0784, 9.80787, 0.357154, 0.02, -1.66897, 0, 0, 0.249098, -0.248814, 7.74893e-06, 0.00338939, 0.000100796
33401, 7.5648, 7.1643, 0.35706, 0.03, -1.61638, 4.90874, 5.23482, 0.249098, -0.248775, 7.74894e-06, 0.00385597, 0.000100796
33411, 3.03637, 3.29693, 0.357052, 0.04, -1.50418, 11.5355, 11.1674, 0.249098, -0.248772, 7.74893e-06, 0.00389419, 0.000100796
33421, 1.91031, 1.68337, 0.362135, 0.05, -1.37094, 12.9801, 13.3448, 0.251411, -0.25089, 7.74894e-06, 0.0062096, 0.000100796
33431, 4.33412, 2.89132, 0.357468, 0.06, -1.26225, 9.48088, 11.2445, 0.249098, -0.248945, 7.74893e-06, 0.00183019, 0.000100796
33441, 7.72439, 5.95863, 0.362169, 0.07, -1.18511, 5.60648, 7.3596, 0.251411, -0.250904, 7.74894e-06, 0.00604054, 0.000100796
33451, 9.2802, 7.80193, 0.362554, 0.08, -1.12901, 4.5511, 5.60297, 0.251411, -0.251064, 7.74893e-06, 0.00412863, 0.000100796
33461, 6.88427, 6.99999, 0.333482, 0.09, -1.06239, 7.71724, 6.66537, 0.238173, -0.238951, 7.74894e-06, -0.00926536, 0.000100796
33471, 3.8963, 5.34783, 0.335727, 0.1, -0.971229, 11.9107, 9.44582, 0.240277, -0.239886, 7.74893e-06, 0.00466135, 0.000100796
33481, 3.20715, 4.72107, 0.340623, 0.11, -0.866042, 12.6365, 10.5257, 0.242421, -0.241926, 7.74894e-06, 0.00589189, 0.000100796
33490, 4.49129, 4.85674, 0.336312, 0.12, -0.760854, 10.5222, 10.1856, 0.240277, -0.24013, 7.74893e-06, 0.00175725, 0.000100796
33501, 6.8117, 5.79951, 0.340671, 0.13, -0.669692, 7.69971, 9.1022, 0.242421, -0.241946, 7.74894e-06, 0.00565401, 0.000100796
33511, 8.15446, 6.38683, 0.336316, 0.14, -0.589049, 6.31825, 8.41849, 0.240277, -0.240132, 7.74893e-06, 0.00173777, 0.000100796
33521, 6.69453, 6.61035, 0.335959, 0.15, -0.501393, 8.7656, 8.41849, 0.240277, -0.239983, 7.74894e-06, 0.003509, 0.000100796
33531, 4.88516, 5.72663, 0.322302, 0.16, -0.406724, 10.8448, 9.44231, 0.234079, -0.234292, 7.74893e-06, -0.00254448, 0.000100796
33541, 3.7497, 4.53396, 0.316803, 0.17, -0.301537, 11.9212, 10.8693, 0.232086, -0.232001, 7.74894e-06, 0.00101709, 0.000100796
33551, 4.65776, 4.72654, 0.320733, 0.18, -0.192843, 10.5257, 10.5257, 0.234079, -0.233639, 7.74893e-06, 0.00524577, 0.000100796
33561, 5.54607, 4.77402, 0.30399, 0.19, -0.0981748, 8.77612, 9.82098, 0.226317, -0.226662, 7.74894e-06, -0.00411412, 0.000100796
33571, 5.29228, 4.93131, 0.279137, 0.2, -0.0105187, 8.41147, 8.7621, 0.215637, -0.216307, 7.74893e-06, -0.00798567, 0.000100796
33581, 3.86875, 4.31365, 0.266213, 0.21, 0.0841498, 9.80696, 9.11623, 0.210684, -0.210922, 7.74894e-06, -0.00283134, 0.000100796
33591, 3.24703, 3.53916, 0.261641, 0.22, 0.178818, 10.1611, 9.79995, 0.209086, -0.209017, 7.74893e-06, 0.000826478, 0.000100796
33601, 3.85858, 4.15612, 0.26478, 0.23, 0.269981, 9.12675, 8.78314, 0.210684, -0.210325, 7.74894e-06, 0.0042838, 0.000100796
33611, 3.95723, 4.02582, 0.251312, 0.24, 0.35413, 8.41498, 8.41498, 0.204442, -0.204714, 7.74893e-06, -0.003235, 0.000100796
33620, 3.44098, 3.52244, 0.234215, 0.25, 0.43828, 8.41147, 8.41147, 0.197167, -0.19759, 7.74894e-06, -0.00503321, 0.000100796
33631, 3.32157, 3.12694, 0.235917, 0.26, 0.525936, 8.39745, 8.75158, 0.198578, -0.198299, 7.74893e-06, 0.00333065, 0.000100796
33641, 3.4113, 3.45048, 0.236056, 0.27, 0.60658, 8.08539, 8.06786, 0.198578, -0.198357, 7.74894e-06, 0.00263867, 0.000100796
33651, 2.94426, 3.2438, 0.22101, 0.28, 0.683717, 8.06085, 7.72425, 0.19173, -0.192088, 7.74893e-06, -0.00426646, 0.000100796
33660, 2.80408, 3.42906, 0.222701, 0.29, 0.757348, 8.06436, 7.36311, 0.193059, -0.192792, 7.74894e-06, 0.00318147, 0.000100796
33671, 2.8549, 3.02117, 0.20864, 0.3, 0.830979, 7.3596, 7.3596, 0.186601, -0.186933, 7.74893e-06, -0.00396444, 0.000100796
33681, 3.11495, 3.00527, 0.213045, 0.31, 0.901104, 6.99846, 7.33856, 0.189128, -0.188769, 7.74894e-06, 0.00428131, 0.000100796
33691, 3.01934, 2.85236, 0.189582, 0.32, 0.971229, 6.31825, 6.67588, 0.178292, -0.178992, 7.74893e-06, -0.00834657, 0.000100796
33701, 2.62287, 2.69632, 0.18766, 0.33, 1.03434, 6.66186, 6.66186, 0.178292, -0.178192, 7.74894e-06, 0.00119537, 0.000100796
33711, 2.772, 3.11397, 0.187502, 0.34, 1.09745, 6.31124, 5.9536, 0.178292, -0.178126, 7.74893e-06, 0.00197691, 0.000100796
33721, 2.46304, 2.85344, 0.177806, 0.35, 1.15706, 6.30072, 5.95009, 0.173888, -0.174086, 7.74894e-06, -0.00236329, 0.000100796
33731, 2.5965, 2.74769, 0.177012, 0.36, 1.21316, 5.96061, 5.96762, 0.173888, -0.173755, 7.74893e-06, 0.00157973, 0.000100796
33741, 2.80299, 2.68351, 0.176947, 0.37, 1.27277, 5.60297, 5.94659, 0.173888, -0.173728, 7.74894e-06, 0.0019027, 0.000100796
