QGPIORecord, QRC v6.1.0, 20-12-2021 @ 23:31:22, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, desired_velocity, time, PositionB, SpeedA, SpeedB, y, x, P, nu, S
840251, 0.166857, 0.44067, -0.000631481, 3.54, 5.64154, 0, 0, 0.0997103, -0.0997369, 7.74894e-06, -0.000316657, 0.000100796
840261, 0.179989, 0.453314, 1.34826e-05, 3.55, 5.64154, 0, 0, 0.10003, -0.100006, 7.74893e-06, 0.000286452, 0.000100796
840270, 0.181323, 0.454608, 6.63042e-05, 3.56, 5.64154, 0, 0, 0.10003, -0.100028, 7.74894e-06, 2.41697e-05, 0.000100796
840281, 0.181691, 0.454972, 7.06315e-05, 3.57, 5.64154, 0, 0, 0.10003, -0.100029, 7.74893e-06, 2.68966e-06, 0.000100796
840291, 0.199124, 0.471869, 0.00077818, 3.58, 5.64154, 0, 0, 0.100351, -0.100324, 7.74894e-06, 0.000322588, 0.000100796
840301, 0.169447, 0.443217, -0.000573188, 3.59, 5.64154, 0, 0, 0.0997103, -0.0997612, 7.74893e-06, -0.000606157, 0.000100796
840310, 0.181513, 0.454834, 1.8239e-05, 3.6, 5.64154, 0, 0, 0.10003, -0.100008, 7.74894e-06, 0.000262752, 0.000100796
840321, 0.18276, 0.456045, 6.66976e-05, 3.61, 5.64154, 0, 0, 0.10003, -0.100028, 7.74893e-06, 2.22325e-05, 0.000100796
840331, 0.1661, 0.439913, -0.000631464, 3.62, 5.64154, 0, 0, 0.0997103, -0.0997369, 7.74894e-06, -0.000316814, 0.000100796
840341, 0.179232, 0.452556, 1.34826e-05, 3.63, 5.64154, 0, 0, 0.10003, -0.100006, 7.74893e-06, 0.000286445, 0.000100796
840351, 0.180566, 0.45385, 6.63042e-05, 3.64, 5.64154, 0, 0, 0.10003, -0.100028, 7.74894e-06, 2.41697e-05, 0.000100796
840360, 0.180933, 0.454215, 7.06315e-05, 3.65, 5.64154, 0, 0, 0.10003, -0.100029, 7.74893e-06, 2.68966e-06, 0.000100796
840371, 0.181222, 0.454503, 7.09891e-05, 3.66, 5.64154, 0, 0, 0.10003, -0.10003, 7.74894e-06, 9.31323e-07, 0.000100796
840381, 0.181504, 0.454785, 7.1007e-05, 3.67, 5.64154, 0, 0, 0.10003, -0.10003, 7.74893e-06, 7.82311e-07, 0.000100796
840391, 0.181785, 0.455066, 7.1007e-05, 3.68, 5.64154, 0, 0, 0.10003, -0.10003, 7.74894e-06, 7.7486e-07, 0.000100796
840400, 0.182067, 0.455348, 7.1007e-05, 3.69, 5.64154, 0, 0, 0.10003, -0.10003, 7.74893e-06, 7.7486e-07, 0.000100796
840411, 0.165327, 0.43914, -0.000631106, 3.7, 5.64154, 0, 0, 0.0997103, -0.099737, 7.74894e-06, -0.000318572, 0.000100796
840421, 0.111093, 0.386522, -0.00276509, 3.71, 5.64154, 0, 0, 0.0987659, -0.0988479, 7.74893e-06, -0.000977501, 0.000100796
840431, 0.146235, 0.420223, -0.000863403, 3.72, 5.64154, 0, 0, 0.0997103, -0.0996403, 7.74894e-06, 0.000834778, 0.000100796
840440, 0.163609, 0.436948, -5.52535e-06, 3.73, 5.64154, 0, 0, 0.10003, -0.0999977, 7.74893e-06, 0.000380769, 0.000100796
840451, 0.165291, 0.438577, 6.47485e-05, 3.74, 5.64154, 0, 0, 0.10003, -0.100027, 7.74894e-06, 3.19034e-05, 0.000100796
840461, 0.148666, 0.42248, -0.000631607, 3.75, 5.64154, 0, 0, 0.0997103, -0.0997368, 7.74893e-06, -0.000316024, 0.000100796
840471, 0.161801, 0.435126, 1.34647e-05, 3.76, 5.64154, 0, 0, 0.10003, -0.100006, 7.74894e-06, 0.000286505, 0.000100796
840480, 0.163135, 0.43642, 6.63042e-05, 3.77, 5.64154, 0, 0, 0.10003, -0.100028, 7.74893e-06, 2.41771e-05, 0.000100796
840491, 0.163503, 0.436784, 7.06315e-05, 3.78, 5.64154, 0, 0, 0.10003, -0.100029, 7.74894e-06, 2.68966e-06, 0.000100796
840501, 0.163792, 0.437073, 7.09891e-05, 3.79, 5.64154, 0, 0, 0.10003, -0.10003, 7.74893e-06, 9.31323e-07, 0.000100796
840511, 0.147053, 0.420865, -0.000631106, 3.8, 5.64154, 0, 0, 0.0997103, -0.099737, 7.74894e-06, -0.000318564, 0.000100796
840521, 0.160178, 0.433502, 1.35005e-05, 3.81, 5.64154, 0, 0, 0.10003, -0.100006, 7.74893e-06, 0.000286303, 0.000100796
840530, 0.0941517, 0.369541, -0.00271229, 3.82, 5.64154, 0, 0, 0.0987659, -0.0988699, 7.74894e-06, -0.00123964, 0.000100796
840541, 0.145348, 0.418802, -0.000156963, 3.83, 5.64154, 0, 0, 0.10003, -0.0999346, 7.74893e-06, 0.00113265, 0.000100796
840551, 0.1498, 0.423095, 5.23388e-05, 3.84, 5.64154, 0, 0, 0.10003, -0.100022, 7.74894e-06, 9.34824e-05, 0.000100796
840561, 0.133403, 0.407217, -0.000632626, 3.85, 5.64154, 0, 0, 0.0997103, -0.0997364, 7.74893e-06, -0.00031098, 0.000100796
840570, 0.146556, 0.41988, 1.33753e-05, 3.86, 5.64154, 0, 0, 0.10003, -0.100006, 7.74894e-06, 0.000286922, 0.000100796
840581, 0.147891, 0.421176, 6.62863e-05, 3.87, 5.64154, 0, 0, 0.10003, -0.100028, 7.74893e-06, 2.42144e-05, 0.000100796
840591, 0.425954, 0.421541, 7.06315e-05, 3.88, 5.64154, -0.347118, 0, 0.10003, -0.100029, 7.74894e-06, 2.69711e-06, 0.000100796
840601, 0.193951, 0.421829, 7.09891e-05, 3.89, 5.64154, 0, 0, 0.10003, -0.10003, 7.74893e-06, 9.31323e-07, 0.000100796
840611, -0.0834614, 0.422111, 7.1007e-05, 3.9, 5.64154, 0.347118, 0, 0.10003, -0.10003, 7.74894e-06, 7.82311e-07, 0.000100796
840621, 0.13209, 0.405903, -0.000631106, 3.91, 5.64154, 0, 0, 0.0997103, -0.099737, 7.74893e-06, -0.000318572, 0.000100796
840631, 0.16236, 0.435149, 0.000720692, 3.92, 5.64154, 0, 0, 0.100351, -0.1003, 7.74894e-06, 0.00060796, 0.000100796
840641, 0.133736, 0.407508, -0.000577891, 3.93, 5.64154, 0, 0, 0.0997103, -0.0997592, 7.74893e-06, -0.000582777, 0.000100796
840650, 0.145888, 0.419209, 1.78635e-05, 3.94, 5.64154, 0, 0, 0.10003, -0.100007, 7.74894e-06, 0.00026466, 0.000100796
840660, 0.147141, 0.420426, 6.66618e-05, 3.95, 5.64154, 0, 0, 0.10003, -0.100028, 7.74893e-06, 2.2389e-05, 0.000100796
840671, 0.130481, 0.404294, -0.000631464, 3.96, 5.64154, 0, 0, 0.0997103, -0.0997369, 7.74894e-06, -0.000316806, 0.000100796
840681, 0.424113, 0.416938, 1.34826e-05, 3.97, 5.64154, -0.350624, 0, 0.10003, -0.100006, 7.74893e-06, 0.000286445, 0.000100796
840691, 0.190809, 0.418232, 6.63042e-05, 3.98, 5.64154, 0, 0, 0.10003, -0.100028, 7.74894e-06, 2.41697e-05, 0.000100796
840700, -0.0375163, 0.468784, 0.00220764, 3.99, 5.64154, 0.350624, 0, 0.101002, -0.10092, 7.74893e-06, 0.000974678, 0.000100796
840711, 0.227644, 0.498626, 0.00310575, 4, 5.64154, 0, 0, 0.10133, -0.101294, 7.74894e-06, 0.000432588, 0.000100796
840721, 0.172411, 0.445503, 0.000319576, 4.01, 5.64154, 0, 0, 0.10003, -0.100133, 7.74893e-06, -0.00123335, 0.000100796
840731, 0.168145, 0.441411, 9.13739e-05, 4.02, 5.64154, 0, 0, 0.10003, -0.100038, 7.74894e-06, -0.000100307, 0.000100796
840740, 0.168054, 0.441334, 7.26879e-05, 4.03, 5.64154, 0, 0, 0.10003, -0.10003, 7.74893e-06, -7.50273e-06, 0.000100796
840751, 0.151284, 0.425097, -0.000630963, 4.04, 5.64154, 0, 0, 0.0997103, -0.0997371, 7.74894e-06, -0.00031925, 0.000100796
840761, 0.0970472, 0.372477, -0.00276507, 4.05, 5.64154, 0, 0, 0.0987659, -0.0988479, 7.74893e-06, -0.000977561, 0.000100796
840771, 0.345806, 0.341386, -0.00362227, 4.06, 5.64154, -0.350624, 0, 0.0984555, -0.0984907, 7.74894e-06, -0.000420064, 0.000100796
840780, 0.179012, 0.40666, -0.000231493, 4.07, 5.64154, 0, 0, 0.10003, -0.0999035, 7.74893e-06, 0.00150271, 0.000100796
840791, 0.184827, 0.412265, 4.62413e-05, 4.08, 5.64154, 0, 0, 0.10003, -0.100019, 7.74894e-06, 0.000123791, 0.000100796
840801, -0.109153, 0.396494, -0.000633127, 4.09, 5.64154, 0.347118, 0, 0.0997103, -0.0997362, 7.74893e-06, -0.000308499, 0.000100796
840811, 0.1363, 0.409167, 1.33395e-05, 4.1, 5.64154, 0, 0, 0.10003, -0.100006, 7.74894e-06, 0.000287123, 0.000100796
840821, 0.418136, 0.410463, 6.62863e-05, 4.11, 5.64154, -0.350624, 0, 0.10003, -0.100028, 7.74893e-06, 2.42293e-05, 0.000100796
840830, 0.166846, 0.394339, -0.000631481, 4.12, 5.64154, 0, 0, 0.0997103, -0.0997369, 7.74894e-06, -0.00031665, 0.000100796
840841, -0.0977162, 0.406983, 1.34826e-05, 4.13, 5.64154, 0.347118, 0, 0.10003, -0.100006, 7.74893e-06, 0.000286452, 0.000100796
840851, 0.118888, 0.391787, -0.000635809, 4.14, 5.64154, 0, 0, 0.0997103, -0.0997351, 7.74894e-06, -0.000295177, 0.000100796
840861, 0.1321, 0.404507, 1.31249e-05, 4.15, 5.64154, 0, 0, 0.10003, -0.100005, 7.74893e-06, 0.000288218, 0.000100796
840870, 0.431084, 0.422416, 0.00077346, 4.16, 5.64154, -0.350624, 0, 0.100351, -0.100322, 7.74894e-06, 0.000345975, 0.000100796
840881, 0.166856, 0.393847, -0.000573564, 4.17, 5.64154, 0, 0, 0.0997103, -0.099761, 7.74893e-06, -0.000604235, 0.000100796
840891, -0.098765, 0.405472, 1.82211e-05, 4.18, 5.64154, 0.347118, 0, 0.10003, -0.100008, 7.74894e-06, 0.000262901, 0.000100796
840901, 0.134773, 0.406682, 6.66797e-05, 4.19, 5.64154, 0, 0, 0.10003, -0.100028, 7.74893e-06, 2.224e-05, 0.000100796
840910, 0.135134, 0.407039, 7.06494e-05, 4.2, 5.64154, 0, 0, 0.10003, -0.100029, 7.74894e-06, 2.5332e-06, 0.000100796
840921, 0.415921, 0.407327, 7.09891e-05, 4.21, 5.64154, -0.350624, 0, 0.10003, -0.10003, 7.74893e-06, 9.23872e-07, 0.000100796
840931, 0.164545, 0.39112, -0.000631106, 4.22, 5.64154, 0, 0, 0.0997103, -0.099737, 7.74894e-06, -0.000318564, 0.000100796
840941, -0.102829, 0.403757, 1.35005e-05, 4.23, 5.64154, 0.350624, 0, 0.10003, -0.100006, 7.74893e-06, 0.000286303, 0.000100796
840950, 0.133142, 0.405051, 6.63042e-05, 4.24, 5.64154, 0, 0, 0.10003, -0.100028, 7.74894e-06, 2.41622e-05, 0.000100796
840961, 0.13351, 0.405415, 7.06315e-05, 4.25, 5.64154, 0, 0, 0.10003, -0.100029, 7.74893e-06, 2.68966e-06, 0.000100796
840971, 0.428637, 0.422312, 0.00077818, 4.26, 5.64154, -0.347118, 0, 0.100351, -0.100324, 7.74894e-06, 0.000322588, 0.000100796
840981, 0.183691, 0.410149, 0.000128943, 4.27, 5.64154, 0, 0, 0.10003, -0.100054, 7.74893e-06, -0.00028681, 0.000100796
840991, -0.0975868, 0.409411, 7.57635e-05, 4.28, 5.64154, 0.350624, 0, 0.10003, -0.100032, 7.74894e-06, -2.27839e-05, 0.000100796
841000, 0.137245, 0.409609, 7.14004e-05, 4.29, 5.64154, 0, 0, 0.10003, -0.10003, 7.74893e-06, -1.15484e-06, 0.000100796
841011, 0.13752, 0.409884, 7.10428e-05, 4.3, 5.64154, 0, 0, 0.10003, -0.10003, 7.74894e-06, 6.18398e-07, 0.000100796
841021, 0.4183, 0.410164, 7.1007e-05, 4.31, 5.64154, -0.350624, 0, 0.10003, -0.10003, 7.74893e-06, 7.59959e-07, 0.000100796
841031, 0.183944, 0.410446, 7.1007e-05, 4.32, 5.64154, 0, 0, 0.10003, -0.10003, 7.74894e-06, 7.7486e-07, 0.000100796
841040, -0.113295, 0.394238, -0.000631106, 4.33, 5.64154, 0.350624, 0, 0.0997103, -0.099737, 7.74893e-06, -0.000318572, 0.000100796
841051, 0.134468, 0.406875, 1.35005e-05, 4.34, 5.64154, 0, 0, 0.10003, -0.100006, 7.74894e-06, 0.000286303, 0.000100796
841061, 0.11878, 0.39168, -0.000635809, 4.35, 5.64154, 0, 0, 0.0997103, -0.0997351, 7.74893e-06, -0.000295185, 0.000100796
841071, 0.412491, 0.4044, 1.31249e-05, 4.36, 5.64154, -0.350624, 0, 0.10003, -0.100005, 7.74894e-06, 0.000288218, 0.000100796
841080, 0.179194, 0.4057, 6.62684e-05, 4.37, 5.64154, 0, 0, 0.10003, -0.100028, 7.74893e-06, 2.43187e-05, 0.000100796
841091, -0.117958, 0.389576, -0.000631481, 4.38, 5.64154, 0.350624, 0, 0.0997103, -0.0997369, 7.74894e-06, -0.000316642, 0.000100796
841101, 0.0459095, 0.320939, -0.00344751, 4.39, 5.64154, 0, 0, 0.0984555, -0.0985635, 7.74893e-06, -0.00128773, 0.000100796
841111, 0.110556, 0.383138, -0.00021717, 4.4, 5.64154, 0, 0, 0.10003, -0.0999095, 7.74894e-06, 0.00143164, 0.000100796
841121, 0.393804, 0.388491, 4.74036e-05, 4.41, 5.64154, -0.347118, 0, 0.10003, -0.10002, 7.74893e-06, 0.000117972, 0.000100796
841131, 0.162226, 0.389188, 6.90758e-05, 4.42, 5.64154, 0, 0, 0.10003, -0.100029, 7.74894e-06, 1.03787e-05, 0.000100796
841141, -0.132173, 0.373014, -0.000631267, 4.43, 5.64154, 0.347118, 0, 0.0997103, -0.099737, 7.74893e-06, -0.000317782, 0.000100796
841151, 0.113247, 0.385654, 1.34826e-05, 4.44, 5.64154, 0, 0, 0.10003, -0.100006, 7.74894e-06, 0.000286371, 0.000100796
841161, 0.39508, 0.386948, 6.63042e-05, 4.45, 5.64154, -0.350624, 0, 0.10003, -0.100028, 7.74893e-06, 2.41697e-05, 0.000100796
841170, 0.212616, 0.4375, 0.00220764, 4.46, 5.64154, 0, 0, 0.101002, -0.10092, 7.74894e-06, 0.000974678, 0.000100796
841181, 0.243139, 0.467342, 0.00310575, 4.47, 5.64154, 0, 0, 0.10133, -0.101294, 7.74893e-06, 0.000432588, 0.000100796
841191, 0.187905, 0.414219, 0.000319576, 4.48, 5.64154, 0, 0, 0.10003, -0.100133, 7.74894e-06, -0.00123335, 0.000100796
841201, 0.18364, 0.410127, 9.13739e-05, 4.49, 5.64154, 0, 0, 0.10003, -0.100038, 7.74893e-06, -0.000100307, 0.000100796
841210, 0.116189, 0.344795, -0.00270592, 4.5, 5.64154, 0, 0, 0.0987659, -0.0988725, 7.74894e-06, -0.00127131, 0.000100796
841221, 0.167269, 0.393943, -0.000156444, 4.51, 5.64154, 0, 0, 0.10003, -0.0999348, 7.74893e-06, 0.00113006, 0.000100796
841231, 0.171711, 0.398227, 5.23746e-05, 4.52, 5.64154, 0, 0, 0.10003, -0.100022, 7.74894e-06, 9.32738e-05, 0.000100796
841241, 0.172334, 0.398837, 6.94871e-05, 4.53, 5.64154, 0, 0, 0.10003, -0.100029, 7.74893e-06, 8.3521e-06, 0.000100796
841250, 0.172643, 0.399145, 7.08818e-05, 4.54, 5.64154, 0, 0, 0.10003, -0.10003, 7.74894e-06, 1.39326e-06, 0.000100796
841261, 0.172927, 0.399429, 7.1007e-05, 4.55, 5.64154, 0, 0, 0.10003, -0.10003, 7.74893e-06, 8.27014e-07, 0.000100796
841271, 0.225014, 0.449898, 0.00220801, 4.56, 5.64154, 0, 0, 0.101002, -0.10092, 7.74894e-06, 0.000972763, 0.000100796
841281, 0.25553, 0.479733, 0.00310577, 4.57, 5.64154, 0, 0, 0.10133, -0.101294, 7.74893e-06, 0.000432439, 0.000100796
841291, 0.200296, 0.42661, 0.000319576, 4.58, 5.64154, 0, 0, 0.10003, -0.100133, 7.74894e-06, -0.00123336, 0.000100796
841300, 0.17901, 0.406028, -0.000610739, 4.59, 5.64154, 0, 0, 0.0997103, -0.0997455, 7.74893e-06, -0.000419654, 0.000100796
841311, 0.208907, 0.434915, 0.000722373, 4.6, 5.64154, 0, 0, 0.100351, -0.100301, 7.74894e-06, 0.000599675, 0.000100796
841321, 0.129913, 0.35848, -0.00265422, 4.61, 5.64154, 0, 0, 0.0987659, -0.0988941, 7.74893e-06, -0.00152791, 0.000100796
841331, 0.163027, 0.39023, -0.000854319, 4.62, 5.64154, 0, 0, 0.0997103, -0.099644, 7.74894e-06, 0.000789694, 0.000100796
841340, 0.19738, 0.423403, 0.000702417, 4.63, 5.64154, 0, 0, 0.100351, -0.100293, 7.74893e-06, 0.00069873, 0.000100796
841351, 0.169089, 0.396084, -0.000579393, 4.64, 5.64154, 0, 0, 0.0997103, -0.0997586, 7.74894e-06, -0.000575341, 0.000100796
841361, 0.181269, 0.407812, 1.77383e-05, 4.65, 5.64154, 0, 0, 0.10003, -0.100007, 7.74893e-06, 0.00026527, 0.000100796
841371, 0.251852, 0.476191, 0.00292638, 4.66, 5.64154, 0, 0, 0.10133, -0.101219, 7.74894e-06, 0.00132315, 0.000100796
841380, 0.199899, 0.426224, 0.000304878, 4.67, 5.64154, 0, 0, 0.10003, -0.100127, 7.74893e-06, -0.00116041, 0.000100796
841391, 0.195903, 0.422391, 9.01759e-05, 4.68, 5.64154, 0, 0, 0.10003, -0.100038, 7.74894e-06, -9.43318e-05, 0.000100796
841401, 0.195834, 0.422335, 7.25806e-05, 4.69, 5.64154, 0, 0, 0.10003, -0.10003, 7.74893e-06, -7.01845e-06, 0.000100796
841411, 0.247892, 0.472776, 0.00220814, 4.7, 5.64154, 0, 0, 0.101002, -0.10092, 7.74894e-06, 0.000972122, 0.000100796
841420, 0.296055, 0.519706, 0.00383381, 4.71, 5.64154, 0, 0, 0.101661, -0.101597, 7.74893e-06, 0.000763521, 0.000100796
841431, 0.210482, 0.437283, -0.000322902, 4.72, 5.64154, 0, 0, 0.0997103, -0.0998655, 7.74894e-06, -0.00184877, 0.000100796
841441, 0.217969, 0.444496, 3.8749e-05, 4.73, 5.64154, 0, 0, 0.10003, -0.100016, 7.74893e-06, 0.00016097, 0.000100796
841451, 0.218841, 0.445345, 6.83606e-05, 4.74, 5.64154, 0, 0, 0.10003, -0.100028, 7.74894e-06, 1.38953e-05, 0.000100796
841461, 0.20215, 0.429184, -0.000631321, 4.75, 5.64154, 0, 0, 0.0997103, -0.099737, 7.74893e-06, -0.000317492, 0.000100796
841470, 0.215279, 0.441825, 1.34826e-05, 4.76, 5.64154, 0, 0, 0.10003, -0.100006, 7.74894e-06, 0.000286393, 0.000100796
841481, 0.199592, 0.42663, -0.000635809, 4.77, 5.64154, 0, 0, 0.0997103, -0.0997351, 7.74893e-06, -0.000295177, 0.000100796
841491, 0.212804, 0.43935, 1.31249e-05, 4.78, 5.64154, 0, 0, 0.10003, -0.100005, 7.74894e-06, 0.000288218, 0.000100796
841501, 0.214144, 0.44065, 6.62684e-05, 4.79, 5.64154, 0, 0, 0.10003, -0.100028, 7.74893e-06, 2.43187e-05, 0.000100796
841510, 0.214512, 0.441015, 7.06315e-05, 4.8, 5.64154, 0, 0, 0.10003, -0.100029, 7.74894e-06, 2.70456e-06, 0.000100796
841521, 0.214801, 0.441303, 7.09891e-05, 4.81, 5.64154, 0, 0, 0.10003, -0.10003, 7.74893e-06, 9.31323e-07, 0.000100796
841531, 0.232227, 0.458193, 0.000778198, 4.82, 5.64154, 0, 0, 0.100351, -0.100324, 7.74894e-06, 0.000322439, 0.000100796
841541, 0.288898, 0.51319, 0.00298866, 4.83, 5.64154, 0, 0, 0.10133, -0.101245, 7.74893e-06, 0.00101389, 0.000100796
841550, 0.218786, 0.445639, -0.000392121, 4.84, 5.64154, 0, 0, 0.0997103, -0.0998366, 7.74894e-06, -0.00150508, 0.000100796
841561, 0.22754, 0.454071, 3.30806e-05, 4.85, 5.64154, 0, 0, 0.10003, -0.100014, 7.74893e-06, 0.000189118, 0.000100796
841571, 0.228515, 0.45502, 6.79135e-05, 4.86, 5.64154, 0, 0, 0.10003, -0.100028, 7.74894e-06, 1.61976e-05, 0.000100796
841581, 0.228853, 0.455356, 7.07567e-05, 4.87, 5.64154, 0, 0, 0.10003, -0.100029, 7.74893e-06, 2.03401e-06, 0.000100796
841590, 0.212119, 0.439153, -0.000631124, 4.88, 5.64154, 0, 0, 0.0997103, -0.099737, 7.74894e-06, -0.000318468, 0.000100796
841601, 0.225244, 0.45179, 1.35005e-05, 4.89, 5.64154, 0, 0, 0.10003, -0.100006, 7.74893e-06, 0.000286311, 0.000100796
841611, 0.226578, 0.453084, 6.63042e-05, 4.9, 5.64154, 0, 0, 0.10003, -0.100028, 7.74894e-06, 2.41622e-05, 0.000100796
841621, 0.226946, 0.453448, 7.06315e-05, 4.91, 5.64154, 0, 0, 0.10003, -0.100029, 7.74893e-06, 2.68966e-06, 0.000100796
841631, 0.227234, 0.453736, 7.09891e-05, 4.92, 5.64154, 0, 0, 0.10003, -0.10003, 7.74894e-06, 9.31323e-07, 0.000100796
841640, 0.210495, 0.437529, -0.000631106, 4.93, 5.64154, 0, 0, 0.0997103, -0.099737, 7.74893e-06, -0.000318564, 0.000100796
841651, 0.22362, 0.450166, 1.35005e-05, 4.94, 5.64154, 0, 0, 0.10003, -0.100006, 7.74894e-06, 0.000286303, 0.000100796
841661, 0.157594, 0.386205, -0.00271229, 4.95, 5.64154, 0, 0, 0.0987659, -0.0988699, 7.74893e-06, -0.00123964, 0.000100796
841671, 0.208791, 0.435466, -0.000156963, 4.96, 5.64154, 0, 0, 0.10003, -0.0999346, 7.74894e-06, 0.00113265, 0.000100796
841680, 0.213243, 0.439759, 5.23388e-05, 4.97, 5.64154, 0, 0, 0.10003, -0.100022, 7.74893e-06, 9.34824e-05, 0.000100796
841691, 0.196845, 0.42388, -0.000632626, 4.98, 5.64154, 0, 0, 0.0997103, -0.0997364, 7.74894e-06, -0.00031098, 0.000100796
841701, 0.209998, 0.436544, 1.33753e-05, 4.99, 5.64154, 0, 0, 0.10003, -0.100006, 7.74893e-06, 0.000286922, 0.000100796
841711, 0.211334, 0.43784, 6.62863e-05, 5, 5.64154, 0, 0, 0.10003, -0.100028, 7.74894e-06, 2.42144e-05, 0.000100796
