QGPIORecord, QRC v6.1.0, 21-12-2021 @ 00:17:23, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, desired_velocity, time, PositionB, SpeedA, SpeedB, GetFrontDistance, xhat, Phat, nu, S
36521, 0, 0, 0, 0, -4.64928, 0, 0, 0.249098, -0.249121, 8.37585e-06, -0.00231229, 0.000862715
36531, 8.80804, 8.53279, 0.363332, 0.01, -4.64928, 0, 0, 0.251411, -0.251388, 8.37585e-06, 0.00228962, 0.000862715
36541, 10.1142, 9.8431, 0.357805, 0.02, -4.64928, 0, 0, 0.249098, -0.249085, 8.37585e-06, 0.00134347, 0.000862715
36551, 7.3236, 6.93406, 0.357752, 0.03, -4.59668, 5.25936, 5.58194, 0.249098, -0.249063, 8.37585e-06, 0.00359122, 0.000862715
36561, 3.1463, 3.12064, 0.363246, 0.04, -4.48098, 11.5601, 11.5566, 0.251411, -0.251353, 8.37585e-06, 0.00592501, 0.000862715
36571, 1.95891, 1.68051, 0.363299, 0.05, -4.34774, 12.9556, 13.3237, 0.251411, -0.251375, 8.37585e-06, 0.00369054, 0.000862715
36581, 3.69687, 3.0499, 0.341935, 0.06, -4.23905, 9.81748, 10.5187, 0.242421, -0.242473, 8.37585e-06, -0.0053207, 0.000862715
36591, 6.02407, 4.94043, 0.307951, 0.07, -4.16892, 5.96762, 7.023, 0.228207, -0.228313, 8.37585e-06, -0.0108471, 0.000862715
36601, 8.55975, 7.2753, 0.336312, 0.08, -4.11633, 4.20749, 5.25936, 0.240277, -0.24013, 8.37585e-06, 0.015044, 0.000862715
36611, 7.96615, 7.40775, 0.336583, 0.09, -4.06023, 5.93607, 5.92905, 0.240277, -0.240243, 8.37585e-06, 0.00351062, 0.000862715
36621, 5.41874, 6.30066, 0.336586, 0.1, -3.97608, 9.81748, 8.07838, 0.240277, -0.240244, 8.37585e-06, 0.00340025, 0.000862715
36631, 3.47997, 4.40967, 0.336586, 0.11, -3.86738, 12.3034, 10.8764, 0.240277, -0.240244, 8.37585e-06, 0.00339919, 0.000862715
36641, 3.62841, 3.88916, 0.34168, 0.12, -3.75518, 11.9282, 11.5881, 0.242421, -0.242366, 8.37585e-06, 0.00554262, 0.000862715
36651, 5.3556, 4.24447, 0.317169, 0.13, -3.6535, 8.76911, 10.1786, 0.232086, -0.232154, 8.37585e-06, -0.00686322, 0.000862715
36661, 7.26906, 5.65634, 0.321669, 0.14, -3.56935, 6.65134, 8.39745, 0.234079, -0.234029, 8.37585e-06, 0.00509679, 0.000862715
36671, 6.83359, 6.64371, 0.321712, 0.15, -3.49222, 7.70321, 7.35259, 0.234079, -0.234047, 8.37585e-06, 0.00326668, 0.000862715
36681, 5.56986, 6.29162, 0.316978, 0.16, -3.41157, 9.47387, 8.06786, 0.232086, -0.232074, 8.37585e-06, 0.00125676, 0.000862715
36690, 4.57595, 5.23332, 0.321667, 0.17, -3.3134, 10.8799, 9.83501, 0.234079, -0.234028, 8.37585e-06, 0.00517449, 0.000862715
36701, 3.66939, 3.41379, 0.277886, 0.18, -3.2047, 10.5012, 10.8413, 0.215637, -0.215786, 8.37585e-06, -0.0151746, 0.000862715
36711, 4.21179, 3.32919, 0.277467, 0.19, -3.09952, 9.47036, 10.5292, 0.215637, -0.215611, 8.37585e-06, 0.00263007, 0.000862715
36721, 4.91144, 4.15217, 0.277463, 0.2, -3.01186, 8.42199, 9.10922, 0.215637, -0.215609, 8.37585e-06, 0.00280046, 0.000862715
36731, 4.54343, 5.04265, 0.261895, 0.21, -2.93472, 8.40797, 7.37012, 0.209086, -0.209123, 8.37585e-06, -0.00374849, 0.000862715
36741, 4.00357, 4.67794, 0.265544, 0.22, -2.85759, 9.11623, 8.04683, 0.210684, -0.210643, 8.37585e-06, 0.00418024, 0.000862715
36751, 3.58404, 3.84453, 0.265579, 0.23, -2.76642, 9.46685, 9.12324, 0.210684, -0.210658, 8.37585e-06, 0.00269644, 0.000862715
36761, 3.59701, 3.07832, 0.250745, 0.24, -2.66825, 8.76911, 9.48088, 0.204442, -0.204477, 8.37585e-06, -0.00356007, 0.000862715
36771, 3.72653, 3.38852, 0.250603, 0.25, -2.58059, 8.41147, 8.75859, 0.204442, -0.204418, 8.37585e-06, 0.00247253, 0.000862715
36781, 3.47255, 3.36546, 0.233313, 0.26, -2.50346, 8.07137, 8.06786, 0.197167, -0.197214, 8.37585e-06, -0.00474457, 0.000862715
36791, 3.11211, 3.82242, 0.223385, 0.27, -2.42983, 8.05734, 7.00898, 0.193059, -0.193077, 8.37585e-06, -0.00182153, 0.000862715
