QGPIORecord, QRC v6.1.0, 05-12-2021 @ 01:30:16, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, PositionA, PositionB, SpeedA, SpeedB, FrontDistance, PendulumAngle, Time, ValueIn9, eA, ValueIn11
51820, 7.39585, 8.65796, 6.97041, 6.67939, 15.0558, 14.0004, 1.08786, 0.0307096, 0.48, 0, -0.0558023, 0
51830, 6.95938, 6.45359, 7.12819, 6.84068, 15.445, 16.1322, 1.04299, 0.00460644, 0.49, 0, -0.444995, 0
51841, 6.52524, 5.90588, 7.28597, 7.00898, 15.7816, 16.4828, 8.2674, -0.0199612, 0.5, 0, -0.781594, 0
51851, 7.21273, 6.87154, 7.43674, 7.15975, 15.0558, 15.4134, 2.76309, -0.0445289, 0.51, 0, -0.0558023, 0
51861, 7.91893, 8.71566, 7.58049, 7.3, 14.4071, 13.6849, 2.76309, -0.0690966, 0.52, 0, 0.592853, 0
51870, 8.07693, 8.52901, 7.72425, 7.44025, 14.3405, 14.025, 1.00171, -0.0921288, 0.53, 0, 0.659471, 0
51880, 6.94351, 6.72648, 7.87853, 7.59452, 15.4555, 15.7886, 1.08786, -0.115161, 0.54, 0, -0.455514, 0
51891, 6.55419, 6.27029, 8.03631, 7.75581, 15.75, 16.1007, 1.66222, -0.138193, 0.55, 0, -0.750038, 0
51901, 6.76364, 6.84273, 8.19058, 7.91008, 15.4625, 15.438, 0.69897, -0.158154, 0.56, 0, -0.462526, 0
51910, 7.52371, 7.9383, 8.33784, 8.05384, 14.7122, 14.3861, 0.718628, -0.178116, 0.57, 0, 0.287809, 0
51920, 7.57253, 8.42358, 8.4816, 8.19759, 14.7052, 14.025, 1.00171, -0.195006, 0.58, 0, 0.294822, 0
51931, 7.5683, 7.0148, 8.63237, 8.34836, 14.7473, 15.431, 3.54942, -0.211896, 0.59, 0, 0.252747, 0
51941, 6.87865, 6.20821, 8.78664, 8.50965, 15.4064, 16.1077, 3.54942, -0.227251, 0.6, 0, -0.406426, 0
51950, 6.41141, 6.79894, 8.94092, 8.66392, 15.7781, 15.4275, 8.2674, -0.239535, 0.61, 0, -0.778089, 0
51960, 7.04149, 8.23959, 9.09519, 8.80768, 15.1049, 14.0635, 8.2674, -0.251819, 0.62, 0, -0.10489, 0
51971, 7.84877, 8.43122, 9.23895, 8.94793, 14.3581, 14.0109, 3.54942, -0.261032, 0.63, 0, 0.64194, 0
51981, 7.93658, 7.04761, 9.3827, 9.0987, 14.3616, 15.3959, 0.784975, -0.267174, 0.64, 0, 0.638433, 0
51990, 6.84261, 6.15724, 9.53698, 9.26349, 15.438, 16.1533, 0.397953, -0.27178, 0.65, 0, -0.437983, 0
52000, 6.79937, 6.81481, 9.69125, 9.41426, 15.4205, 15.4064, 1.04299, -0.274851, 0.66, 0, -0.420451, 0
52011, 7.49982, 8.2739, 9.83851, 9.55451, 14.7297, 14.0285, 1.04299, -0.274851, 0.67, 0, 0.270278, 0
52021, 7.55, 8.81025, 9.98578, 9.69476, 14.7192, 13.6673, 8.2674, -0.273316, 0.68, 0, 0.280797, 0
52031, 7.56308, 7.08581, 10.133, 9.84553, 14.7437, 15.4064, 1.2494, -0.268709, 0.69, 0, 0.256253, 0
52040, 6.8469, 5.78473, 10.2873, 10.0138, 15.4275, 16.5354, 1.31458, -0.264103, 0.7, 0, -0.427464, 0
52050, 6.78585, 6.41475, 10.4416, 10.1681, 15.4275, 15.7641, 8.2674, -0.25489, 0.71, 0, -0.427464, 0
52061, 7.13401, 8.24741, 10.5924, 10.3084, 15.0558, 14.0004, 8.2674, -0.245677, 0.72, 0, -0.0558023, 0
52071, 7.87495, 8.75689, 10.7361, 10.4451, 14.3756, 13.6673, 8.2674, -0.234929, 0.73, 0, 0.624409, 0
52080, 7.5665, 7.37602, 10.8834, 10.5994, 14.7367, 15.0944, 8.2674, -0.221109, 0.74, 0, 0.263266, 0
52090, 6.8436, 5.8377, 11.0376, 10.7642, 15.4275, 16.4793, 8.2674, -0.20729, 0.75, 0, -0.427464, 0
52101, 6.39652, 6.41397, 11.1919, 10.9184, 15.7781, 15.7641, 0.718628, -0.191935, 0.76, 0, -0.778089, 0
52111, 7.47827, 8.2389, 11.3427, 11.0622, 14.6947, 14.0074, 0.516429, -0.175045, 0.77, 0, 0.305341, 0
52120, 7.85, 8.34976, 11.4864, 11.1989, 14.3966, 14.0355, 0.52696, -0.155084, 0.78, 0, 0.603371, 0
52130, 7.57329, 7.31008, 11.6337, 11.3497, 14.7262, 15.1049, 6.20328, -0.136658, 0.79, 0, 0.273785, 0
52141, 6.84031, 6.16787, 11.788, 11.511, 15.4275, 16.1287, 2.07505, -0.116697, 0.8, 0, -0.427464, 0
52151, 6.78699, 6.80965, 11.9423, 11.6653, 15.4205, 15.3994, 2.07505, -0.0951998, 0.81, 0, -0.420451, 0
52161, 7.13229, 7.89914, 12.0895, 11.809, 15.0523, 14.3581, 8.2674, -0.0737031, 0.82, 0, -0.0522966, 0
52170, 7.83899, 8.33439, 12.2368, 11.9493, 14.4036, 14.046, 8.2674, -0.0522063, 0.83, 0, 0.596358, 0
52180, 7.56899, 7.35111, 12.384, 12.1, 14.7262, 15.0628, 8.2674, -0.0291741, 0.84, 0, 0.273785, 0
52191, 6.8862, 5.82115, 12.5348, 12.2648, 15.3819, 16.4443, 0.445482, -0.0076774, 0.85, 0, -0.381883, 0
52201, 7.15594, 6.71512, 12.6891, 12.4226, 15.0874, 15.445, 0.453242, 0.0138193, 0.86, 0, -0.0873585, 0
52210, 7.14346, 8.21116, 12.8399, 12.5629, 15.0874, 14.0285, 1.04299, 0.0353161, 0.87, 0, -0.0873585, 0
52220, 7.49772, 8.34217, 12.9871, 12.6996, 14.7543, 14.0355, 1.04299, 0.0552773, 0.88, 0, 0.245734, 0
52231, 7.2124, 7.33338, 13.1379, 12.8539, 15.0453, 15.0768, 0.761519, 0.0752385, 0.89, 0, -0.0452833, 0
52241, 7.15189, 5.78598, 13.2887, 13.0152, 15.0944, 16.4723, 0.784975, 0.0936643, 0.9, 0, -0.0943708, 0
52250, 6.77168, 6.71454, 13.4429, 13.1694, 15.4275, 15.438, 0.809944, 0.11209, 0.91, 0, -0.427464, 0
52260, 7.09668, 8.20386, 13.5902, 13.3097, 15.0768, 14.0285, 1.08786, 0.127445, 0.92, 0, -0.0768394, 0
52271, 7.8462, 8.72863, 13.7375, 13.4464, 14.3861, 13.6778, 8.2674, 0.1428, 0.93, 0, 0.61389, 0
52281, 7.58643, 7.38487, 13.8847, 13.6007, 14.7017, 15.0698, 8.2674, 0.155084, 0.94, 0, 0.298328, 0
52290, 7.59814, 6.22451, 14.032, 13.7585, 14.7297, 16.1147, 0.69897, 0.167367, 0.95, 0, 0.270278, 0
52300, 6.86467, 6.8181, 14.1863, 13.9163, 15.431, 15.431, 0.69897, 0.178116, 0.96, 0, -0.43097, 0
52311, 6.80698, 7.54794, 14.3405, 14.06, 15.4275, 14.7122, 2.26269, 0.187329, 0.97, 0, -0.427464, 0
52321, 6.78068, 8.36497, 14.4913, 14.2003, 15.3959, 14.0074, 0.410438, 0.195006, 0.98, 0, -0.395908, 0
52331, 7.81663, 7.69217, 14.6386, 14.3475, 14.4036, 14.7473, 0.280164, 0.201148, 0.99, 0, 0.596358, 0
52340, 7.5698, 6.59331, 14.7823, 14.5053, 14.7052, 15.7781, 6.20328, 0.204219, 1, 0, 0.294822, 0
52350, 7.17954, 6.47062, 14.9366, 14.6631, 15.0979, 15.7886, 0.600679, 0.205754, 1.01, 0, -0.0978775, 0
52361, 6.43981, 7.55086, 15.0909, 14.8104, 15.7571, 14.7052, 0.646044, 0.20729, 1.02, 0, -0.757051, 0
52371, 7.45508, 8.33801, 15.2416, 14.9506, 14.7367, 14.0285, 1.04299, 0.205754, 1.03, 0, 0.263266, 0
52380, 7.89029, 8.08299, 15.3854, 15.0979, 14.3756, 14.3861, 1.08786, 0.202683, 1.04, 0, 0.624409, 0
52390, 7.60114, 6.65353, 15.5327, 15.2557, 14.7192, 15.7641, 0.895553, 0.196541, 1.05, 0, 0.280797, 0
52401, 6.83442, 6.13136, 15.6869, 15.4134, 15.452, 16.1392, 2.07505, 0.1904, 1.06, 0, -0.452007, 0
52411, 6.81234, 7.53985, 15.8412, 15.5607, 15.4134, 14.7122, 2.07505, 0.184258, 1.07, 0, -0.413439, 0
52420, 7.15091, 8.35302, 15.992, 15.701, 15.0523, 14.0109, 1.55902, 0.175045, 1.08, 0, -0.0522966, 0
52430, 7.86534, 8.44408, 16.1357, 15.8447, 14.3966, 14.0565, 1.55902, 0.165832, 1.09, 0, 0.603371, 0
52441, 7.61178, 6.70652, 16.283, 15.999, 14.7052, 15.7571, 0.718628, 0.155084, 1.1, 0, 0.294822, 0
52451, 7.24082, 5.8109, 16.4338, 16.1638, 15.0803, 16.4723, 2.48787, 0.1428, 1.11, 0, -0.0803461, 0
52460, 6.8549, 7.51926, 16.588, 16.311, 15.4205, 14.7297, 2.76309, 0.12898, 1.12, 0, -0.420451, 0
52470, 7.16159, 8.71982, 16.7388, 16.4513, 15.0874, 13.6743, 8.2674, 0.115161, 1.13, 0, -0.0873585, 0
52481, 7.17614, 8.1525, 16.8861, 16.595, 15.0628, 14.3616, 3.54942, 0.0998062, 1.14, 0, -0.0628147, 0
52491, 7.9431, 6.3212, 17.0333, 16.7528, 14.3581, 16.1077, 3.54942, 0.0844514, 1.15, 0, 0.64194, 0
52501, 7.22409, 6.12828, 17.1806, 16.9141, 15.0944, 16.1392, 1.55902, 0.0690966, 1.16, 0, -0.0943708, 0
52510, 7.19904, 7.50203, 17.3349, 17.0614, 15.1049, 14.7437, 1.66222, 0.0522063, 1.17, 0, -0.10489, 0
52520, 7.24968, 8.34544, 17.4856, 17.2016, 15.0453, 14.0109, 1.31458, 0.0353161, 1.18, 0, -0.0452833, 0
52531, 7.18917, 7.67986, 17.6329, 17.3489, 15.0944, 14.7437, 1.55902, 0.0184258, 1.19, 0, -0.0943708, 0
52541, 7.21816, 6.59308, 17.7837, 17.5067, 15.0558, 15.7641, 1.66222, 0.00153548, 1.2, 0, -0.0558023, 0
52550, 7.55376, 6.45695, 17.9344, 17.6644, 14.7437, 15.7886, 8.2674, -0.0138193, 1.21, 0, 0.256253, 0
52560, 7.21976, 7.54105, 18.0852, 17.8117, 15.0803, 14.7017, 0.895553, -0.0291741, 1.22, 0, -0.0803461, 0
52571, 7.23917, 8.30554, 18.236, 17.952, 15.0523, 14.046, 0.928316, -0.0460644, 1.23, 0, -0.0522966, 0
52581, 7.18152, 7.689, 18.3867, 18.0992, 15.0979, 14.7297, 0.573872, -0.0614192, 1.24, 0, -0.0978775, 0
52590, 7.59218, 6.58879, 18.534, 18.257, 14.7122, 15.7641, 0.573872, -0.0752385, 1.25, 0, 0.287809, 0
52600, 7.24724, 6.0782, 18.6848, 18.4183, 15.0628, 16.1287, 8.2674, -0.0905933, 1.26, 0, -0.0628147, 0
52611, 7.23828, 7.46889, 18.8355, 18.5655, 15.0628, 14.7192, 4.96481, -0.102877, 1.27, 0, -0.0628147, 0
52621, 6.84327, 8.67868, 18.9863, 18.7058, 15.4134, 13.6568, 4.96481, -0.115161, 1.28, 0, -0.413439, 0
52630, 7.48296, 8.03665, 19.1371, 18.8496, 14.7788, 14.4142, 0.69897, -0.125909, 1.29, 0, 0.22119, 0
52640, 7.22888, 6.26347, 19.2843, 19.0073, 15.0383, 16.1007, 0.69897, -0.136658, 1.3, 0, -0.038271, 0
52651, 7.54382, 6.04067, 19.4351, 19.1721, 14.7473, 16.1603, 4.96481, -0.145871, 1.31, 0, 0.252747, 0
52661, 7.21318, 7.09486, 19.5859, 19.3194, 15.0803, 15.0523, 8.2674, -0.153548, 1.32, 0, -0.0803461, 0
52671, 6.83497, 8.61996, 19.7401, 19.4561, 15.4134, 13.6603, 0.69897, -0.15969, 1.33, 0, -0.413439, 0
52680, 6.74891, 8.37504, 19.8944, 19.5999, 15.438, 14.0565, 3.54942, -0.165832, 1.34, 0, -0.437983, 0
52690, 7.48546, 6.23601, 20.0382, 19.7577, 14.7122, 16.1217, 3.54942, -0.170438, 1.35, 0, 0.287809, 0
52701, 7.92418, 6.10671, 20.1854, 19.919, 14.351, 16.0937, 3.54942, -0.171974, 1.36, 0, 0.648952, 0
52711, 7.21775, 7.45609, 20.3362, 20.0662, 15.0768, 14.7262, 1.19043, -0.173509, 1.37, 0, -0.0768394, 0
52720, 6.78214, 8.64171, 20.4905, 20.203, 15.4625, 13.6849, 1.2494, -0.173509, 1.38, 0, -0.462526, 0
52730, 6.78558, 8.06902, 20.6412, 20.3467, 15.3994, 14.3756, 8.2674, -0.173509, 1.39, 0, -0.399414, 0
52741, 7.45815, 6.59474, 20.792, 20.508, 14.7367, 15.7956, 2.07505, -0.171974, 1.4, 0, 0.263266, 0
52751, 7.91267, 6.16071, 20.9358, 20.6693, 14.3581, 16.0866, 2.26269, -0.167367, 1.41, 0, 0.64194, 0
52760, 7.19366, 7.09802, 21.0865, 20.8166, 15.0944, 15.0944, 8.2674, -0.162761, 1.42, 0, -0.0943708, 0
52770, 6.06453, 8.648, 21.2443, 20.9568, 16.1077, 13.6743, 1.55902, -0.156619, 1.43, 0, -1.10768, 0
52781, 7.03745, 8.06523, 21.3986, 21.0971, 15.0803, 14.3756, 0.52696, -0.150477, 1.44, 0, -0.0803461, 0
52791, 7.78647, 6.61797, 21.5424, 21.2548, 14.3896, 15.7711, 4.13916, -0.1428, 1.45, 0, 0.610384, 0
52800, 7.89679, 6.1141, 21.6861, 21.4161, 14.3686, 16.1287, 4.96481, -0.133587, 1.46, 0, 0.631421, 0
52810, 6.84429, 7.49321, 21.8404, 21.5669, 15.4064, 14.7297, 3.54942, -0.122838, 1.47, 0, -0.406426, 0
52820, 6.33845, 8.2923, 21.9982, 21.7036, 15.8132, 14.039, 4.96481, -0.11209, 1.48, 0, -0.81315, 0
52831, 7.44607, 8.08595, 22.1454, 21.8474, 14.7017, 14.351, 4.96481, -0.101342, 1.49, 0, 0.298328, 0
52841, 7.84382, 6.60745, 22.2892, 22.0052, 14.3791, 15.7781, 8.2674, -0.0890579, 1.5, 0, 0.620902, 0
52850, 7.54645, 6.11802, 22.4364, 22.1665, 14.7297, 16.1217, 8.2674, -0.076774, 1.51, 0, 0.270278, 0
52860, 6.84771, 7.86873, 22.5907, 22.3137, 15.3994, 14.3861, 8.2674, -0.0629547, 1.52, 0, -0.399414, 0
52871, 6.76752, 8.76707, 22.7415, 22.4505, 15.4205, 13.6498, 0.52696, -0.0491354, 1.53, 0, -0.420451, 0
52881, 7.45253, 7.75544, 22.8923, 22.5942, 14.7437, 14.7437, 0.52696, -0.0353161, 1.54, 0, 0.256253, 0
52890, 7.51614, 6.25561, 23.036, 22.759, 14.7192, 16.1392, 0.430751, -0.0214967, 1.55, 0, 0.280797, 0
52900, 7.52922, 6.10451, 23.1868, 22.9168, 14.7437, 16.1287, 4.96481, -0.0076774, 1.56, 0, 0.256253, 0
52911, 6.82076, 7.86193, 23.3411, 23.0641, 15.4205, 14.3861, 4.96481, 0.00614192, 1.57, 0, -0.420451, 0
52921, 6.39012, 8.76027, 23.4953, 23.2008, 15.7571, 13.6498, 8.2674, 0.0199612, 1.58, 0, -0.757051, 0
52930, 7.803, 7.76409, 23.6426, 23.3481, 14.3756, 14.7297, 8.2674, 0.0322451, 1.59, 0, 0.624409, 0
52940, 7.87673, 5.8918, 23.7863, 23.5094, 14.3896, 16.4653, 0.928316, 0.0445289, 1.6, 0, 0.610384, 0
52951, 7.2227, 6.43533, 23.9371, 23.6671, 15.0628, 15.7816, 2.76309, 0.0568128, 1.61, 0, -0.0628147, 0
52961, 6.42621, 8.25776, 24.0949, 23.8109, 15.7781, 14.025, 2.76309, 0.0690966, 1.62, 0, -0.778089, 0
52971, 6.67025, 8.38155, 24.2457, 23.9476, 15.4555, 14.039, 2.76309, 0.0783095, 1.63, 0, -0.455514, 0
52980, 7.82122, 7.38384, 24.3929, 24.0984, 14.351, 15.0698, 1.04299, 0.0875224, 1.64, 0, 0.648952, 0
52990, 8.28063, 6.21575, 24.5332, 24.2597, 14.018, 16.1217, 1.08786, 0.0967353, 1.65, 0, 0.982045, 0
53001, 7.25503, 6.82765, 24.6839, 24.414, 15.0768, 15.4205, 0.784975, 0.105948, 1.66, 0, -0.0768394, 0
53011, 6.07437, 7.92572, 24.8452, 24.5577, 16.1392, 14.3686, 0.391999, 0.11209, 1.67, 0, -1.13923, 0
53020, 6.69534, 8.36332, 24.996, 24.698, 15.4275, 14.053, 1.31458, 0.116697, 1.68, 0, -0.427464, 0
53030, 8.16301, 7.40606, 25.1398, 24.8522, 14.039, 15.0453, 4.96481, 0.121303, 1.69, 0, 0.961008, 0
53041, 8.31568, 6.18744, 25.28, 25.0135, 14.025, 16.1462, 4.96481, 0.124374, 1.7, 0, 0.975033, 0
53051, 6.94551, 6.83829, 25.4343, 25.1678, 15.3959, 15.4064, 4.96481, 0.127445, 1.71, 0, -0.395908, 0
53060, 6.05513, 7.89204, 25.5921, 25.3081, 16.1533, 14.3966, 1.66222, 0.12898, 1.72, 0, -1.15326, 0
53070, 7.46934, 8.39513, 25.7428, 25.4483, 14.7192, 14.018, 1.66222, 0.127445, 1.73, 0, 0.280797, 0
53081, 7.90706, 7.36953, 25.8866, 25.5991, 14.3581, 15.0768, 2.07505, 0.127445, 1.74, 0, 0.64194, 0
53091, 7.60883, 6.21589, 26.0338, 25.7604, 14.7122, 16.1147, 2.26269, 0.124374, 1.75, 0, 0.287809, 0
53100, 6.44935, 6.79404, 26.1916, 25.9146, 15.8026, 15.445, 1.2494, 0.121303, 1.76, 0, -0.802632, 0
53110, 6.3772, 7.93493, 26.3459, 26.0584, 15.7641, 14.351, 1.55902, 0.115161, 1.77, 0, -0.764063, 0
53121, 7.39146, 8.38276, 26.4967, 26.1986, 14.7437, 14.0285, 0.52696, 0.109019, 1.78, 0, 0.256253, 0
53131, 8.25031, 7.37496, 26.6334, 26.3494, 13.9969, 15.0698, 2.76309, 0.102877, 1.79, 0, 1.00308, 0
53141, 7.93417, 6.56589, 26.7772, 26.5072, 14.4142, 15.7956, 2.48787, 0.0951998, 1.8, 0, 0.58584, 0
53150, 6.92534, 7.25137, 26.9349, 26.658, 15.4064, 15.0698, 0.928316, 0.0875224, 1.81, 0, -0.406426, 0
53160, 6.47355, 8.00189, 27.0927, 26.8052, 15.7641, 14.3791, 2.07505, 0.0783095, 1.82, 0, -0.764063, 0
53171, 7.11721, 7.72382, 27.2435, 26.949, 15.0803, 14.7122, 2.07505, 0.0690966, 1.83, 0, -0.0803461, 0
53181, 7.48405, 6.97741, 27.3908, 27.1068, 14.7367, 15.4275, 8.2674, 0.0583483, 1.84, 0, 0.263266, 0
53190, 7.52937, 6.15973, 27.538, 27.2645, 14.7297, 16.1147, 8.2674, 0.0475999, 1.85, 0, 0.270278, 0
53200, 6.81519, 7.49838, 27.6923, 27.4153, 15.4134, 14.7543, 8.2674, 0.0368515, 1.86, 0, -0.413439, 0
53211, 6.76387, 8.36731, 27.8466, 27.5556, 15.4064, 13.9969, 1.04299, 0.0261032, 1.87, 0, -0.406426, 0
53221, 7.43545, 8.07819, 27.9938, 27.6958, 14.7437, 14.3896, 1.08786, 0.0138193, 1.88, 0, 0.256253, 0
53230, 7.87738, 6.63279, 28.1376, 27.8536, 14.3756, 15.7816, 0.646044, 0.00153548, 1.89, 0, 0.624409, 0
53240, 7.58823, 6.52503, 28.2849, 28.0114, 14.7192, 15.7781, 1.55902, -0.00921288, 1.9, 0, 0.280797, 0
53251, 6.47021, 7.57976, 28.4426, 28.1586, 15.7711, 14.7192, 1.66222, -0.0199612, 1.91, 0, -0.771076, 0
53261, 7.13218, 8.39193, 28.5934, 28.2989, 15.0698, 14.018, 3.54942, -0.0307096, 1.92, 0, -0.0698271, 0
53270, 7.50052, 8.13841, 28.7407, 28.4461, 14.7262, 14.3756, 3.10711, -0.041458, 1.93, 0, 0.273785, 0
53280, 7.91022, 6.67956, 28.8844, 28.6004, 14.3896, 15.7816, 3.10711, -0.0506709, 1.94, 0, 0.610384, 0
53291, 7.26391, 6.96557, 29.0352, 28.7582, 15.0558, 15.4205, 1.55902, -0.0583483, 1.95, 0, -0.0558023, 0
53301, 6.83516, 7.65058, 29.1895, 28.9055, 15.438, 14.7437, 1.55902, -0.0660257, 1.96, 0, -0.437983, 0
53311, 7.15865, 7.72964, 29.3402, 29.0492, 15.0874, 14.7052, 2.48787, -0.0737031, 1.97, 0, -0.0873585, 0
53320, 7.53993, 7.72927, 29.4875, 29.2, 14.7297, 14.7437, 1.19043, -0.0813805, 1.98, 0, 0.270278, 0
53330, 7.58239, 6.6425, 29.6348, 29.3543, 14.7262, 15.7641, 1.31458, -0.0875224, 1.99, 0, 0.273785, 0
53341, 6.87258, 7.28616, 29.789, 29.5085, 15.4064, 15.0803, 1.46795, -0.0921288, 2, 0, -0.406426, 0
53351, 6.77207, 7.27855, 29.9398, 29.6558, 15.445, 15.0768, 1.55902, -0.0967353, 2.01, 0, -0.444995, 0
