QGPIORecord, QRC v6.1.0, 05-12-2021 @ 22:34:25, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, PositionA, PositionB, SpeedA, SpeedB, FrontDistance, PendulumAngle, Time, ValueIn9, eA, errorA
59850, 0, 0, 64.0275, 63.8241, 0, 0, 2.76309, -0.0998062, 0, 0, 0.0393887, 0
59860, 4.8, 4.65, 64.0275, 63.8241, 0, 0, 8.2674, -0.0998062, 0.01, 0, 6, 6
59871, 5.5848, 5.4348, 64.0275, 63.8241, 0, 0, 6.20328, -0.0998062, 0.02, 0, 6, 6
59881, 3.84511, 3.78758, 64.059, 63.8522, 3.15562, 3.13809, 4.13916, -0.0982707, 0.03, 0, 2.84438, 2.84438
59890, 2.25366, 2.2462, 64.1151, 63.9118, 5.60999, 5.60999, 3.54942, -0.0967353, 0.04, 0, 0.390013, 0.390013
59900, 2.02417, 1.75103, 64.1747, 63.9749, 5.96061, 6.31474, 4.13916, -0.0936643, 0.05, 0, 0.0393887, 0.0393887
59911, 3.15693, 2.53321, 64.2203, 64.0275, 4.5511, 5.25235, 0.586964, -0.0875224, 0.06, 0, 1.4489, 1.4489
59921, 4.74333, 4.25597, 64.2484, 64.059, 2.80499, 3.15562, 1.31458, -0.0813805, 0.07, 0, 3.19501, 3.19501
59930, 4.60305, 4.63345, 64.2834, 64.0906, 3.50274, 3.14861, 1.2494, -0.0737031, 0.08, 0, 2.49726, 2.49726
59940, 3.80208, 3.91133, 64.329, 64.1362, 4.91224, 4.56162, 6.20328, -0.0660257, 0.09, 0, 1.08776, 1.08776
59951, 3.39177, 3.02068, 64.3886, 64.1958, 5.60297, 5.9536, 6.20328, -0.0568128, 0.1, 0, 0.397026, 0.397026
59961, 3.15199, 2.74415, 64.4482, 64.2589, 5.96762, 6.31825, 0.718628, -0.0475999, 0.11, 0, 0.0323763, 0.0323763
59971, 3.72002, 3.24871, 64.5008, 64.315, 5.26287, 5.61349, 2.07505, -0.0353161, 0.12, 0, 0.737131, 0.737131
59980, 3.81925, 3.57371, 64.5534, 64.3676, 5.25936, 5.25936, 2.07505, -0.0245677, 0.13, 0, 0.740637, 0.740637
