QGPIORecord, QRC v6.1.0, 05-12-2021 @ 12:51:47, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, PositionA, PositionB, SpeedA, SpeedB, FrontDistance, PendulumAngle, Time, ValueIn9, eA, ValueIn11
24151, 7.80815, 7.72664, 65.5422, 64.9496, 14.4036, 14.7437, 1.55902, -0.0721676, 0.52, 0, 0.596358, 0
24161, 7.58673, 7.46517, 65.6894, 65.0969, 14.7192, 15.0523, 1.66222, -0.0951998, 0.53, 0, 0.280797, 0
24171, 7.27131, 7.09717, 65.8402, 65.2512, 15.0874, 15.4275, 1.31458, -0.116697, 0.54, 0, -0.0873585, 0
24180, 6.61525, 7.35869, 65.998, 65.4054, 15.7571, 15.0944, 8.2674, -0.138193, 0.55, 0, -0.757051, 0
24190, 6.84153, 7.03886, 66.1488, 65.5562, 15.4134, 15.4134, 0.680374, -0.158154, 0.56, 0, -0.413439, 0
24201, 7.75239, 7.62264, 66.296, 65.707, 14.4071, 14.7473, 0.445482, -0.17658, 0.57, 0, 0.592853, 0
24211, 7.54735, 7.35394, 66.4433, 65.8542, 14.7052, 15.0628, 1.2494, -0.193471, 0.58, 0, 0.294822, 0
24220, 7.22712, 7.31495, 66.594, 66.0085, 15.0803, 15.0944, 1.31458, -0.20729, 0.59, 0, -0.0803461, 0
24230, 6.89573, 7.33231, 66.7483, 66.1558, 15.4134, 15.0628, 0.630166, -0.221109, 0.6, 0, -0.413439, 0
24241, 7.16929, 7.65412, 66.8956, 66.3065, 15.0698, 14.7192, 0.646044, -0.231858, 0.61, 0, -0.0698271, 0
24251, 7.47328, 7.3387, 67.0428, 66.4538, 14.7437, 15.0874, 0.445482, -0.239535, 0.62, 0, 0.256253, 0
24260, 7.5254, 7.33343, 67.1936, 66.6046, 14.7262, 15.0803, 0.391999, -0.247212, 0.63, 0, 0.273785, 0
24270, 7.22587, 7.00203, 67.3444, 66.7588, 15.0768, 15.4134, 0.397953, -0.251819, 0.64, 0, -0.0768394, 0
24281, 6.87473, 7.25199, 67.4987, 66.9096, 15.431, 15.0944, 0.809944, -0.25489, 0.65, 0, -0.43097, 0
24291, 6.50858, 7.62341, 67.6529, 67.0569, 15.75, 14.6947, 0.809944, -0.25489, 0.66, 0, -0.750038, 0
24300, 7.36976, 7.61485, 67.8037, 67.2041, 14.7473, 14.7473, 0.516429, -0.25489, 0.67, 0, 0.252747, 0
24310, 7.76196, 7.34615, 67.9475, 67.3549, 14.3756, 15.0628, 0.718628, -0.251819, 0.68, 0, 0.624409, 0
24321, 7.83439, 7.30716, 68.0912, 67.5092, 14.3896, 15.0944, 0.718628, -0.245677, 0.69, 0, 0.610384, 0
24331, 6.62692, 7.00418, 68.2455, 67.66, 15.7325, 15.3959, 8.2674, -0.239535, 0.7, 0, -0.732507, 0
24341, 6.44183, 7.56003, 68.4033, 67.8107, 15.8202, 14.7613, 1.04299, -0.230322, 0.71, 0, -0.820163, 0
24350, 7.40126, 7.32649, 68.554, 67.958, 14.7052, 15.0383, 1.08786, -0.221109, 0.72, 0, 0.294822, 0
24360, 7.78239, 7.61796, 68.6978, 68.1087, 14.351, 14.7297, 2.76309, -0.208825, 0.73, 0, 0.648952, 0
24371, 7.49403, 6.98413, 68.8451, 68.2595, 14.7437, 15.4275, 2.76309, -0.196541, 0.74, 0, 0.256253, 0
24381, 6.52445, 7.24565, 68.9993, 68.4138, 15.7886, 15.0944, 0.928316, -0.181187, 0.75, 0, -0.788607, 0
24390, 6.78348, 7.27313, 69.1571, 68.5646, 15.4064, 15.0523, 0.718628, -0.167367, 0.76, 0, -0.406426, 0
24400, 7.3716, 7.55929, 69.3009, 68.7118, 14.7367, 14.7473, 0.369908, -0.150477, 0.77, 0, 0.263266, 0
24411, 8.09233, 7.29059, 69.4446, 68.8591, 14.025, 15.0628, 4.13916, -0.132051, 0.78, 0, 0.975033, 0
24421, 7.54873, 7.29206, 69.5919, 69.0098, 14.7297, 15.0523, 0.416987, -0.113626, 0.79, 0, 0.270278, 0
24430, 6.60468, 7.5816, 69.7462, 69.1571, 15.75, 14.7437, 0.416987, -0.0936643, 0.8, 0, -0.750038, 0
24440, 6.8117, 7.29315, 69.9004, 69.3079, 15.4275, 15.0803, 0.630166, -0.0752385, 0.81, 0, -0.427464, 0
24451, 7.41041, 7.28547, 70.0512, 69.4586, 14.7437, 15.0768, 0.646044, -0.0552773, 0.82, 0, 0.256253, 0
24461, 7.83007, 7.30524, 70.195, 69.6094, 14.344, 15.0453, 8.2674, -0.0337806, 0.83, 0, 0.655965, 0
24470, 7.18862, 7.56877, 70.3457, 69.7602, 15.1049, 14.7648, 2.07505, -0.0138193, 0.84, 0, -0.10489, 0
24480, 6.86397, 7.31452, 70.5, 69.9074, 15.4275, 15.0628, 2.26269, 0.00614192, 0.85, 0, -0.427464, 0
24491, 7.13897, 7.63633, 70.6508, 70.0547, 15.0803, 14.7192, 8.2674, 0.0261032, 0.86, 0, -0.0803461, 0
24501, 7.49883, 7.33777, 70.798, 70.2055, 14.6947, 15.0698, 8.2674, 0.0460644, 0.87, 0, 0.305341, 0
24511, 7.50713, 6.98422, 70.9418, 70.3598, 14.7297, 15.4275, 0.391999, 0.0644902, 0.88, 0, 0.270278, 0
24520, 7.20038, 7.57956, 71.0926, 70.5105, 15.0874, 14.7473, 0.256173, 0.0829159, 0.89, 0, -0.0873585, 0
24530, 7.1951, 7.63457, 71.2468, 70.6543, 15.0803, 14.7262, 0.258625, 0.101342, 0.9, 0, -0.0803461, 0
24541, 7.52124, 7.35865, 71.3941, 70.805, 14.7297, 15.0523, 3.54942, 0.116697, 0.91, 0, 0.270278, 0
24551, 7.26844, 7.34134, 71.5449, 70.9593, 15.0313, 15.0628, 1.55902, 0.132051, 0.92, 0, -0.0312586, 0
24560, 7.53727, 7.30909, 71.6921, 71.1066, 14.7473, 15.0874, 1.66222, 0.147406, 0.93, 0, 0.252747, 0
24570, 7.25171, 7.32067, 71.8429, 71.2574, 15.0803, 15.0628, 1.2494, 0.161225, 0.94, 0, -0.0803461, 0
24581, 7.24403, 7.27831, 71.9937, 71.4081, 15.0768, 15.0979, 1.31458, 0.173509, 0.95, 0, -0.0768394, 0
24591, 7.2402, 7.28508, 72.1444, 71.5589, 15.0698, 15.0768, 1.31458, 0.184258, 0.96, 0, -0.0698271, 0
24600, 7.21373, 7.59484, 72.2917, 71.7097, 15.0874, 14.7437, 0.718628, 0.191935, 0.97, 0, -0.0873585, 0
24610, 7.56925, 7.33337, 72.4425, 71.8604, 14.7052, 15.0523, 0.369908, 0.199612, 0.98, 0, 0.294822, 0
24621, 7.23553, 6.95526, 72.5897, 72.0112, 15.0944, 15.438, 0.784975, 0.205754, 0.99, 0, -0.0943708, 0
24631, 7.2529, 7.2423, 72.7405, 72.1655, 15.0628, 15.0768, 8.2674, 0.208825, 1, 0, -0.0628147, 0
24641, 7.56459, 7.57567, 72.8913, 72.3127, 14.7297, 14.7192, 8.2674, 0.210361, 1.01, 0, 0.270278, 0
24650, 7.2511, 7.26025, 73.042, 72.46, 15.0944, 15.0874, 0.718628, 0.211896, 1.02, 0, -0.0943708, 0
24660, 7.28532, 7.27858, 73.1928, 72.6108, 15.0453, 15.0558, 0.718628, 0.210361, 1.03, 0, -0.0452833, 0
24671, 7.22851, 7.57775, 73.3436, 72.7615, 15.0979, 14.7367, 0.928316, 0.20729, 1.04, 0, -0.0978775, 0
24681, 7.25887, 7.32398, 73.4908, 72.9088, 15.0523, 15.0383, 1.2494, 0.202683, 1.05, 0, -0.0522966, 0
24690, 7.5619, 7.25465, 73.6416, 73.0596, 14.7297, 15.1049, 1.31458, 0.196541, 1.06, 0, 0.270278, 0
24700, 7.24503, 7.27394, 73.7924, 73.2103, 15.0979, 15.0698, 0.445482, 0.188864, 1.07, 0, -0.0978775, 0
24711, 7.28215, 7.59478, 73.9431, 73.3611, 15.0453, 14.7262, 0.453242, 0.181187, 1.08, 0, -0.0452833, 0
24721, 7.23545, 7.28514, 74.0939, 73.5084, 15.0874, 15.0874, 0.680374, 0.170438, 1.09, 0, -0.0873585, 0
24730, 7.23017, 7.61706, 74.2447, 73.6591, 15.0803, 14.7297, 0.630166, 0.15969, 1.1, 0, -0.0803461, 0
24740, 7.57317, 7.32717, 74.3919, 73.8099, 14.7122, 15.0698, 0.646044, 0.147406, 1.11, 0, 0.287809, 0
24751, 7.23512, 6.98037, 74.5427, 73.9607, 15.1049, 15.4205, 1.04299, 0.133587, 1.12, 0, -0.10489, 0
24761, 6.94081, 7.25297, 74.6935, 74.1114, 15.3959, 15.0768, 2.76309, 0.119767, 1.13, 0, -0.395908, 0
24770, 7.19993, 7.59982, 74.8477, 74.2587, 15.0698, 14.7052, 2.76309, 0.105948, 1.14, 0, -0.0698271, 0
24780, 7.541, 7.6269, 74.995, 74.406, 14.7052, 14.7192, 0.630166, 0.0890579, 1.15, 0, 0.294822, 0
24791, 7.52762, 7.30137, 75.1423, 74.5602, 14.7613, 15.0979, 0.646044, 0.0737031, 1.16, 0, 0.238722, 0
24801, 6.97038, 6.66409, 75.2965, 74.7145, 15.3749, 15.7465, 6.20328, 0.0552773, 1.17, 0, -0.37487, 0
24810, 6.82101, 7.18518, 75.4508, 74.8653, 15.4766, 15.0979, 0.369908, 0.038387, 1.18, 0, -0.476551, 0
24820, 7.13984, 7.53588, 75.6016, 75.0125, 15.0768, 14.7192, 0.375187, 0.0214967, 1.19, 0, -0.0768394, 0
24830, 7.46646, 7.88474, 75.7488, 75.1563, 14.7262, 14.3966, 8.2674, 0.00307096, 1.2, 0, 0.273785, 0
24841, 7.52436, 7.34395, 75.8926, 75.3071, 14.7052, 15.0453, 0.630166, -0.0138193, 1.21, 0, 0.294822, 0
24851, 7.52784, 6.97692, 76.0434, 75.4613, 14.7437, 15.4205, 0.646044, -0.0307096, 1.22, 0, 0.256253, 0
24860, 7.26637, 7.2394, 76.1941, 75.6121, 15.0523, 15.0874, 0.895553, -0.0491354, 1.23, 0, -0.0522966, 0
24870, 6.90512, 7.58143, 76.3484, 75.7594, 15.4205, 14.7192, 0.895553, -0.0644902, 1.24, 0, -0.420451, 0
24881, 6.82366, 7.59647, 76.4992, 75.9066, 15.445, 14.7437, 0.416987, -0.0813805, 1.25, 0, -0.444995, 0
24891, 7.45031, 7.31814, 76.65, 76.0574, 14.7297, 15.0698, 0.487266, -0.0967353, 1.26, 0, 0.270278, 0
24900, 7.49087, 6.96459, 76.7937, 76.2117, 14.7262, 15.4275, 0.487266, -0.11209, 1.27, 0, 0.273785, 0
24910, 7.52517, 7.22611, 76.9445, 76.3659, 14.7297, 15.0944, 1.46795, -0.125909, 1.28, 0, 0.270278, 0
24921, 6.56089, 7.25021, 77.1023, 76.5132, 15.7711, 15.0558, 1.55902, -0.138193, 1.29, 0, -0.771076, 0
24931, 6.77512, 7.57973, 77.2565, 76.6605, 15.438, 14.7052, 0.445482, -0.150477, 1.3, 0, -0.437983, 0
24940, 7.40611, 7.24264, 77.4038, 76.8112, 14.7192, 15.0979, 0.784975, -0.161225, 1.31, 0, 0.280797, 0
24950, 7.78194, 7.25615, 77.544, 76.962, 14.3686, 15.0698, 0.809944, -0.168903, 1.32, 0, 0.631421, 0
24961, 7.52151, 7.57362, 77.6913, 77.1093, 14.7297, 14.7297, 0.345653, -0.17658, 1.33, 0, 0.270278, 0
24971, 6.91466, 7.62092, 77.8491, 77.26, 15.3994, 14.7192, 0.630166, -0.182722, 1.34, 0, -0.399414, 0
24981, 6.81587, 6.98517, 77.9999, 77.4108, 15.445, 15.4205, 0.630166, -0.187329, 1.35, 0, -0.444995, 0
24990, 7.44251, 6.91046, 78.1506, 77.5651, 14.7297, 15.438, 0.784975, -0.1904, 1.36, 0, 0.270278, 0
25000, 7.48308, 7.5347, 78.2979, 77.7123, 14.7262, 14.7262, 0.809944, -0.191935, 1.37, 0, 0.273785, 0
25011, 7.53424, 7.90956, 78.4452, 77.8596, 14.7122, 14.3756, 1.31458, -0.191935, 1.38, 0, 0.287809, 0
25021, 7.20292, 7.33458, 78.5959, 78.0069, 15.0979, 15.0628, 3.54942, -0.1904, 1.39, 0, -0.0978775, 0
25030, 6.87249, 6.94828, 78.7467, 78.1611, 15.4275, 15.4555, 3.54942, -0.187329, 1.4, 0, -0.427464, 0
25040, 7.16436, 7.25651, 78.8975, 78.3154, 15.0628, 15.0698, 0.680374, -0.182722, 1.41, 0, -0.0628147, 0
25051, 7.50302, 7.26039, 79.0482, 78.4662, 14.7017, 15.0558, 4.13916, -0.17658, 1.42, 0, 0.298328, 0
25061, 7.16641, 7.22237, 79.1955, 78.6134, 15.0944, 15.0874, 4.13916, -0.168903, 1.43, 0, -0.0943708, 0
25070, 7.16692, 7.54754, 79.3498, 78.7642, 15.0803, 14.7367, 0.328488, -0.15969, 1.44, 0, -0.0803461, 0
25080, 7.15923, 7.28704, 79.5005, 78.915, 15.0768, 15.0453, 0.332612, -0.150477, 1.45, 0, -0.0768394, 0
25091, 7.1554, 6.90989, 79.6513, 79.0658, 15.0698, 15.431, 0.573872, -0.139729, 1.46, 0, -0.0698271, 0
25101, 7.18289, 7.21476, 79.7986, 79.2165, 15.0313, 15.0523, 1.00171, -0.12898, 1.47, 0, -0.0312586, 0
25110, 7.43485, 7.51104, 79.9493, 79.3638, 14.7648, 14.7367, 1.04299, -0.116697, 1.48, 0, 0.235215, 0
25120, 7.1806, 7.54726, 80.0966, 79.511, 15.0628, 14.7367, 0.573872, -0.102877, 1.49, 0, -0.0628147, 0
25131, 7.1315, 7.23955, 80.2474, 79.6618, 15.1049, 15.0944, 0.573872, -0.0890579, 1.5, 0, -0.10489, 0
25141, 7.16427, 6.92646, 80.4016, 79.8161, 15.0558, 15.4064, 0.251411, -0.0752385, 1.51, 0, -0.0558023, 0
25151, 7.13636, 7.53144, 80.5524, 79.9669, 15.0768, 14.7192, 8.2674, -0.0598837, 1.52, 0, -0.0768394, 0
25160, 7.44612, 7.86344, 80.6997, 80.1106, 14.7437, 14.4142, 8.2674, -0.0445289, 1.53, 0, 0.256253, 0
25170, 7.50499, 7.33035, 80.8469, 80.2579, 14.7192, 15.0523, 1.04299, -0.0291741, 1.54, 0, 0.280797, 0
25181, 7.23678, 7.31979, 80.9942, 80.4121, 15.0383, 15.0558, 4.13916, -0.0138193, 1.55, 0, -0.038271, 0
25191, 7.17419, 7.61896, 81.145, 80.5594, 15.0979, 14.7367, 4.96481, 0.00307096, 1.56, 0, -0.0978775, 0
25200, 7.51478, 7.3281, 81.2957, 80.7067, 14.7297, 15.0768, 1.2494, 0.0184258, 1.57, 0, 0.270278, 0
25210, 7.21814, 7.30067, 81.4465, 80.8609, 15.0768, 15.0944, 1.2494, 0.0337806, 1.58, 0, -0.0768394, 0
25221, 7.20757, 6.98758, 81.5973, 81.0117, 15.0768, 15.4064, 2.07505, 0.0491354, 1.59, 0, -0.0768394, 0
25231, 6.85643, 7.26211, 81.7515, 81.1625, 15.431, 15.0628, 1.2494, 0.0629547, 1.6, 0, -0.43097, 0
25240, 7.1377, 7.56031, 81.9023, 81.3097, 15.0768, 14.7437, 1.31458, 0.076774, 1.61, 0, -0.0768394, 0
25250, 7.47781, 7.63603, 82.0496, 81.457, 14.7122, 14.7017, 0.895553, 0.0890579, 1.62, 0, 0.287809, 0
25261, 7.51741, 7.63662, 82.1968, 81.6078, 14.7122, 14.7437, 0.895553, 0.101342, 1.63, 0, 0.287809, 0
25271, 7.55027, 7.36503, 82.3441, 81.755, 14.7192, 15.0628, 0.895553, 0.11209, 1.64, 0, 0.280797, 0
25281, 7.22473, 7.35639, 82.4949, 81.9058, 15.0979, 15.0628, 1.2494, 0.122838, 1.65, 0, -0.0978775, 0
25290, 6.90105, 7.3174, 82.6456, 82.0566, 15.4205, 15.0944, 1.2494, 0.132051, 1.66, 0, -0.420451, 0
25300, 7.18713, 7.33476, 82.7999, 82.2073, 15.0628, 15.0628, 0.895553, 0.139729, 1.67, 0, -0.0628147, 0
25311, 7.50894, 7.63971, 82.9472, 82.3581, 14.7192, 14.7367, 2.48787, 0.145871, 1.68, 0, 0.280797, 0
25321, 7.19352, 7.34886, 83.0979, 82.5054, 15.0874, 15.0768, 2.76309, 0.152013, 1.69, 0, -0.0873585, 0
25330, 7.1815, 7.33491, 83.2487, 82.6561, 15.0874, 15.0803, 1.04299, 0.155084, 1.7, 0, -0.0873585, 0
25340, 7.18634, 7.33397, 83.3995, 82.8069, 15.0698, 15.0698, 1.08786, 0.158154, 1.71, 0, -0.0698271, 0
25351, 7.49707, 7.6447, 83.5467, 82.9542, 14.7367, 14.7367, 1.66222, 0.15969, 1.72, 0, 0.263266, 0
25361, 7.22982, 7.37745, 83.694, 83.1049, 15.0523, 15.0523, 0.478278, 0.15969, 1.73, 0, -0.0522966, 0
25370, 7.53621, 7.66698, 83.8448, 83.2557, 14.7262, 14.7437, 0.496606, 0.158154, 1.74, 0, 0.273785, 0
25380, 7.21983, 7.70224, 83.9955, 83.403, 15.0944, 14.7437, 0.630166, 0.156619, 1.75, 0, -0.0943708, 0
25391, 7.22371, 7.41717, 84.1463, 83.5537, 15.0768, 15.0768, 1.55902, 0.153548, 1.76, 0, -0.0768394, 0
25401, 7.23337, 7.42683, 84.2936, 83.7045, 15.0558, 15.0558, 1.66222, 0.148942, 1.77, 0, -0.0558023, 0
25410, 7.50893, 7.3888, 84.4443, 83.8518, 14.7613, 15.0874, 0.561362, 0.1428, 1.78, 0, 0.238722, 0
25420, 7.28214, 7.40713, 84.5951, 84.0025, 15.0313, 15.0558, 0.561362, 0.136658, 1.79, 0, -0.0312586, 0
25431, 7.21714, 7.37922, 84.7459, 84.1533, 15.0944, 15.0768, 1.04299, 0.130516, 1.8, 0, -0.0943708, 0
25441, 7.5481, 7.69572, 84.8931, 84.3006, 14.7367, 14.7367, 0.784975, 0.122838, 1.81, 0, 0.263266, 0
25451, 7.27747, 7.41836, 85.0439, 84.4548, 15.0558, 15.0628, 0.809944, 0.113626, 1.82, 0, -0.0558023, 0
25460, 6.909, 7.05903, 85.1982, 84.6056, 15.431, 15.4275, 0.487266, 0.102877, 1.83, 0, -0.43097, 0
25470, 7.1734, 7.31043, 85.3489, 84.7599, 15.0944, 15.1049, 3.54942, 0.0921288, 1.84, 0, -0.0943708, 0
25481, 7.52122, 7.37018, 85.4962, 84.9072, 14.7192, 15.0278, 3.54942, 0.0813805, 1.85, 0, 0.280797, 0
25491, 7.23952, 7.64623, 85.6435, 85.0579, 15.0523, 14.7367, 0.809944, 0.0690966, 1.86, 0, -0.0522966, 0
25500, 7.175, 7.31154, 85.7977, 85.2087, 15.1119, 15.1224, 0.784975, 0.0583483, 1.87, 0, -0.111902, 0
25510, 7.55075, 7.37563, 85.945, 85.3595, 14.7052, 15.0383, 8.2674, 0.0460644, 1.88, 0, 0.294822, 0
25521, 7.25412, 7.34001, 86.0958, 85.5067, 15.0558, 15.0698, 0.615063, 0.0337806, 1.89, 0, -0.0558023, 0
25531, 7.20935, 7.33715, 86.2465, 85.6575, 15.0944, 15.0628, 0.630166, 0.0199612, 1.9, 0, -0.0943708, 0
25540, 6.88277, 7.62524, 86.3973, 85.8047, 15.4205, 14.7543, 0.561362, 0.0076774, 1.91, 0, -0.420451, 0
25550, 7.16886, 7.36232, 86.5516, 85.9555, 15.0628, 15.0628, 0.573872, -0.00460644, 1.92, 0, -0.0628147, 0
25561, 7.48392, 7.34019, 86.6988, 86.1098, 14.7262, 15.0768, 0.809944, -0.0168903, 1.93, 0, 0.273785, 0
25571, 7.53508, 7.3431, 86.8461, 86.2571, 14.7122, 15.0628, 0.369908, -0.0291741, 1.94, 0, 0.287809, 0
25580, 7.18017, 7.63793, 86.9969, 86.4078, 15.1224, 14.7473, 0.375187, -0.0399225, 1.95, 0, -0.122421, 0
25590, 6.89019, 7.36924, 87.1511, 86.5551, 15.4064, 15.0628, 1.13681, -0.0522063, 1.96, 0, -0.406426, 0
25601, 7.13437, 6.99305, 87.3019, 86.7094, 15.0944, 15.445, 0.739443, -0.0629547, 1.97, 0, -0.0943708, 0
25611, 7.16185, 7.29936, 87.4527, 86.8601, 15.0523, 15.0628, 0.784975, -0.0721676, 1.98, 0, -0.0522966, 0
25621, 7.46487, 7.61442, 87.5999, 87.0074, 14.7297, 14.7262, 0.630166, -0.0813805, 1.99, 0, 0.270278, 0
25630, 7.17499, 7.64873, 87.7507, 87.1582, 15.0698, 14.7297, 0.630166, -0.0905933, 2, 0, -0.0698271, 0
