QGPIORecord, QRC v6.1.0, 05-12-2021 @ 15:41:33, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltageA, VoltageB, PositionA, PositionB, SpeedA, SpeedB, FrontDistance, PendulumAngle, Time, ValueIn9, eA, errorA
97031, 0, 0, 161.273, 160.982, 0, 0, 1.00171, -0.195006, 0, 0, 0, 0
97040, 10.8855, 10.8855, 161.273, 160.982, 0, 0, 8.2674, -0.202683, 0.01, 0, 0, 15
97050, 11.9115, 11.9115, 161.273, 160.982, 0, 0, 0.865048, -0.208825, 0.02, 0, 0, 15
97060, 8.10553, 8.13352, 161.34, 161.045, 6.65835, 6.61978, 0.865048, -0.211896, 0.03, 0, 0, 8.34165
97071, 3.59478, 3.34551, 161.473, 161.185, 13.6603, 14.0074, 4.13916, -0.213432, 0.04, 0, 0, 1.33968
97081, 2.14954, 2.11063, 161.631, 161.347, 15.7781, 15.8026, 0.573872, -0.208825, 0.05, 0, 0, -0.778089
97090, 4.65352, 4.64092, 161.753, 161.469, 12.2543, 12.2403, 0.586964, -0.201148, 0.06, 0, 0, 2.74568
97100, 8.63515, 8.35379, 161.827, 161.543, 7.02651, 7.38415, 0.615063, -0.1904, 0.07, 0, 0, 7.97349
97111, 10.463, 10.1673, 161.88, 161.599, 5.25936, 5.60297, 0.630166, -0.17658, 0.08, 0, 0, 9.74064
97121, 8.59746, 8.52258, 161.964, 161.687, 8.74807, 8.75509, 0.430751, -0.158154, 0.09, 0, 0, 6.25193
97130, 5.702, 5.63427, 162.101, 161.82, 13.3272, 13.3237, 0.516429, -0.138193, 0.1, 0, 0, 1.67278
97140, 4.29736, 4.47415, 162.255, 161.971, 15.4205, 15.0803, 0.53794, -0.115161, 0.11, 0, 0, -0.420451
97150, 5.53321, 5.74344, 162.392, 162.101, 13.6778, 13.3237, 8.2674, -0.0890579, 0.12, 0, 0, 1.32215
97161, 8.16812, 8.41021, 162.493, 162.199, 10.1716, 9.80696, 1.08786, -0.0598837, 0.13, 0, 0, 4.82839
97171, 9.26936, 9.52112, 162.581, 162.286, 9.10922, 8.7656, 1.04299, -0.0291741, 0.14, 0, 0, 5.89078
97180, 8.38987, 8.41069, 162.693, 162.399, 10.8764, 10.8834, 1.19043, 0.00307096, 0.15, 0, 0, 4.12364
97190, 6.65161, 6.68721, 162.83, 162.532, 13.6603, 13.6463, 1.19043, 0.0353161, 0.16, 0, 0, 1.33968
97201, 5.96973, 6.24038, 162.977, 162.676, 14.7262, 14.3896, 1.66222, 0.0706321, 0.17, 0, 0, 0.273785
97211, 6.50244, 7.06837, 163.117, 162.812, 14.018, 13.3062, 4.96481, 0.105948, 0.18, 0, 0, 0.982045
97220, 7.58995, 7.93231, 163.244, 162.935, 12.612, 12.2754, 4.96481, 0.1428, 0.19, 0, 0, 2.38805
97230, 8.23928, 8.11613, 163.363, 163.054, 11.9423, 12.2789, 0.350238, 0.178116, 0.2, 0, 0, 3.05774
97241, 7.71308, 7.80354, 163.489, 163.188, 12.9556, 12.9661, 0.350238, 0.213432, 0.21, 0, 0, 2.04444
97251, 7.33639, 7.42867, 163.629, 163.324, 13.6673, 13.6743, 0.784975, 0.247212, 0.22, 0, 0, 1.33267
97260, 7.15274, 7.02063, 163.77, 163.465, 14.046, 14.3616, 0.573872, 0.279457, 0.23, 0, 0, 0.953995
