QGPIORecord, QRC v6.1.0, 11-11-2021 @ 17:11:42, Windows 10 Version 1903, 10.0.18362, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
25060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
