QGPIORecord, QRC v6.1.0, 13-11-2021 @ 19:06:11, Windows 10 Version 2009, 10.0.19042, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
18550, 5.976, 5.976, 4.85965, 4.83861, 12.6225, 12.2964, 0.445482, 0, 0.42, 0, 0, 0
18561, 5.976, 5.976, 4.98588, 4.96133, 12.612, 12.6049, 0.487266, 0, 0.43, 0, 0, 0
18571, 5.976, 5.976, 5.1121, 5.08756, 12.6155, 12.2648, 0.487266, 0, 0.44, 0, 0, 0
18580, 5.976, 5.976, 5.23482, 5.21028, 12.6365, 12.6225, 0.312997, 0, 0.45, 0, 0, 0
18590, 5.976, 5.976, 5.36104, 5.3365, 12.2718, 12.626, 0.416987, 0, 0.46, 0, 0, 0
18600, 5.976, 5.976, 5.48727, 5.46272, 12.6225, 12.2859, 0.416987, 0, 0.47, 0, 0, 0
18611, 5.976, 5.976, 5.61349, 5.58895, 12.6014, 12.5944, 0.469624, 0, 0.48, 0, 0, 0
18621, 5.976, 5.976, 5.73972, 5.71167, 12.6295, 12.626, 0.487266, 0, 0.49, 0, 0, 0
18630, 5.976, 5.976, 5.86594, 5.83789, 12.612, 12.6155, 0.52696, 0, 0.5, 0, 0, 0
18640, 5.976, 5.976, 5.99217, 5.96412, 12.6225, 12.2754, 0.516429, 0, 0.51, 0, 0, 0
18651, 5.976, 5.976, 6.11489, 6.08684, 12.626, 12.612, 0.52696, 0, 0.52, 0, 0, 0
18661, 5.976, 5.976, 6.24111, 6.21306, 12.6155, 12.6155, 0.630166, 0, 0.53, 0, 0, 0
18670, 5.976, 5.976, 6.36734, 6.33929, 12.2894, 12.2894, 0.561362, 0, 0.54, 0, 0, 0
18680, 5.976, 5.976, 6.49356, 6.462, 12.612, 12.612, 0.586964, 0, 0.55, 0, 0, 0
18691, 5.976, 5.976, 6.61978, 6.58823, 12.6225, 12.6225, 0.43799, 0, 0.56, 0, 0, 0
18701, 5.976, 5.976, 6.74601, 6.71445, 12.612, 12.2613, 0.453242, 0, 0.57, 0, 0, 0
18710, 5.976, 5.976, 6.87223, 6.83717, 12.64, 12.6225, 0.328488, 0, 0.58, 0, 0, 0
18720, 5.976, 5.976, 6.99846, 6.9634, 12.6155, 12.2999, 0.478278, 0, 0.59, 0, 0, 0
18731, 5.976, 5.976, 7.12118, 7.08962, 12.626, 12.6225, 0.487266, 0, 0.6, 0, 0, 0
18741, 5.976, 5.976, 7.2474, 7.21234, 12.6049, 12.6049, 0.416987, 0, 0.61, 0, 0, 0
18750, 5.976, 5.976, 7.37363, 7.33856, 12.2754, 12.2718, 0.516429, 0, 0.62, 0, 0, 0
18760, 5.976, 5.976, 7.49985, 7.46479, 12.6049, 12.612, 0.516429, 0, 0.63, 0, 0, 0
18770, 5.976, 5.976, 7.62608, 7.58751, 12.626, 12.626, 0.573872, 0, 0.64, 0, 0, 0
18781, 5.976, 5.976, 7.7523, 7.71373, 12.6225, 12.612, 0.586964, 0, 0.65, 0, 0, 0
18791, 5.976, 5.976, 7.87853, 7.83996, 12.6295, 12.2859, 0.630166, 0, 0.66, 0, 0, 0
18800, 5.976, 5.976, 8.00475, 7.96618, 12.6225, 12.6295, 0.487266, 0, 0.67, 0, 0, 0
18810, 5.976, 5.976, 8.12747, 8.0889, 12.6049, 12.6014, 0.496606, 0, 0.68, 0, 0, 0
18821, 5.976, 5.976, 8.25369, 8.21513, 12.6225, 12.2754, 0.69897, 0, 0.69, 0, 0, 0
18831, 5.976, 5.976, 8.37992, 8.33784, 12.2894, 12.612, 0.69897, 0, 0.7, 0, 0, 0
18840, 5.976, 5.976, 8.50614, 8.46407, 12.626, 12.6295, 0.312997, 0, 0.71, 0, 0, 0
18850, 5.976, 5.976, 8.63237, 8.59029, 12.6225, 12.2789, 0.416987, 0, 0.72, 0, 0, 0
18861, 5.976, 5.976, 8.75859, 8.71301, 12.6225, 12.6365, 0.423754, 0, 0.73, 0, 0, 0
18871, 5.976, 5.976, 8.88482, 8.83924, 12.6049, 12.6014, 0.516429, 0, 0.74, 0, 0, 0
18880, 5.976, 5.976, 9.01104, 8.96546, 12.626, 12.2718, 0.416987, 0, 0.75, 0, 0, 0
18890, 5.976, 5.976, 9.13376, 9.08818, 12.6225, 12.6295, 0.416987, 0, 0.76, 0, 0, 0
18900, 5.976, 5.976, 9.25998, 9.2144, 12.6365, 12.6225, 0.573872, 0, 0.77, 0, 0, 0
18911, 5.976, 5.976, 9.38621, 9.34063, 12.2613, 12.2718, 0.561362, 0, 0.78, 0, 0, 0
18921, 5.976, 5.976, 9.51243, 9.46335, 12.6049, 12.5944, 0.445482, 0, 0.79, 0, 0, 0
18930, 5.976, 5.976, 9.63866, 9.58957, 12.6225, 12.6295, 0.487266, 0, 0.8, 0, 0, 0
18940, 5.976, 5.976, 9.76488, 9.7158, 12.6225, 12.2754, 0.496606, 0, 0.81, 0, 0, 0
18951, 5.976, 5.976, 9.8876, 9.83851, 12.6295, 12.612, 0.386225, 0, 0.82, 0, 0, 0
18961, 5.976, 5.976, 10.0138, 9.96474, 12.6155, 12.6225, 0.487266, 0, 0.83, 0, 0, 0
18970, 5.976, 5.976, 10.1401, 10.091, 12.2859, 12.2859, 0.295637, 0, 0.84, 0, 0, 0
18980, 5.976, 5.976, 10.2663, 10.2137, 12.626, 12.6225, 1.2494, 0, 0.85, 0, 0, 0
18991, 5.976, 5.976, 10.3925, 10.3399, 12.6049, 12.626, 1.31458, 0, 0.86, 0, 0, 0
19001, 5.976, 5.976, 10.5187, 10.4661, 12.6155, 12.2613, 0.630166, 0, 0.87, 0, 0, 0
19010, 5.976, 5.976, 10.6414, 10.5889, 12.626, 12.626, 0.630166, 0, 0.88, 0, 0, 0
19020, 5.976, 5.976, 10.7677, 10.7151, 12.2718, 12.612, 0.630166, 0, 0.89, 0, 0, 0
19031, 5.976, 5.976, 10.8939, 10.8413, 12.6225, 12.2859, 0.573872, 0, 0.9, 0, 0, 0
19041, 5.976, 5.976, 11.0201, 10.964, 12.6014, 12.6014, 0.573872, 0, 0.91, 0, 0, 0
19050, 5.976, 5.976, 11.1463, 11.0902, 12.6295, 12.6155, 0.52696, 0, 0.92, 0, 0, 0
19060, 5.976, 5.976, 11.2691, 11.213, 12.6155, 12.2789, 0.573872, 0, 0.93, 0, 0, 0
19070, 5.976, 5.976, 11.3953, 11.3392, 12.6365, 12.6225, 0.573872, 0, 0.94, 0, 0, 0
19081, 5.976, 5.976, 11.5215, 11.4654, 12.612, 12.2754, 0.445482, 0, 0.95, 0, 0, 0
19091, 5.976, 5.976, 11.6477, 11.5881, 12.2894, 12.6155, 0.478278, 0, 0.96, 0, 0, 0
19100, 5.976, 5.976, 11.774, 11.7144, 12.612, 12.6225, 0.295637, 0, 0.97, 0, 0, 0
19110, 5.976, 5.976, 11.9002, 11.8406, 12.6225, 12.2789, 0.630166, 0, 0.98, 0, 0, 0
19121, 5.976, 5.976, 12.0264, 11.9633, 12.6225, 12.626, 0.630166, 0, 0.99, 0, 0, 0
19131, 5.976, 5.976, 12.1526, 12.0895, 12.626, 12.612, 0.445482, 0, 1, 0, 0, 0
19140, 5.976, 5.976, 12.2789, 12.2157, 12.626, 12.2859, 0.69897, 0, 1.01, 0, 0, 0
19150, 5.976, 5.976, 12.4016, 12.3385, 12.6225, 12.626, 0.69897, 0, 1.02, 0, 0, 0
19161, 5.976, 5.976, 12.5278, 12.4647, 12.2613, 12.612, 0.630166, 0, 1.03, 0, 0, 0
19171, 5.976, 5.976, 12.654, 12.5909, 12.612, 12.2613, 0.416987, 0, 1.04, 0, 0, 0
19180, 5.976, 5.976, 12.7803, 12.7136, 12.6225, 12.6225, 0.423754, 0, 1.05, 0, 0, 0
19190, 5.976, 5.976, 12.9065, 12.8399, 12.6295, 12.6155, 0.573872, 0, 1.06, 0, 0, 0
19201, 5.976, 5.976, 13.0327, 12.9661, 12.6225, 12.2859, 0.586964, 0, 1.07, 0, 0, 0
19211, 5.976, 5.976, 13.1589, 13.0923, 12.612, 12.6049, 0.487266, 0, 1.08, 0, 0, 0
19220, 5.976, 5.976, 13.2852, 13.215, 12.6155, 12.612, 0.630166, 0, 1.09, 0, 0, 0
19230, 5.976, 5.976, 13.4114, 13.3413, 12.626, 12.2789, 0.345653, 0, 1.1, 0, 0, 0
19240, 5.976, 5.976, 13.5341, 13.4675, 12.2789, 12.6225, 0.561362, 0, 1.11, 0, 0, 0
19251, 5.976, 5.976, 13.6603, 13.5902, 12.626, 12.612, 0.52696, 0, 1.12, 0, 0, 0
19261, 5.976, 5.976, 13.7865, 13.7164, 12.626, 12.2859, 0.516429, 0, 1.13, 0, 0, 0
19270, 5.976, 5.976, 13.9128, 13.8391, 12.626, 12.64, 0.445482, 0, 1.14, 0, 0, 0
19280, 5.976, 5.976, 14.0355, 13.9654, 12.6049, 12.612, 0.445482, 0, 1.15, 0, 0, 0
19291, 5.976, 5.976, 14.1617, 14.0916, 12.6155, 12.2648, 0.573872, 0, 1.16, 0, 0, 0
19301, 5.976, 5.976, 14.2879, 14.2143, 12.2718, 12.6049, 0.416987, 0, 1.17, 0, 0, 0
19310, 5.976, 5.976, 14.4142, 14.3405, 12.6225, 12.2859, 0.416987, 0, 1.18, 0, 0, 0
19320, 5.976, 5.976, 14.5404, 14.4668, 12.6225, 12.6225, 0.487266, 0, 1.19, 0, 0, 0
19331, 5.976, 5.976, 14.6666, 14.5895, 12.6155, 12.612, 0.478278, 0, 1.2, 0, 0, 0
19341, 5.976, 5.976, 14.7893, 14.7157, 12.612, 12.2648, 0.586964, 0, 1.21, 0, 0, 0
19350, 5.976, 5.976, 14.9156, 14.8384, 12.626, 12.6155, 0.478278, 0, 1.22, 0, 0, 0
19360, 5.976, 5.976, 15.0418, 14.9646, 12.2964, 12.626, 0.292402, 0, 1.23, 0, 0, 0
19371, 5.976, 5.976, 15.168, 15.0909, 12.6155, 12.2789, 0.312997, 0, 1.24, 0, 0, 0
19381, 5.976, 5.976, 15.2942, 15.2136, 12.6155, 12.626, 0.561362, 0, 1.25, 0, 0, 0
19390, 5.976, 5.976, 15.4205, 15.3398, 12.6225, 12.6155, 0.573872, 0, 1.26, 0, 0, 0
19400, 5.976, 5.976, 15.5467, 15.466, 12.6225, 12.2789, 0.487266, 0, 1.27, 0, 0, 0
19410, 5.976, 5.976, 15.6694, 15.5888, 12.2859, 12.6225, 0.487266, 0, 1.28, 0, 0, 0
19421, 5.976, 5.976, 15.7956, 15.715, 12.6049, 12.2718, 0.573872, 0, 1.29, 0, 0, 0
19431, 5.976, 5.976, 15.9218, 15.8412, 12.6225, 12.612, 0.573872, 0, 1.3, 0, 0, 0
19440, 5.976, 5.976, 16.0481, 15.9639, 12.6225, 12.6295, 0.549396, 0, 1.31, 0, 0, 0
19450, 5.976, 5.976, 16.1743, 16.0901, 12.612, 12.612, 0.445482, 0, 1.32, 0, 0, 0
19461, 5.976, 5.976, 16.3005, 16.2164, 12.6225, 12.2648, 0.445482, 0, 1.33, 0, 0, 0
19471, 5.976, 5.976, 16.4232, 16.3426, 12.612, 12.612, 0.445482, 0, 1.34, 0, 0, 0
19480, 5.976, 5.976, 16.5495, 16.4653, 12.2999, 12.6295, 0.487266, 0, 1.35, 0, 0, 0
19490, 5.976, 5.976, 16.6757, 16.5915, 12.626, 12.2859, 0.496606, 0, 1.36, 0, 0, 0
19501, 5.976, 5.976, 16.8019, 16.7143, 12.6049, 12.6225, 0.345653, 0, 1.37, 0, 0, 0
19511, 5.976, 5.976, 16.9281, 16.8405, 12.612, 12.6049, 0.416987, 0, 1.38, 0, 0, 0
19520, 5.976, 5.976, 17.0544, 16.9632, 12.64, 12.2754, 0.416987, 0, 1.39, 0, 0, 0
19530, 5.976, 5.976, 17.1771, 17.0894, 12.2718, 12.2894, 0.487266, 0, 1.4, 0, 0, 0
19540, 5.976, 5.976, 17.3033, 17.2156, 12.612, 12.6049, 0.52696, 0, 1.41, 0, 0, 0
19551, 5.976, 5.976, 17.4295, 17.3384, 12.6155, 12.6155, 0.52696, 0, 1.42, 0, 0, 0
19561, 5.976, 5.976, 17.5558, 17.4646, 12.6155, 12.2613, 0.487266, 0, 1.43, 0, 0, 0
19570, 5.976, 5.976, 17.6785, 17.5908, 12.6225, 12.6295, 0.487266, 0, 1.44, 0, 0, 0
19580, 5.976, 5.976, 17.8047, 17.7135, 12.2964, 12.6155, 0.52696, 0, 1.45, 0, 0, 0
19591, 5.976, 5.976, 17.9309, 17.8398, 12.6155, 12.6225, 0.478278, 0, 1.46, 0, 0, 0
19601, 5.976, 5.976, 18.0571, 17.966, 12.6225, 12.2894, 0.487266, 0, 1.47, 0, 0, 0
19610, 5.976, 5.976, 18.1834, 18.0887, 12.6155, 12.6155, 0.478278, 0, 1.48, 0, 0, 0
19620, 5.976, 5.976, 18.3061, 18.2149, 12.6155, 12.2718, 0.487266, 0, 1.49, 0, 0, 0
19631, 5.976, 5.976, 18.4358, 18.3412, 12.6225, 12.6225, 0.312997, 0, 1.5, 0, 0, 0
19641, 5.976, 5.976, 18.5585, 18.4639, 12.2754, 12.612, 0.561362, 0, 1.51, 0, 0, 0
19650, 5.976, 5.976, 18.6848, 18.5901, 12.6155, 12.2789, 0.586964, 0, 1.52, 0, 0, 0
19660, 5.976, 5.976, 18.811, 18.7163, 12.6225, 12.6225, 0.573872, 0, 1.53, 0, 0, 0
19671, 5.976, 5.976, 18.9372, 18.839, 12.6225, 12.6225, 0.478278, 0, 1.54, 0, 0, 0
19681, 5.976, 5.976, 19.0634, 18.9653, 12.6049, 12.6014, 0.487266, 0, 1.55, 0, 0, 0
19690, 5.976, 5.976, 19.1897, 19.0915, 12.626, 12.2718, 0.487266, 0, 1.56, 0, 0, 0
19700, 5.976, 5.976, 19.3124, 19.2142, 12.2894, 12.626, 0.487266, 0, 1.57, 0, 0, 0
19710, 5.976, 5.976, 19.4386, 19.3404, 12.626, 12.2859, 0.718628, 0, 1.58, 0, 0, 0
19721, 5.976, 5.976, 19.5648, 19.4667, 12.612, 12.6225, 0.416987, 0, 1.59, 0, 0, 0
19731, 5.976, 5.976, 19.6911, 19.5894, 12.6155, 12.612, 0.423754, 0, 1.6, 0, 0, 0
19740, 5.976, 5.976, 19.8173, 19.7156, 12.6225, 12.2789, 0.573872, 0, 1.61, 0, 0, 0
19750, 5.976, 5.976, 19.94, 19.8383, 12.6155, 12.6155, 0.43799, 0, 1.62, 0, 0, 0
19761, 5.976, 5.976, 20.0662, 19.9645, 12.2789, 12.6155, 0.280164, 0, 1.63, 0, 0, 0
19771, 5.976, 5.976, 20.1924, 20.0908, 12.612, 12.2718, 0.445482, 0, 1.64, 0, 0, 0
19780, 5.976, 5.976, 20.3187, 20.217, 12.6225, 12.626, 0.445482, 0, 1.65, 0, 0, 0
19790, 5.976, 5.976, 20.4449, 20.3397, 12.6155, 12.612, 0.52696, 0, 1.66, 0, 0, 0
19801, 5.976, 5.976, 20.5711, 20.4659, 12.6225, 12.2754, 0.561362, 0, 1.67, 0, 0, 0
19811, 5.976, 5.976, 20.6938, 20.5887, 12.2718, 12.6049, 0.573872, 0, 1.68, 0, 0, 0
19820, 5.976, 5.976, 20.8201, 20.7149, 12.64, 12.2789, 0.630166, 0, 1.69, 0, 0, 0
19830, 5.976, 5.976, 20.9463, 20.8411, 12.6225, 12.6365, 0.630166, 0, 1.7, 0, 0, 0
19841, 5.976, 5.976, 21.0725, 20.9638, 12.612, 12.6155, 0.615063, 0, 1.71, 0, 0, 0
19851, 5.976, 5.976, 21.1987, 21.09, 12.6155, 12.2648, 0.391999, 0, 1.72, 0, 0, 0
19860, 5.976, 5.976, 21.3215, 21.2128, 12.6365, 12.6225, 0.397953, 0, 1.73, 0, 0, 0
19870, 5.976, 5.976, 21.4477, 21.339, 12.2718, 12.2894, 0.496606, 0, 1.74, 0, 0, 0
19880, 5.976, 5.976, 21.5739, 21.4652, 12.612, 12.612, 0.478278, 0, 1.75, 0, 0, 0
19891, 5.976, 5.976, 21.7001, 21.5879, 12.6155, 12.612, 0.295637, 0, 1.76, 0, 0, 0
19901, 5.976, 5.976, 21.8264, 21.7142, 12.6155, 12.2613, 0.69897, 0, 1.77, 0, 0, 0
19910, 5.976, 5.976, 21.9491, 21.8404, 12.6225, 12.6295, 0.69897, 0, 1.78, 0, 0, 0
19920, 5.976, 5.976, 22.0753, 21.9631, 12.2964, 12.6155, 0.416987, 0, 1.79, 0, 0, 0
19931, 5.976, 5.976, 22.2015, 22.0893, 12.6155, 12.6225, 0.445482, 0, 1.8, 0, 0, 0
19941, 5.976, 5.976, 22.3277, 22.2155, 12.6155, 12.2894, 0.445482, 0, 1.81, 0, 0, 0
19950, 5.976, 5.976, 22.454, 22.3383, 12.626, 12.6225, 0.43799, 0, 1.82, 0, 0, 0
19960, 5.976, 5.976, 22.5767, 22.4645, 12.2613, 12.612, 0.52696, 0, 1.83, 0, 0, 0
19971, 5.976, 5.976, 22.7029, 22.5907, 12.612, 12.2648, 0.516429, 0, 1.84, 0, 0, 0
19981, 5.976, 5.976, 22.8291, 22.7134, 12.626, 12.612, 0.52696, 0, 1.85, 0, 0, 0
19990, 5.976, 5.976, 22.9519, 22.8397, 12.626, 12.6225, 0.52696, 0, 1.86, 0, 0, 0
20000, 5.976, 5.976, 23.0781, 22.9659, 12.2789, 12.2859, 0.718628, 0, 1.87, 0, 0, 0
20011, 5.976, 5.976, 23.2043, 23.0886, 12.612, 12.612, 0.478278, 0, 1.88, 0, 0, 0
20021, 5.976, 5.976, 23.3305, 23.2148, 12.6155, 12.2648, 0.295637, 0, 1.89, 0, 0, 0
20030, 5.976, 5.976, 23.4568, 23.3411, 12.626, 12.6295, 0.410438, 0, 1.9, 0, 0, 0
20040, 5.976, 5.976, 23.583, 23.4638, 12.6295, 12.626, 0.52696, 0, 1.91, 0, 0, 0
20050, 5.976, 5.976, 23.7057, 23.59, 12.2718, 12.2859, 0.516429, 0, 1.92, 0, 0, 0
20061, 5.976, 5.976, 23.8319, 23.7127, 12.9521, 12.6014, 0.549396, 0, 1.93, 0, 0, 0
20071, 5.976, 5.976, 23.9582, 23.8389, 12.2613, 12.2613, 0.573872, 0, 1.94, 0, 0, 0
20080, 5.976, 5.976, 24.0844, 23.9617, 12.64, 12.626, 0.573872, 0, 1.95, 0, 0, 0
20090, 5.976, 5.976, 24.2106, 24.0879, 12.6225, 12.2859, 0.445482, 0, 1.96, 0, 0, 0
20101, 5.976, 5.976, 24.3368, 24.2106, 12.6225, 12.6225, 0.445482, 0, 1.97, 0, 0, 0
20111, 5.976, 5.976, 24.4595, 24.3368, 12.5944, 12.5944, 0.680374, 0, 1.98, 0, 0, 0
20120, 5.976, 5.976, 24.5858, 24.463, 12.6295, 12.2789, 0.69897, 0, 1.99, 0, 0, 0
20130, 5.976, 5.976, 24.712, 24.5893, 12.2859, 12.6225, 0.496606, 0, 2, 0, 0, 0
20141, 5.976, 5.976, 24.8382, 24.712, 12.6365, 12.6225, 0.445482, 0, 2.01, 0, 0, 0
20151, 5.976, 5.976, 24.9644, 24.8382, 12.612, 12.2859, 0.283122, 0, 2.02, 0, 0, 0
20160, 5.976, 5.976, 25.0872, 24.9644, 12.6155, 12.612, 0.283122, 0, 2.03, 0, 0, 0
20170, 5.976, 5.976, 25.2134, 25.0872, 12.2613, 12.6155, 0.52696, 0, 2.04, 0, 0, 0
20180, 5.976, 5.976, 25.3396, 25.2134, 12.6225, 12.2754, 0.52696, 0, 2.05, 0, 0, 0
20191, 5.976, 5.976, 25.4658, 25.3361, 12.626, 12.612, 0.386225, 0, 2.06, 0, 0, 0
20201, 5.976, 5.976, 25.5921, 25.4623, 12.6295, 12.6225, 0.391999, 0, 2.07, 0, 0, 0
20210, 5.976, 5.976, 25.7183, 25.5886, 12.6225, 12.2964, 0.461284, 0, 2.08, 0, 0, 0
20220, 5.976, 5.976, 25.841, 25.7113, 12.6225, 12.6155, 0.496606, 0, 2.09, 0, 0, 0
20231, 5.976, 5.976, 25.9672, 25.8375, 12.2473, 12.6014, 0.52696, 0, 2.1, 0, 0, 0
20241, 5.976, 5.976, 26.0935, 25.9637, 12.6295, 12.2648, 0.52696, 0, 2.11, 0, 0, 0
20250, 5.976, 5.976, 26.2197, 26.0864, 12.6295, 12.64, 0.410438, 0, 2.12, 0, 0, 0
20260, 5.976, 5.976, 26.3459, 26.2127, 12.6365, 12.626, 0.423754, 0, 2.13, 0, 0, 0
20271, 5.976, 5.976, 26.4721, 26.3389, 12.6225, 12.2859, 0.630166, 0, 2.14, 0, 0, 0
20281, 5.976, 5.976, 26.5948, 26.4616, 12.2613, 12.6049, 0.345653, 0, 2.15, 0, 0, 0
20290, 5.976, 5.976, 26.7211, 26.5878, 12.6049, 12.612, 0.328488, 0, 2.16, 0, 0, 0
20300, 5.976, 5.976, 26.8473, 26.7106, 12.6155, 12.2648, 0.43799, 0, 2.17, 0, 0, 0
20311, 5.976, 5.976, 26.9735, 26.8368, 12.64, 12.626, 0.445482, 0, 2.18, 0, 0, 0
20321, 5.976, 5.976, 27.0997, 26.963, 12.612, 12.2718, 0.630166, 0, 2.19, 0, 0, 0
20330, 5.976, 5.976, 27.2225, 27.0857, 12.626, 12.6225, 0.487266, 0, 2.2, 0, 0, 0
20340, 5.976, 5.976, 27.3487, 27.2119, 12.2754, 12.6155, 0.487266, 0, 2.21, 0, 0, 0
20350, 5.976, 5.976, 27.4749, 27.3382, 12.6155, 12.2718, 0.630166, 0, 2.22, 0, 0, 0
20361, 5.976, 5.976, 27.6011, 27.4609, 12.626, 12.626, 0.630166, 0, 2.23, 0, 0, 0
20371, 5.976, 5.976, 27.7239, 27.5871, 12.6295, 12.6225, 0.630166, 0, 2.24, 0, 0, 0
20380, 5.976, 5.976, 27.8501, 27.7133, 12.6225, 12.2894, 0.573872, 0, 2.25, 0, 0, 0
20390, 5.976, 5.976, 27.9763, 27.8361, 12.2508, 12.6014, 0.586964, 0, 2.26, 0, 0, 0
20401, 5.976, 5.976, 28.1025, 27.9623, 12.6155, 12.6225, 0.445482, 0, 2.27, 0, 0, 0
20411, 5.976, 5.976, 28.2288, 28.085, 12.612, 12.2543, 0.445482, 0, 2.28, 0, 0, 0
20420, 5.976, 5.976, 28.3515, 28.2112, 12.64, 12.6295, 0.295637, 0, 2.29, 0, 0, 0
20430, 5.976, 5.976, 28.4777, 28.3374, 12.2789, 12.2789, 0.52696, 0, 2.3, 0, 0, 0
