QGPIORecord, QRC v6.1.0, 13-11-2021 @ 18:46:41, Windows 10 Version 2009, 10.0.19042, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
7731, 0, 0, 0, 0, 0, 0, 0.662757, 0, 0, 0, 0, 0
7740, 0, 0, 0, 0, 0, 0, 0.680374, 0, 0, 0, 0, 0
7751, 0, 0, 0, 0, 0, 0, 0.478278, 0, 0, 0, 0, 0
7760, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
7771, 0, 0, 0, 0, 0, 0, 0.586964, 0, 0, 0, 0, 0
7780, 0, 0, 0, 0, 0, 0, 0.69897, 0, 0, 0, 0, 0
7790, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
7800, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
7811, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
7820, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
7830, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
7840, 0, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0
7851, 0, 0, 0, 0, 0, 0, 0.453242, 0, 0, 0, 0, 0
7860, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
7870, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
7880, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
7890, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
7901, 0, 0, 0, 0, 0, 0, 0.646044, 0, 0, 0, 0, 0
7910, 0, 0, 0, 0, 0, 0, 0.298947, 0, 0, 0, 0, 0
7920, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
7930, 0, 0, 0, 0, 0, 0, 0.615063, 0, 0, 0, 0, 0
7941, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
7950, 0, 0, 0, 0, 0, 0, 0.506319, 0, 0, 0, 0, 0
7960, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
7970, 0, 0, 0, 0, 0, 0, 0.680374, 0, 0, 0, 0, 0
7981, 0, 0, 0, 0, 0, 0, 0.646044, 0, 0, 0, 0, 0
7990, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
8000, 0, 0, 0, 0, 0, 0, 0.391999, 0, 0, 0, 0, 0
8010, 0, 0, 0, 0, 0, 0, 0.391999, 0, 0, 0, 0, 0
8020, 0, 0, 0, 0, 0, 0, 0.416987, 0, 0, 0, 0, 0
8030, 0, 0, 0, 0, 0, 0, 0.416987, 0, 0, 0, 0, 0
8040, 0, 0, 0, 0, 0, 0, 0.312997, 0, 0, 0, 0, 0
8050, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8060, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8071, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
8080, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
8090, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
8100, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
8111, 0, 0, 0, 0, 0, 0, 0.53794, 0, 0, 0, 0, 0
8120, 0, 0, 0, 0, 0, 0, 0.53794, 0, 0, 0, 0, 0
8130, 0, 0, 0, 0, 0, 0, 0.69897, 0, 0, 0, 0, 0
8140, 0, 0, 0, 0, 0, 0, 0.69897, 0, 0, 0, 0, 0
8151, 0, 0, 0, 0, 0, 0, 0.69897, 0, 0, 0, 0, 0
8160, 0, 0, 0, 0, 0, 0, 0.69897, 0, 0, 0, 0, 0
8170, 0, 0, 0, 0, 0, 0, 0.295637, 0, 0, 0, 0, 0
8180, 0, 0, 0, 0, 0, 0, 0.561362, 0, 0, 0, 0, 0
8190, 0, 0, 0, 0, 0, 0, 0.586964, 0, 0, 0, 0, 0
8200, 0, 0, 0, 0, 0, 0, 0.43799, 0, 0, 0, 0, 0
8210, 0, 0, 0, 0, 0, 0, 0.615063, 0, 0, 0, 0, 0
8220, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
8230, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
8241, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
8250, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8260, 0, 0, 0, 0, 0, 0, 0.416987, 0, 0, 0, 0, 0
8270, 0, 0, 0, 0, 0, 0, 0.416987, 0, 0, 0, 0, 0
8281, 0, 0, 0, 0, 0, 0, 0.784975, 0, 0, 0, 0, 0
8290, 0, 0, 0, 0, 0, 0, 0.496606, 0, 0, 0, 0, 0
8300, 0, 0, 0, 0, 0, 0, 0.312997, 0, 0, 0, 0, 0
8310, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
8321, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
8330, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
8340, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
8350, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
8360, 0, 0, 0, 0, 0, 0, 0.615063, 0, 0, 0, 0, 0
8371, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
8380, 0, 0, 0, 0, 0, 0, 0.478278, 0, 0, 0, 0, 0
8390, 0, 0, 0, 0, 0, 0, 0.43799, 0, 0, 0, 0, 0
8400, 0, 0, 0, 0, 0, 0, 0.453242, 0, 0, 0, 0, 0
8411, 0, 0, 0, 0, 0, 0, 0.478278, 0, 0, 0, 0, 0
8420, 0, 0, 0, 0, 0, 0, 0.43799, 0, 0, 0, 0, 0
8430, 0, 0, 0, 0, 0, 0, 0.283122, 0, 0, 0, 0, 0
8440, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
8451, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
8460, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
8470, 0, 0, 0, 0, 0, 0, 0.469624, 0, 0, 0, 0, 0
8480, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
8491, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
8500, 0, 0, 0, 0, 0, 0, 0.416987, 0, 0, 0, 0, 0
8510, 0, 0, 0, 0, 0, 0, 0.416987, 0, 0, 0, 0, 0
8520, 0, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0
8530, 0, 0, 0, 0, 0, 0, 0.43799, 0, 0, 0, 0, 0
8541, 0, 0, 0, 0, 0, 0, 0.718628, 0, 0, 0, 0, 0
8550, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
8560, 0, 0, 0, 0, 0, 0, 0.305805, 0, 0, 0, 0, 0
8570, 0, 0, 0, 0, 0, 0, 0.561362, 0, 0, 0, 0, 0
8581, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8590, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8600, 0, 0, 0, 0, 0, 0, 0.739443, 0, 0, 0, 0, 0
8610, 0, 0, 0, 0, 0, 0, 0.809944, 0, 0, 0, 0, 0
8621, 0, 0, 0, 0, 0, 0, 0.600679, 0, 0, 0, 0, 0
8630, 0, 0, 0, 0, 0, 0, 0.478278, 0, 0, 0, 0, 0
8640, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
8650, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8660, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8670, 0, 0, 0, 0, 0, 0, 0.53794, 0, 0, 0, 0, 0
8680, 0, 0, 0, 0, 0, 0, 0.680374, 0, 0, 0, 0, 0
8690, 0, 0, 0, 0, 0, 0, 0.36478, 0, 0, 0, 0, 0
8700, 0, 0, 0, 0, 0, 0, 0.380624, 0, 0, 0, 0, 0
8711, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8720, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8730, 0, 0, 0, 0, 0, 0, 0.469624, 0, 0, 0, 0, 0
8740, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
8751, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
8760, 0, 0, 0, 0, 0, 0, 0.615063, 0, 0, 0, 0, 0
8770, 0, 0, 0, 0, 0, 0, 0.646044, 0, 0, 0, 0, 0
8780, 0, 0, 0, 0, 0, 0, 0.410438, 0, 0, 0, 0, 0
8791, 0, 0, 0, 0, 0, 0, 0.615063, 0, 0, 0, 0, 0
8800, 0, 0, 0, 0, 0, 0, 0.646044, 0, 0, 0, 0, 0
8810, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
8820, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
8830, 0, 0, 0, 0, 0, 0, 0.324468, 0, 0, 0, 0, 0
8840, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
8850, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
8860, 0, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0
8870, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8881, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8890, 0, 0, 0, 0, 0, 0, 0.561362, 0, 0, 0, 0, 0
8900, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8910, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8921, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
8930, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
8940, 0, 0, 0, 0, 0, 0, 0.561362, 0, 0, 0, 0, 0
8950, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
8961, 0, 0, 0, 0, 0, 0, 0.336844, 0, 0, 0, 0, 0
8970, 0, 0, 0, 0, 0, 0, 0.615063, 0, 0, 0, 0, 0
8980, 0, 0, 0, 0, 0, 0, 0.615063, 0, 0, 0, 0, 0
8990, 0, 0, 0, 0, 0, 0, 0.69897, 0, 0, 0, 0, 0
9000, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
9011, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
9020, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
9030, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
9040, 0, 0, 0, 0, 0, 0, 0.391999, 0, 0, 0, 0, 0
9051, 0, 0, 0, 0, 0, 0, 0.630166, 0, 0, 0, 0, 0
9060, 0, 0, 0, 0, 0, 0, 0.646044, 0, 0, 0, 0, 0
9070, 0, 0, 0, 0, 0, 0, 0.416987, 0, 0, 0, 0, 0
9080, 0, 0, 0, 0, 0, 0, 0.478278, 0, 0, 0, 0, 0
9091, 0, 0, 0, 0, 0, 0, 0.292402, 0, 0, 0, 0, 0
9100, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
9110, 0, 0, 0, 0, 0, 0, 0.469624, 0, 0, 0, 0, 0
9120, 0, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0
9131, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
9140, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
9150, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
9160, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
9170, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
9181, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
9190, 0, 0, 0, 0, 0, 0, 0.53794, 0, 0, 0, 0, 0
9200, 0, 0, 0, 0, 0, 0, 0.43799, 0, 0, 0, 0, 0
