QGPIORecord, QRC v6.1.0, 13-11-2021 @ 18:33:24, Windows 10 Version 2009, 10.0.19042, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
17940, 0, 0, 0, 0, 0, 0.309358, 0, 0, 0, 0, 0, 0
17951, 0, 0, 0, 0, 0, 0.266286, 0, 0, 0, 0, 0, 0
17960, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0, 0
17970, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0, 0
17980, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0, 0
17990, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0, 0
18000, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0, 0
18011, 0, 0, 0, 0, 0, 0.69897, 0, 0, 0, 0, 0, 0
18020, 0, 0, 0, 0, 0, 0.69897, 0, 0, 0, 0, 0, 0
18030, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0, 0
18040, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0, 0
18051, 0, 0, 0, 0, 0, 0.453242, 0, 0, 0, 0, 0, 0
18060, 0, 0, 0, 0, 0, 0.416987, 0, 0, 0, 0, 0, 0
18070, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0, 0
18080, 0, 0, 0, 0, 0, 0.34119, 0, 0, 0, 0, 0, 0
18091, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0, 0
18100, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0, 0
18110, 0, 0, 0, 0, 0, 0.386225, 0, 0, 0, 0, 0, 0
18120, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0, 0
18130, 0, 0, 0, 0, 0, 0.53794, 0, 0, 0, 0, 0, 0
18140, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0, 0
18150, 0, 0, 0, 0, 0, 0.586964, 0, 0, 0, 0, 0, 0
18160, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0, 0
18170, 0, 0, 0, 0, 0, 0.69897, 0, 0, 0, 0, 0, 0
18181, 0, 0, 0, 0, 0, 0.69897, 0, 0, 0, 0, 0, 0
18190, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0, 0
18200, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0, 0
18210, 0, 0, 0, 0, 0, 0.309358, 0, 0, 0, 0, 0, 0
