QGPIORecord, QRC v6.1.0, 30-11-2021 @ 01:15:34, Windows 10 Version 1903, 10.0.18362, x86_64,,,,,,,
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
30240,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.05,0,0,0
30251,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.06,0,0,0
30260,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.07,0,0,0
30270,0,0,0.00701248,-0.0455811,0,0,0.127768,0,10.08,0,0,0
30280,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.09,0,0,0
30290,0,0,0.00701248,-0.0455811,0,0,0.127768,0,10.1,0,0,0
30300,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.11,0,0,0
30310,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.12,0,0,0
30320,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.13,0,0,0
30330,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.14,0,0,0
30341,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.15,0,0,0
30350,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.16,0,0,0
30360,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.17,0,0,0
30370,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.18,0,0,0
30381,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.19,0,0,0
30390,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.2,0,0,0
30400,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.21,0,0,0
30410,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.22,0,0,0
30420,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.23,0,0,0
30430,0,0,0.00701248,-0.0455811,0,0,0.127768,0,10.24,0,0,0
30440,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.25,0,0,0
30450,0,0,0.00701248,-0.0455811,0,0,0.115443,0,10.26,0,0,0
30460,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.27,0,0,0
30470,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.28,0,0,0
30480,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.29,0,0,0
30490,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.3,0,0,0
30500,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.31,0,0,0
30511,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.32,0,0,0
30520,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.33,0,0,0
30530,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.34,0,0,0
30540,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.35,0,0,0
30551,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.36,0,0,0
30560,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.37,0,0,0
30570,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.38,0,0,0
30580,0,0,0.00701248,-0.0455811,0,0,0.127768,0,10.39,0,0,0
30590,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.4,0,0,0
30600,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.41,0,0,0
30610,0,0,0.00701248,-0.0455811,0,0,0.115004,0,10.42,0,0,0
30620,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.43,0,0,0
30630,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.44,0,0,0
30640,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.45,0,0,0
30650,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.46,0,0,0
30660,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.47,0,0,0
30670,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.48,0,0,0
30681,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.49,0,0,0
30690,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.5,0,0,0
30700,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.51,0,0,0
30710,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.52,0,0,0
30721,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.53,0,0,0
30730,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.54,0,0,0
30740,0,0,0.00701248,-0.0455811,0,0,0.127768,0,10.55,0,0,0
30750,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.56,0,0,0
30760,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.57,0,0,0
30770,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.58,0,0,0
30780,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.59,0,0,0
30790,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.6,0,0,0
30800,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.61,0,0,0
30811,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.62,0,0,0
30820,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.63,0,0,0
30830,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.64,0,0,0
30840,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.65,0,0,0
30851,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.66,0,0,0
30860,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.67,0,0,0
30870,0,0,0.00701248,-0.0455811,0,0,0.127768,0,10.68,0,0,0
30880,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.69,0,0,0
30891,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.7,0,0,0
30900,0,0,0.00701248,-0.0455811,0,0,0.115443,0,10.71,0,0,0
30910,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.72,0,0,0
30920,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.73,0,0,0
30930,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.74,0,0,0
30940,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.75,0,0,0
30950,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.76,0,0,0
30960,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.77,0,0,0
30970,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.78,0,0,0
30981,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.79,0,0,0
30990,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.8,0,0,0
31000,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.81,0,0,0
31010,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.82,0,0,0
31021,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.83,0,0,0
31030,0,0,0.00701248,-0.0455811,0,0,0.127768,0,10.84,0,0,0
31040,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.85,0,0,0
31050,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.86,0,0,0
31060,0,0,0.00701248,-0.0455811,0,0,0.114569,0,10.87,0,0,0
31070,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.88,0,0,0
31080,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.89,0,0,0
31090,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.9,0,0,0
31100,0,0,0.00701248,-0.0455811,0,0,0.126676,0,10.91,0,0,0
31110,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.92,0,0,0
31120,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.93,0,0,0
31130,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.94,0,0,0
31140,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.95,0,0,0
31151,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.96,0,0,0
31160,0,0,0.00701248,-0.0455811,0,0,0.127768,0,10.97,0,0,0
31170,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.98,0,0,0
31180,0,0,0.00701248,-0.0455811,0,0,0.127219,0,10.99,0,0,0
31191,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11,0,0,0
31200,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.01,0,0,0
31210,0,0,0.00701248,-0.0455811,0,0,0.115004,0,11.02,0,0,0
31220,0,0,0.00701248,-0.0455811,0,0,0.114137,0,11.03,0,0,0
31230,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.04,0,0,0
31240,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.05,0,0,0
31250,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.06,0,0,0
31260,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.07,0,0,0
31270,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.08,0,0,0
31280,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.09,0,0,0
31290,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.1,0,0,0
31300,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.11,0,0,0
31310,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.12,0,0,0
31321,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.13,0,0,0
31330,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.14,0,0,0
31340,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.15,0,0,0
31350,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11.16,0,0,0
31361,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.17,0,0,0
31370,0,0,0.00701248,-0.0455811,0,0,0.115004,0,11.18,0,0,0
31380,0,0,0.00701248,-0.0455811,0,0,0.126676,0,11.19,0,0,0
31390,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.2,0,0,0
31400,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.21,0,0,0
31410,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.22,0,0,0
31420,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.23,0,0,0
31430,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.24,0,0,0
31440,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.25,0,0,0
31451,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.26,0,0,0
31460,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.27,0,0,0
31470,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.28,0,0,0
31480,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11.29,0,0,0
31491,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.3,0,0,0
31500,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11.31,0,0,0
31510,0,0,0.00701248,-0.0455811,0,0,0.115004,0,11.32,0,0,0
31520,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.33,0,0,0
31531,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.34,0,0,0
31540,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.35,0,0,0
31550,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.36,0,0,0
31560,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.37,0,0,0
31570,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.38,0,0,0
31580,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.39,0,0,0
31590,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.4,0,0,0
31600,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.41,0,0,0
31610,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.42,0,0,0
31621,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.43,0,0,0
31630,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.44,0,0,0
31640,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11.45,0,0,0
31650,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.46,0,0,0
31661,0,0,0.00701248,-0.0455811,0,0,0.115004,0,11.47,0,0,0
31670,0,0,0.00701248,-0.0455811,0,0,0.115004,0,11.48,0,0,0
31680,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.49,0,0,0
31690,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.5,0,0,0
31700,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.51,0,0,0
31710,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.52,0,0,0
31720,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.53,0,0,0
31730,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.54,0,0,0
31740,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.55,0,0,0
31750,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.56,0,0,0
31760,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.57,0,0,0
31770,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11.58,0,0,0
31780,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.59,0,0,0
31791,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11.6,0,0,0
31800,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11.61,0,0,0
31810,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.62,0,0,0
31820,0,0,0.00701248,-0.0455811,0,0,0.115004,0,11.63,0,0,0
31831,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.64,0,0,0
31840,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.65,0,0,0
31850,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.66,0,0,0
31860,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.67,0,0,0
31870,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.68,0,0,0
31880,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.69,0,0,0
31890,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.7,0,0,0
31900,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.71,0,0,0
31910,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.72,0,0,0
31920,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.73,0,0,0
31930,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11.74,0,0,0
31940,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.75,0,0,0
31950,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11.76,0,0,0
31961,0,0,0.00701248,-0.0455811,0,0,0.115004,0,11.77,0,0,0
31970,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.78,0,0,0
31980,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.79,0,0,0
31990,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.8,0,0,0
32001,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.81,0,0,0
32010,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.82,0,0,0
32020,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.83,0,0,0
32030,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.84,0,0,0
32040,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.85,0,0,0
32050,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.86,0,0,0
32060,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.87,0,0,0
32070,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.88,0,0,0
32080,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.89,0,0,0
32091,0,0,0.00701248,-0.0455811,0,0,0.127768,0,11.9,0,0,0
32100,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.91,0,0,0
32110,0,0,0.00701248,-0.0455811,0,0,0.115004,0,11.92,0,0,0
32120,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.93,0,0,0
32131,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.94,0,0,0
32140,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.95,0,0,0
32150,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.96,0,0,0
32160,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.97,0,0,0
32171,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.98,0,0,0
32180,0,0,0.00701248,-0.0455811,0,0,0.127219,0,11.99,0,0,0
32190,0,0,0.00701248,-0.0455811,0,0,0.127219,0,12,0,0,0
32200,6,6,0.00701248,-0.0455811,0,0,0.127219,0,12.01,0,0,0
32210,6,6,0.00701248,-0.0455811,0,0,0.127219,0,12.02,0,0,0
32221,6,6,0.0455811,-0.00701248,3.85336,3.83583,0.127219,0,12.03,0,0,0
32230,6,6,0.129731,0.0771373,8.41498,8.40797,0.126676,0,12.04,0,0,0
32240,6,6,0.231412,0.182325,10.1716,10.5257,0.127219,0,12.05,0,0,0
32250,6,6,0.347118,0.294524,11.5776,11.5776,0.127219,0,12.06,0,0,0
32261,6,6,0.46633,0.413737,11.9212,11.9107,0.126676,0,12.07,0,0,0
32270,6,6,0.589049,0.536455,12.2508,12.2543,0.127768,0,12.08,0,0,0
32280,6,6,0.711767,0.66268,12.626,12.2859,0.126676,0,12.09,0,0,0
32290,6,6,0.837992,0.785398,12.2754,12.6225,0.127219,0,12.1,0,0,0
32301,6,6,0.964217,0.911623,12.6049,12.2613,0.127219,0,12.11,0,0,0
32310,6,6,1.09044,1.03434,12.6225,12.6225,0.127219,0,12.12,0,0,0
32320,6,6,1.21316,1.16057,12.6365,12.6155,0.127219,0,12.13,0,0,0
32330,6,6,1.33938,1.28679,12.2718,12.626,0.127219,0,12.14,0,0,0
32340,6,6,1.46561,1.41302,12.9626,12.2718,0.127219,0,12.15,0,0,0
32351,6,6,1.59183,1.53924,12.2789,12.6295,0.127219,0,12.16,0,0,0
32360,6,6,1.71806,1.66196,12.6014,12.5944,0.127219,0,12.17,0,0,0
32370,6,6,1.84428,1.78818,12.6225,12.626,0.127219,0,12.18,0,0,0
32380,6,6,1.97051,1.91441,12.6225,12.626,0.127219,0,12.19,0,0,0
32391,6,6,2.09673,2.04063,12.6155,12.2613,0.127219,0,12.2,0,0,0
32400,6,6,2.22296,2.16335,12.6225,12.6225,0.127219,0,12.21,0,0,0
32410,6,6,2.34568,2.28958,12.6365,12.626,0.127219,0,12.22,0,0,0
32420,6,6,2.4719,2.4158,12.6225,12.626,0.127219,0,12.23,0,0,0
32431,6,6,2.59813,2.54203,12.2859,12.2789,0.128322,0,12.24,0,0,0
32440,6,6,2.72435,2.66825,12.9556,12.6155,0.127219,0,12.25,0,0,0
32450,6,6,2.85057,2.79447,12.2789,12.6225,0.127219,0,12.26,0,0,0
32460,6,6,2.9768,2.91719,12.6225,12.626,0.127219,0,12.27,0,0,0
32471,6,6,3.10302,3.04342,12.612,12.6049,0.127219,0,12.28,0,0,0
32481,6,6,3.22925,3.16964,12.6225,12.2718,0.127219,0,12.29,0,0,0
32490,6,6,3.35547,3.29587,12.6225,12.6155,0.127219,0,12.3,0,0,0
32500,6,6,3.4817,3.42209,12.6225,12.626,0.127219,0,12.31,0,0,0
32510,6,6,3.60792,3.54481,12.626,12.626,0.127219,0,12.32,0,0,0
32521,6,6,3.73415,3.67104,12.626,12.612,0.127219,0,12.33,0,0,0
32530,6,6,3.86037,3.79726,12.626,12.6225,0.127219,0,12.34,0,0,0
32540,6,6,3.9866,3.92348,12.6225,12.2894,0.127219,0,12.35,0,0,0
32550,6,6,4.11282,4.04971,12.626,12.6365,0.127219,0,12.36,0,0,0
32561,6,6,4.23905,4.17243,12.6049,12.5944,0.127768,0,12.37,0,0,0
32570,6,6,4.36527,4.29865,12.6155,12.626,0.127219,0,12.38,0,0,0
32580,6,6,4.4915,4.42488,12.626,12.2648,0.127219,0,12.39,0,0,0
32590,6,6,4.61772,4.5511,12.6225,12.6365,0.114569,0,12.4,0,0,0
32601,6,6,4.74395,4.67382,12.6365,12.6049,0.127219,0,12.41,0,0,0
32610,6,6,4.87017,4.80005,12.6049,12.2789,0.127219,0,12.42,0,0,0
32620,6,6,4.99289,4.92627,12.6295,12.6295,0.127219,0,12.43,0,0,0
32630,6,6,5.11911,5.05249,12.6155,12.6225,0.127219,0,12.44,0,0,0
32641,6,6,5.24534,5.17521,12.6225,12.6225,0.127219,0,12.45,0,0,0
32651,6,6,5.37156,5.30144,12.6049,12.6014,0.127219,0,12.46,0,0,0
32660,6,6,5.49779,5.42766,12.6155,12.612,0.127219,0,12.47,0,0,0
32670,6,6,5.62401,5.55389,12.2789,12.2894,0.127219,0,12.48,0,0,0
32680,6,6,5.75024,5.68011,12.9626,12.6049,0.127219,0,12.49,0,0,0
32691,6,6,5.87646,5.80283,12.2754,12.6155,0.127219,0,12.5,0,0,0
32700,6,6,6.00269,5.92905,12.626,12.6225,0.126676,0,12.51,0,0,0
32710,6,6,6.12891,6.05528,12.626,12.2964,0.127219,0,12.52,0,0,0
32720,6,6,6.25514,6.1815,12.6225,12.6225,0.127768,0,12.53,0,0,0
32731,6,6,6.38136,6.30422,12.6155,12.6155,0.127219,0,12.54,0,0,0
32740,6,6,6.50759,6.43045,12.6049,12.6014,0.115004,0,12.55,0,0,0
32750,6,6,6.6303,6.55667,12.626,12.6295,0.114137,0,12.56,0,0,0
32760,6,6,6.75653,6.6829,12.6225,12.2718,0.127219,0,12.57,0,0,0
32771,6,6,6.88275,6.80562,12.2964,12.6155,0.127219,0,12.58,0,0,0
32780,6,6,7.00898,6.93184,12.612,12.6155,0.127219,0,12.59,0,0,0
32790,6,6,7.1352,7.05806,12.6295,12.2894,0.127219,0,12.6,0,0,0
32800,6,6,7.26143,7.18429,12.6155,12.6295,0.127219,0,12.61,0,0,0
32811,6,6,7.38765,7.31051,12.6295,12.626,0.127219,0,12.62,0,0,0
32821,6,6,7.51388,7.43323,12.6049,12.612,0.127219,0,12.63,0,0,0
32830,6,6,7.63659,7.55946,12.6295,12.6155,0.127219,0,12.64,0,0,0
32840,6,6,7.76633,7.68568,12.612,12.6225,0.127219,0,12.65,0,0,0
32850,6,6,7.88904,7.81191,12.6155,12.2718,0.127219,0,12.66,0,0,0
32861,6,6,8.01527,7.93813,12.6155,12.612,0.127219,0,12.67,0,0,0
32870,6,6,8.14149,8.06085,12.2754,12.6225,0.127219,0,12.68,0,0,0
32880,6,6,8.26772,8.18707,12.626,12.626,0.127768,0,12.69,0,0,0
32890,6,6,8.39394,8.3133,12.6225,12.6155,0.127219,0,12.7,0,0,0
32901,6,6,8.52017,8.43952,12.6225,12.2859,0.115004,0,12.71,0,0,0
32910,6,6,8.64639,8.56575,12.612,12.6049,0.127219,0,12.72,0,0,0
32920,6,6,8.77262,8.69197,12.626,12.6295,0.127219,0,12.73,0,0,0
32930,6,6,8.89884,8.81469,12.6155,12.612,0.127219,0,12.74,0,0,0
32941,6,6,9.02507,8.94092,12.6225,12.6225,0.127219,0,12.75,0,0,0
32951,6,6,9.15129,9.06714,12.612,12.2613,0.127219,0,12.76,0,0,0
32960,6,6,9.27752,9.19337,12.6295,12.6225,0.127219,0,12.77,0,0,0
32970,6,6,9.40374,9.31608,12.6225,12.6295,0.127219,0,12.78,0,0,0
32980,6,6,9.52646,9.44231,12.6295,12.6155,0.127219,0,12.79,0,0,0
32991,6,6,9.65619,9.56853,12.612,12.6155,0.126676,0,12.8,0,0,0
33000,6,6,9.77891,9.69476,12.2894,12.2789,0.127219,0,12.81,0,0,0
33010,6,6,9.90864,9.82098,12.9626,12.6295,0.127768,0,12.82,0,0,0
33020,6,6,10.0314,9.94721,12.2718,12.626,0.127219,0,12.83,0,0,0
33031,6,6,10.1576,10.0699,12.9731,12.6155,0.127768,0,12.84,0,0,0
33040,6,6,10.2838,10.1962,12.6049,12.6049,0.115004,0,12.85,0,0,0
33050,6,6,10.41,10.3224,12.6225,12.626,0.127219,0,12.86,0,0,0
33060,6,6,10.5363,10.4486,12.626,12.2718,0.127219,0,12.87,0,0,0
33071,6,6,10.6625,10.5748,12.2789,12.6225,0.127219,0,12.88,0,0,0
33080,6,6,10.7887,10.6975,12.9521,12.612,0.127219,0,12.89,0,0,0
33090,6,6,10.9149,10.8238,12.2999,12.6295,0.127219,0,12.9,0,0,0
33100,6,6,11.0412,10.95,12.6225,12.6155,0.127219,0,12.91,0,0,0
33111,6,6,11.1674,11.0762,12.626,12.2894,0.127219,0,12.92,0,0,0
33121,6,6,11.2936,11.1989,12.612,12.612,0.127219,0,12.93,0,0,0
33130,6,6,11.4198,11.3252,12.6155,12.612,0.127219,0,12.94,0,0,0
33140,6,6,11.5461,11.4514,12.6155,12.2859,0.127219,0,12.95,0,0,0
33150,6,6,11.6723,11.5741,12.626,12.612,0.127219,0,12.96,0,0,0
33161,6,6,11.7985,11.7003,12.626,12.626,0.127219,0,12.97,0,0,0
33170,6,6,11.9247,11.8266,12.626,12.6225,0.127768,0,12.98,0,0,0
33180,6,6,12.051,11.9528,12.626,12.2964,0.127219,0,12.99,0,0,0
33190,6,6,12.1737,12.079,12.2648,12.612,0.115004,0,13,0,0,0
33201,6,6,12.2999,12.2017,12.612,12.6155,0.115004,0,13.01,0,0,0
33210,6,6,12.4261,12.3279,12.6049,12.6014,0.127219,0,13.02,0,0,0
33220,6,6,12.5523,12.4542,12.626,12.626,0.127219,0,13.03,0,0,0
33230,6,6,12.6786,12.5804,12.6225,12.2718,0.127219,0,13.04,0,0,0
33241,6,6,12.8048,12.7066,12.6225,12.6225,0.127219,0,13.05,0,0,0
33250,6,6,12.931,12.8293,12.626,12.6155,0.127219,0,13.06,0,0,0
33260,6,6,13.0572,12.9556,12.626,12.626,0.127219,0,13.07,0,0,0
33270,6,6,13.18,13.0818,12.2789,12.2789,0.127219,0,13.08,0,0,0
33281,6,6,13.3062,13.2045,12.6225,12.6225,0.127219,0,13.09,0,0,0
33291,6,6,13.4324,13.3307,12.6014,12.6014,0.127219,0,13.1,0,0,0
33300,6,6,13.5586,13.457,12.6295,12.6225,0.127219,0,13.11,0,0,0
33310,6,6,13.6849,13.5832,12.6225,12.2859,0.127219,0,13.12,0,0,0
33320,6,6,13.8111,13.7059,12.6295,12.626,0.127768,0,13.13,0,0,0
33331,6,6,13.9373,13.8321,12.6155,12.6155,0.127768,0,13.14,0,0,0
33340,6,6,14.0635,13.9583,12.6295,12.2789,0.127219,0,13.15,0,0,0
33350,6,6,14.1863,14.0846,12.6225,12.6295,0.115004,0,13.16,0,0,0
33360,6,6,14.3125,14.2073,12.6155,12.6225,0.126676,0,13.17,0,0,0
33371,6,6,14.4387,14.3335,12.2543,12.6014,0.127219,0,13.18,0,0,0
33380,6,6,14.5649,14.4597,12.6049,12.6049,0.127219,0,13.19,0,0,0
33390,6,6,14.6912,14.586,12.626,12.2789,0.127219,0,13.2,0,0,0
33400,6,6,14.8174,14.7087,12.6225,12.6225,0.127219,0,13.21,0,0,0
33411,6,6,14.9436,14.8349,12.6295,12.6155,0.127219,0,13.22,0,0,0
33420,6,6,15.0698,14.9611,12.6155,12.6155,0.127219,0,13.23,0,0,0
33430,6,6,15.1961,15.0874,12.6295,12.2894,0.127219,0,13.24,0,0,0
33440,6,6,15.3223,15.2136,12.6155,12.6225,0.126676,0,13.25,0,0,0
33451,6,6,15.4485,15.3398,12.612,12.612,0.127219,0,13.26,0,0,0
33461,6,6,15.5712,15.4625,12.6155,12.612,0.127219,0,13.27,0,0,0
33470,6,6,15.6974,15.5888,12.626,12.6225,0.127219,0,13.28,0,0,0
33480,6,6,15.8237,15.715,12.2859,12.6295,0.127768,0,13.29,0,0,0
33490,6,6,15.9499,15.8412,12.9626,12.2718,0.115004,0,13.3,0,0,0
33501,6,6,16.0761,15.9639,12.2754,12.6155,0.127219,0,13.31,0,0,0
33510,6,6,16.2023,16.0901,12.6365,12.6155,0.127219,0,13.32,0,0,0
33520,6,6,16.3286,16.2164,12.6225,12.2964,0.127219,0,13.33,0,0,0
