QGPIORecord, QRC v6.1.0, 11-11-2021 @ 16:44:18, Windows 10 Version 1903, 10.0.18362, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
14460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
