QGPIORecord, QRC v6.1.0, 13-11-2021 @ 18:39:18, Windows 10 Version 2009, 10.0.19042, x86_64
Time, ValueIn0, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
8850, 0, 0, 0, 0, 0, 0, 0.478278, 0, 0, 0, 0, 0
8860, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
8871, 0, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0
8881, 0, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0
8890, 0, 0, 0, 0, 0, 0, 0.391999, 0, 0, 0, 0, 0
8900, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
8910, 0, 0, 0, 0, 0, 0, 0.496606, 0, 0, 0, 0, 0
8921, 0, 0, 0, 0, 0, 0, 0.391999, 0, 0, 0, 0, 0
8930, 0, 0, 0, 0, 0, 0, 0.391999, 0, 0, 0, 0, 0
8940, 0, 0, 0, 0, 0, 0, 0.295637, 0, 0, 0, 0, 0
8950, 0, 0, 0, 0, 0, 0, 0.43799, 0, 0, 0, 0, 0
8961, 0, 0, 0, 0, 0, 0, 0.453242, 0, 0, 0, 0, 0
8970, 0, 0, 0, 0, 0, 0, 0.416987, 0, 0, 0, 0, 0
8980, 0, 0, 0, 0, 0, 0, 0.506319, 0, 0, 0, 0, 0
8990, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
9000, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
9011, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
9020, 0, 0, 0, 0, 0, 0, 0.487266, 0, 0, 0, 0, 0
9030, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
9040, 0, 0, 0, 0, 0, 0, 0.53794, 0, 0, 0, 0, 0
9051, 0, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0
9060, 0, 0, 0, 0, 0, 0, 0.43799, 0, 0, 0, 0, 0
9070, 0, 0, 0, 0, 0, 0, 0.328488, 0, 0, 0, 0, 0
9080, 0, 0, 0, 0, 0, 0, 0.561362, 0, 0, 0, 0, 0
9091, 0, 0, 0, 0, 0, 0, 0.573872, 0, 0, 0, 0, 0
9100, 0, 0, 0, 0, 0, 0, 0.391999, 0, 0, 0, 0, 0
9110, 0, 0, 0, 0, 0, 0, 0.445482, 0, 0, 0, 0, 0
9120, 0, 0, 0, 0, 0, 0, 0.43799, 0, 0, 0, 0, 0
9131, 0, 0, 0, 0, 0, 0, 0.516429, 0, 0, 0, 0, 0
9140, 0, 0, 0, 0, 0, 0, 0.52696, 0, 0, 0, 0, 0
